Header	RF	SVM
>Sequence19301	0.35	0.671
>Sequence19302	0.4	0.725
>Sequence19303	0.5	0.351
>Sequence19304	0.4	0.257
>Sequence19305	0.5	0.81
>Sequence19306	0.35	0.27
>Sequence19307	0.35	0.688
>Sequence19308	0.45	0.237
>Sequence19309	0.45	0.265
>Sequence19310	0.45	0.658
>Sequence19311	0.55	0.854
>Sequence19312	0.35	0.287
>Sequence19313	0.6	0.631
>Sequence19314	0.3	0.28
>Sequence19315	0.35	0.325
>Sequence19316	0.5	0.244
>Sequence19317	0.3	0.344
>Sequence19318	0.45	0.689
>Sequence19319	0.4	0.662
>Sequence19320	0.55	0.345
>Sequence19321	0.5	0.567
>Sequence19322	0.25	0.491
>Sequence19323	0.45	0.445
>Sequence19324	0.4	0.272
>Sequence19325	0.4	0.755
>Sequence19326	0.35	0.247
>Sequence19327	0.45	0.698
>Sequence19328	0.4	0.771
>Sequence19329	0.45	0.614
>Sequence19330	0.35	0.151
>Sequence19331	0.45	0.444
>Sequence19332	0.2	0.384
>Sequence19333	0.3	0.211
>Sequence19334	0.35	0.768
>Sequence19335	0.45	0.641
>Sequence19336	0.5	0.426
>Sequence19337	0.4	0.641
>Sequence19338	0.45	0.768
>Sequence19339	0.5	0.373
>Sequence19340	0.45	0.787
>Sequence19341	0.4	0.695
>Sequence19342	0.5	0.654
>Sequence19343	0.4	0.648
>Sequence19344	0.45	0.362
>Sequence19345	0.35	0.279
>Sequence19346	0.4	0.636
>Sequence19347	0.5	0.743
>Sequence19348	0.4	0.811
>Sequence19349	0.4	0.531
>Sequence19350	0.45	0.783
>Sequence19351	0.45	0.706
>Sequence19352	0.35	0.743
>Sequence19353	0.45	0.675
>Sequence19354	0.4	0.641
>Sequence19355	0.6	0.788
>Sequence19356	0.4	0.629
>Sequence19357	0.2	0.598
>Sequence19358	0.3	0.169
>Sequence19359	0.5	0.874
>Sequence19360	0.55	0.707
>Sequence19361	0.45	0.175
>Sequence19362	0.45	0.793
>Sequence19363	0.4	0.617
>Sequence19364	0.25	0.605
>Sequence19365	0.4	0.735
>Sequence19366	0.45	0.637
>Sequence19367	0.45	0.301
>Sequence19368	0.3	0.463
>Sequence19369	0.45	0.392
>Sequence19370	0.45	0.639
>Sequence19371	0.55	0.795
>Sequence19372	0.5	0.152
>Sequence19373	0.5	0.84
>Sequence19374	0.35	0.701
>Sequence19375	0.45	0.672
>Sequence19376	0.5	0.204
>Sequence19377	0.55	0.18
>Sequence19378	0.65	0.327
>Sequence19379	0.5	0.894
>Sequence19380	0.45	0.66
>Sequence19381	0.4	0.163
>Sequence19382	0.45	0.177
>Sequence19383	0.35	0.668
>Sequence19384	0.4	0.703
>Sequence19385	0.5	0.415
>Sequence19386	0.55	0.436
>Sequence19387	0.45	0.732
>Sequence19388	0.5	0.747
>Sequence19389	0.4	0.796
>Sequence19390	0.45	0.357
>Sequence19391	0.4	0.57
>Sequence19392	0.25	0.535
>Sequence19393	0.35	0.743
>Sequence19394	0.5	0.395
>Sequence19395	0.4	0.696
>Sequence19396	0.5	0.297
>Sequence19397	0.55	0.84
>Sequence19398	0.45	0.812
>Sequence19399	0.2	0.311
>Sequence19400	0.45	0.818
