Header	RF	SVM
>Sequence19701	0.35	0.611
>Sequence19702	0.45	0.661
>Sequence19703	0.5	0.331
>Sequence19704	0.4	0.757
>Sequence19705	0.4	0.524
>Sequence19706	0.45	0.661
>Sequence19707	0.3	0.112
>Sequence19708	0.45	0.632
>Sequence19709	0.5	0.416
>Sequence19710	0.5	0.383
>Sequence19711	0.45	0.689
>Sequence19712	0.4	0.726
>Sequence19713	0.5	0.717
>Sequence19714	0.6	0.5
>Sequence19715	0.45	0.207
>Sequence19716	0.45	0.695
>Sequence19717	0.4	0.055
>Sequence19718	0.55	0.154
>Sequence19719	0.6	0.195
>Sequence19720	0.4	0.518
>Sequence19721	0.25	0.506
>Sequence19722	0.4	0.302
>Sequence19723	0.4	0.135
>Sequence19724	0.5	0.377
>Sequence19725	0.45	0.6
>Sequence19726	0.5	0.817
>Sequence19727	0.5	0.805
>Sequence19728	0.5	0.374
>Sequence19729	0.45	0.401
>Sequence19730	0.5	0.793
>Sequence19731	0.45	0.727
>Sequence19732	0.45	0.289
>Sequence19733	0.3	0.287
>Sequence19734	0.45	0.806
>Sequence19735	0.35	0.834
>Sequence19736	0.4	0.468
>Sequence19737	0.55	0.735
>Sequence19738	0.4	0.762
>Sequence19739	0.45	0.648
>Sequence19740	0.4	0.788
>Sequence19741	0.4	0.306
>Sequence19742	0.45	0.712
>Sequence19743	0.5	0.742
>Sequence19744	0.35	0.747
>Sequence19745	0.4	0.726
>Sequence19746	0.45	0.078
>Sequence19747	0.5	0.581
>Sequence19748	0.45	0.774
>Sequence19749	0.45	0.511
>Sequence19750	0.45	0.719
>Sequence19751	0.4	0.587
>Sequence19752	0.35	0.229
>Sequence19753	0.5	0.321
>Sequence19754	0.5	0.733
>Sequence19755	0.4	0.81
>Sequence19756	0.6	0.743
>Sequence19757	0.45	0.4
>Sequence19758	0.45	0.748
>Sequence19759	0.4	0.175
>Sequence19760	0.55	0.75
>Sequence19761	0.5	0.491
>Sequence19762	0.55	0.386
>Sequence19763	0.45	0.51
>Sequence19764	0.4	0.433
>Sequence19765	0.5	0.787
>Sequence19766	0.4	0.81
>Sequence19767	0.4	0.717
>Sequence19768	0.35	0.615
>Sequence19769	0.4	0.799
>Sequence19770	0.45	0.822
>Sequence19771	0.45	0.602
>Sequence19772	0.45	0.748
>Sequence19773	0.45	0.721
>Sequence19774	0.4	0.808
>Sequence19775	0.35	0.599
>Sequence19776	0.45	0.85
>Sequence19777	0.35	0.44
>Sequence19778	0.4	0.135
>Sequence19779	0.45	0.632
>Sequence19780	0.45	0.781
>Sequence19781	0.5	0.705
>Sequence19782	0.45	0.293
>Sequence19783	0.4	0.662
>Sequence19784	0.45	0.149
>Sequence19785	0.5	0.267
>Sequence19786	0.45	0.752
>Sequence19787	0.4	0.666
>Sequence19788	0.45	0.287
>Sequence19789	0.5	0.736
>Sequence19790	0.5	0.737
>Sequence19791	0.4	0.766
>Sequence19792	0.4	0.456
>Sequence19793	0.45	0.755
>Sequence19794	0.55	0.274
>Sequence19795	0.45	0.795
>Sequence19796	0.4	0.666
>Sequence19797	0.5	0.813
>Sequence19798	0.5	0.256
>Sequence19799	0.35	0.689
>Sequence19800	0.4	0.662
