Header	RF	SVM
>Sequence15601	0.5	0.726
>Sequence15602	0.6	0.229
>Sequence15603	0.45	0.636
>Sequence15604	0.5	0.267
>Sequence15605	0.45	0.82
>Sequence15606	0.3	0.381
>Sequence15607	0.4	0.777
>Sequence15608	0.4	0.478
>Sequence15609	0.55	0.766
>Sequence15610	0.35	0.5
>Sequence15611	0.35	0.369
>Sequence15612	0.45	0.519
>Sequence15613	0.35	0.396
>Sequence15614	0.4	0.788
>Sequence15615	0.4	0.65
>Sequence15616	0.4	0.799
>Sequence15617	0.4	0.468
>Sequence15618	0.45	0.775
>Sequence15619	0.4	0.277
>Sequence15620	0.4	0.261
>Sequence15621	0.45	0.769
>Sequence15622	0.45	0.649
>Sequence15623	0.4	0.732
>Sequence15624	0.4	0.645
>Sequence15625	0.4	0.461
>Sequence15626	0.35	0.359
>Sequence15627	0.5	0.816
>Sequence15628	0.4	0.228
>Sequence15629	0.45	0.202
>Sequence15630	0.45	0.188
>Sequence15631	0.45	0.636
>Sequence15632	0.4	0.468
>Sequence15633	0.35	0.681
>Sequence15634	0.4	0.758
>Sequence15635	0.5	0.659
>Sequence15636	0.4	0.349
>Sequence15637	0.3	0.353
>Sequence15638	0.5	0.783
>Sequence15639	0.45	0.42
>Sequence15640	0.4	0.279
>Sequence15641	0.35	0.777
>Sequence15642	0.4	0.702
>Sequence15643	0.35	0.229
>Sequence15644	0.45	0.209
>Sequence15645	0.2	0.239
>Sequence15646	0.4	0.47
>Sequence15647	0.4	0.378
>Sequence15648	0.4	0.699
>Sequence15649	0.45	0.587
>Sequence15650	0.6	0.553
>Sequence15651	0.55	0.26
>Sequence15652	0.5	0.437
>Sequence15653	0.3	0.167
>Sequence15654	0.5	0.806
>Sequence15655	0.35	0.306
>Sequence15656	0.45	0.186
>Sequence15657	0.45	0.24
>Sequence15658	0.45	0.832
>Sequence15659	0.5	0.408
>Sequence15660	0.45	0.762
>Sequence15661	0.45	0.78
>Sequence15662	0.45	0.788
>Sequence15663	0.4	0.673
>Sequence15664	0.4	0.106
>Sequence15665	0.5	0.733
>Sequence15666	0.4	0.412
>Sequence15667	0.4	0.066
>Sequence15668	0.4	0.582
>Sequence15669	0.4	0.403
>Sequence15670	0.4	0.786
>Sequence15671	0.45	0.376
>Sequence15672	0.5	0.733
>Sequence15673	0.5	0.308
>Sequence15674	0.55	0.244
>Sequence15675	0.45	0.732
>Sequence15676	0.5	0.712
>Sequence15677	0.45	0.675
>Sequence15678	0.45	0.704
>Sequence15679	0.55	0.514
>Sequence15680	0.45	0.566
>Sequence15681	0.5	0.096
>Sequence15682	0.5	0.694
>Sequence15683	0.45	0.556
>Sequence15684	0.5	0.422
>Sequence15685	0.35	0.3
>Sequence15686	0.45	0.755
>Sequence15687	0.45	0.518
>Sequence15688	0.4	0.309
>Sequence15689	0.55	0.71
>Sequence15690	0.35	0.834
>Sequence15691	0.55	0.208
>Sequence15692	0.4	0.34
>Sequence15693	0.45	0.326
>Sequence15694	0.5	0.743
>Sequence15695	0.4	0.4
>Sequence15696	0.45	0.843
>Sequence15697	0.4	0.292
>Sequence15698	0.45	0.279
>Sequence15699	0.45	0.34
>Sequence15700	0.35	0.262
