Header	RF	SVM
>Sequence22201	0.45	0.788
>Sequence22202	0.45	0.737
>Sequence22203	0.55	0.094
>Sequence22204	0.25	0.191
>Sequence22205	0.4	0.578
>Sequence22206	0.4	0.132
>Sequence22207	0.5	0.675
>Sequence22208	0.3	0.228
>Sequence22209	0.4	0.189
>Sequence22210	0.45	0.754
>Sequence22211	0.55	0.276
>Sequence22212	0.4	0.64
>Sequence22213	0.25	0.492
>Sequence22214	0.45	0.186
>Sequence22215	0.55	0.256
>Sequence22216	0.45	0.296
>Sequence22217	0.5	0.334
>Sequence22218	0.45	0.132
>Sequence22219	0.5	0.332
>Sequence22220	0.45	0.725
>Sequence22221	0.5	0.671
>Sequence22222	0.3	0.134
>Sequence22223	0.4	0.787
>Sequence22224	0.4	0.688
>Sequence22225	0.45	0.162
>Sequence22226	0.4	0.25
>Sequence22227	0.45	0.817
>Sequence22228	0.5	0.483
>Sequence22229	0.3	0.055
>Sequence22230	0.35	0.283
>Sequence22231	0.35	0.321
>Sequence22232	0.5	0.687
>Sequence22233	0.45	0.318
>Sequence22234	0.25	0.09
>Sequence22235	0.45	0.265
>Sequence22236	0.4	0.784
>Sequence22237	0.4	0.268
>Sequence22238	0.4	0.276
>Sequence22239	0.5	0.825
>Sequence22240	0.25	0.223
>Sequence22241	0.5	0.516
>Sequence22242	0.4	0.495
>Sequence22243	0.6	0.312
>Sequence22244	0.35	0.331
>Sequence22245	0.4	0.639
>Sequence22246	0.55	0.235
>Sequence22247	0.55	0.713
>Sequence22248	0.45	0.667
>Sequence22249	0.4	0.65
>Sequence22250	0.5	0.422
>Sequence22251	0.5	0.218
>Sequence22252	0.5	0.79
>Sequence22253	0.45	0.567
>Sequence22254	0.4	0.197
>Sequence22255	0.55	0.579
>Sequence22256	0.35	0.307
>Sequence22257	0.45	0.76
>Sequence22258	0.4	0.381
>Sequence22259	0.35	0.333
>Sequence22260	0.45	0.115
>Sequence22261	0.5	0.77
>Sequence22262	0.45	0.521
>Sequence22263	0.3	0.764
>Sequence22264	0.45	0.305
>Sequence22265	0.35	0.66
>Sequence22266	0.5	0.739
>Sequence22267	0.5	0.735
>Sequence22268	0.15	0.149
>Sequence22269	0.45	0.702
>Sequence22270	0.45	0.8
>Sequence22271	0.55	0.54
>Sequence22272	0.35	0.716
>Sequence22273	0.4	0.256
>Sequence22274	0.4	0.733
>Sequence22275	0.45	0.28
>Sequence22276	0.35	0.52
>Sequence22277	0.45	0.768
>Sequence22278	0.4	0.479
>Sequence22279	0.5	0.522
>Sequence22280	0.45	0.345
>Sequence22281	0.55	0.179
>Sequence22282	0.55	0.797
>Sequence22283	0.4	0.261
>Sequence22284	0.2	0.447
>Sequence22285	0.5	0.775
>Sequence22286	0.35	0.481
>Sequence22287	0.3	0.781
>Sequence22288	0.45	0.103
>Sequence22289	0.4	0.704
>Sequence22290	0.55	0.511
>Sequence22291	0.4	0.184
>Sequence22292	0.45	0.746
>Sequence22293	0.5	0.741
>Sequence22294	0.45	0.434
>Sequence22295	0.45	0.602
>Sequence22296	0.5	0.222
>Sequence22297	0.45	0.187
>Sequence22298	0.45	0.225
>Sequence22299	0.35	0.24
>Sequence22300	0.35	0.743
