Header	RF	SVM
>Sequence12601	0.45	0.703
>Sequence12602	0.6	0.297
>Sequence12603	0.4	0.734
>Sequence12604	0.55	0.211
>Sequence12605	0.45	0.406
>Sequence12606	0.45	0.272
>Sequence12607	0.45	0.595
>Sequence12608	0.4	0.522
>Sequence12609	0.5	0.2
>Sequence12610	0.4	0.674
>Sequence12611	0.5	0.719
>Sequence12612	0.4	0.786
>Sequence12613	0.4	0.727
>Sequence12614	0.35	0.271
>Sequence12615	0.55	0.74
>Sequence12616	0.6	0.698
>Sequence12617	0.45	0.729
>Sequence12618	0.4	0.187
>Sequence12619	0.4	0.314
>Sequence12620	0.4	0.705
>Sequence12621	0.35	0.664
>Sequence12622	0.45	0.79
>Sequence12623	0.4	0.759
>Sequence12624	0.5	0.656
>Sequence12625	0.45	0.731
>Sequence12626	0.45	0.292
>Sequence12627	0.55	0.831
>Sequence12628	0.4	0.595
>Sequence12629	0.5	0.233
>Sequence12630	0.35	0.541
>Sequence12631	0.5	0.229
>Sequence12632	0.45	0.679
>Sequence12633	0.35	0.14
>Sequence12634	0.4	0.203
>Sequence12635	0.45	0.323
>Sequence12636	0.3	0.312
>Sequence12637	0.3	0.303
>Sequence12638	0.4	0.225
>Sequence12639	0.4	0.4
>Sequence12640	0.3	0.214
>Sequence12641	0.6	0.368
>Sequence12642	0.5	0.364
>Sequence12643	0.45	0.779
>Sequence12644	0.45	0.655
>Sequence12645	0.4	0.426
>Sequence12646	0.4	0.243
>Sequence12647	0.45	0.725
>Sequence12648	0.4	0.22
>Sequence12649	0.3	0.195
>Sequence12650	0.4	0.301
>Sequence12651	0.45	0.327
>Sequence12652	0.4	0.492
>Sequence12653	0.45	0.311
>Sequence12654	0.45	0.612
>Sequence12655	0.45	0.674
>Sequence12656	0.5	0.282
>Sequence12657	0.35	0.734
>Sequence12658	0.5	0.3
>Sequence12659	0.4	0.815
>Sequence12660	0.4	0.805
>Sequence12661	0.4	0.101
>Sequence12662	0.4	0.323
>Sequence12663	0.4	0.757
>Sequence12664	0.45	0.215
>Sequence12665	0.35	0.419
>Sequence12666	0.45	0.428
>Sequence12667	0.5	0.854
>Sequence12668	0.35	0.784
>Sequence12669	0.4	0.17
>Sequence12670	0.3	0.184
>Sequence12671	0.4	0.298
>Sequence12672	0.55	0.75
>Sequence12673	0.45	0.743
>Sequence12674	0.4	0.177
>Sequence12675	0.35	0.367
>Sequence12676	0.35	0.223
>Sequence12677	0.5	0.094
>Sequence12678	0.45	0.727
>Sequence12679	0.45	0.232
>Sequence12680	0.4	0.452
>Sequence12681	0.5	0.295
>Sequence12682	0.45	0.386
>Sequence12683	0.35	0.626
>Sequence12684	0.5	0.556
>Sequence12685	0.45	0.138
>Sequence12686	0.5	0.248
>Sequence12687	0.45	0.299
>Sequence12688	0.5	0.587
>Sequence12689	0.55	0.415
>Sequence12690	0.5	0.725
>Sequence12691	0.4	0.081
>Sequence12692	0.45	0.199
>Sequence12693	0.45	0.313
>Sequence12694	0.5	0.648
>Sequence12695	0.3	0.454
>Sequence12696	0.5	0.211
>Sequence12697	0.35	0.151
>Sequence12698	0.45	0.744
>Sequence12699	0.45	0.783
>Sequence12700	0.35	0.422
