Header	RF	SVM
>Sequence20401	0.45	0.675
>Sequence20402	0.4	0.725
>Sequence20403	0.4	0.654
>Sequence20404	0.4	0.703
>Sequence20405	0.55	0.286
>Sequence20406	0.55	0.82
>Sequence20407	0.3	0.236
>Sequence20408	0.45	0.47
>Sequence20409	0.45	0.419
>Sequence20410	0.55	0.724
>Sequence20411	0.6	0.331
>Sequence20412	0.55	0.597
>Sequence20413	0.45	0.323
>Sequence20414	0.5	0.315
>Sequence20415	0.45	0.803
>Sequence20416	0.4	0.163
>Sequence20417	0.4	0.681
>Sequence20418	0.45	0.679
>Sequence20419	0.45	0.741
>Sequence20420	0.45	0.712
>Sequence20421	0.45	0.351
>Sequence20422	0.3	0.451
>Sequence20423	0.5	0.779
>Sequence20424	0.5	0.706
>Sequence20425	0.25	0.402
>Sequence20426	0.35	0.769
>Sequence20427	0.45	0.795
>Sequence20428	0.45	0.717
>Sequence20429	0.5	0.324
>Sequence20430	0.5	0.648
>Sequence20431	0.45	0.806
>Sequence20432	0.45	0.803
>Sequence20433	0.6	0.792
>Sequence20434	0.5	0.263
>Sequence20435	0.5	0.149
>Sequence20436	0.35	0.589
>Sequence20437	0.5	0.524
>Sequence20438	0.5	0.724
>Sequence20439	0.45	0.732
>Sequence20440	0.45	0.806
>Sequence20441	0.45	0.16
>Sequence20442	0.45	0.685
>Sequence20443	0.4	0.842
>Sequence20444	0.3	0.334
>Sequence20445	0.4	0.283
>Sequence20446	0.55	0.769
>Sequence20447	0.35	0.205
>Sequence20448	0.45	0.689
>Sequence20449	0.5	0.712
>Sequence20450	0.4	0.616
>Sequence20451	0.4	0.732
>Sequence20452	0.35	0.514
>Sequence20453	0.55	0.402
>Sequence20454	0.45	0.787
>Sequence20455	0.45	0.746
>Sequence20456	0.3	0.224
>Sequence20457	0.55	0.164
>Sequence20458	0.4	0.657
>Sequence20459	0.5	0.799
>Sequence20460	0.4	0.48
>Sequence20461	0.5	0.282
>Sequence20462	0.55	0.811
>Sequence20463	0.5	0.743
>Sequence20464	0.55	0.224
>Sequence20465	0.25	0.314
>Sequence20466	0.5	0.755
>Sequence20467	0.4	0.39
>Sequence20468	0.45	0.214
>Sequence20469	0.35	0.188
>Sequence20470	0.5	0.756
>Sequence20471	0.45	0.798
>Sequence20472	0.5	0.765
>Sequence20473	0.5	0.722
>Sequence20474	0.5	0.302
>Sequence20475	0.55	0.254
>Sequence20476	0.4	0.781
>Sequence20477	0.35	0.37
>Sequence20478	0.45	0.657
>Sequence20479	0.5	0.703
>Sequence20480	0.5	0.716
>Sequence20481	0.45	0.333
>Sequence20482	0.5	0.467
>Sequence20483	0.45	0.722
>Sequence20484	0.45	0.251
>Sequence20485	0.3	0.285
>Sequence20486	0.45	0.536
>Sequence20487	0.4	0.344
>Sequence20488	0.4	0.122
>Sequence20489	0.3	0.286
>Sequence20490	0.4	0.353
>Sequence20491	0.4	0.763
>Sequence20492	0.5	0.825
>Sequence20493	0.45	0.8
>Sequence20494	0.5	0.464
>Sequence20495	0.5	0.791
>Sequence20496	0.4	0.669
>Sequence20497	0.4	0.365
>Sequence20498	0.4	0.293
>Sequence20499	0.45	0.489
>Sequence20500	0.4	0.676
