Header	RF	SVM
>Sequence5901	0.45	0.792
>Sequence5902	0.5	0.233
>Sequence5903	0.5	0.746
>Sequence5904	0.45	0.305
>Sequence5905	0.45	0.26
>Sequence5906	0.55	0.629
>Sequence5907	0.4	0.762
>Sequence5908	0.35	0.131
>Sequence5909	0.4	0.156
>Sequence5910	0.55	0.768
>Sequence5911	0.35	0.336
>Sequence5912	0.45	0.502
>Sequence5913	0.6	0.802
>Sequence5914	0.4	0.395
>Sequence5915	0.4	0.739
>Sequence5916	0.45	0.827
>Sequence5917	0.55	0.781
>Sequence5918	0.25	0.156
>Sequence5919	0.55	0.796
>Sequence5920	0.45	0.271
>Sequence5921	0.35	0.306
>Sequence5922	0.45	0.221
>Sequence5923	0.35	0.496
>Sequence5924	0.45	0.261
>Sequence5925	0.4	0.788
>Sequence5926	0.45	0.813
>Sequence5927	0.3	0.205
>Sequence5928	0.45	0.63
>Sequence5929	0.55	0.465
>Sequence5930	0.5	0.592
>Sequence5931	0.45	0.775
>Sequence5932	0.55	0.173
>Sequence5933	0.45	0.778
>Sequence5934	0.2	0.356
>Sequence5935	0.35	0.099
>Sequence5936	0.6	0.333
>Sequence5937	0.4	0.44
>Sequence5938	0.45	0.762
>Sequence5939	0.55	0.829
>Sequence5940	0.5	0.455
>Sequence5941	0.45	0.269
>Sequence5942	0.4	0.853
>Sequence5943	0.4	0.764
>Sequence5944	0.3	0.498
>Sequence5945	0.5	0.785
>Sequence5946	0.6	0.32
>Sequence5947	0.5	0.825
>Sequence5948	0.3	0.799
>Sequence5949	0.55	0.461
>Sequence5950	0.45	0.231
>Sequence5951	0.5	0.736
>Sequence5952	0.45	0.15
>Sequence5953	0.6	0.292
>Sequence5954	0.5	0.388
>Sequence5955	0.35	0.48
>Sequence5956	0.45	0.237
>Sequence5957	0.4	0.172
>Sequence5958	0.45	0.769
>Sequence5959	0.4	0.703
>Sequence5960	0.4	0.26
>Sequence5961	0.45	0.816
>Sequence5962	0.45	0.336
>Sequence5963	0.45	0.149
>Sequence5964	0.6	0.342
>Sequence5965	0.4	0.707
>Sequence5966	0.4	0.247
>Sequence5967	0.4	0.687
>Sequence5968	0.45	0.341
>Sequence5969	0.45	0.211
>Sequence5970	0.55	0.765
>Sequence5971	0.5	0.374
>Sequence5972	0.35	0.29
>Sequence5973	0.55	0.752
>Sequence5974	0.45	0.648
>Sequence5975	0.45	0.779
>Sequence5976	0.45	0.795
>Sequence5977	0.5	0.691
>Sequence5978	0.35	0.377
>Sequence5979	0.45	0.592
>Sequence5980	0.45	0.783
>Sequence5981	0.4	0.432
>Sequence5982	0.5	0.286
>Sequence5983	0.45	0.731
>Sequence5984	0.4	0.31
>Sequence5985	0.5	0.76
>Sequence5986	0.4	0.451
>Sequence5987	0.4	0.331
>Sequence5988	0.3	0.154
>Sequence5989	0.45	0.279
>Sequence5990	0.6	0.392
>Sequence5991	0.45	0.783
>Sequence5992	0.45	0.16
>Sequence5993	0.4	0.363
>Sequence5994	0.55	0.329
>Sequence5995	0.45	0.711
>Sequence5996	0.45	0.364
>Sequence5997	0.45	0.581
>Sequence5998	0.4	0.189
>Sequence5999	0.2	0.27
>Sequence6000	0.35	0.423
