Header	RF	SVM
>Sequence21901	0.35	0.179
>Sequence21902	0.4	0.597
>Sequence21903	0.55	0.784
>Sequence21904	0.3	0.67
>Sequence21905	0.4	0.499
>Sequence21906	0.35	0.387
>Sequence21907	0.5	0.672
>Sequence21908	0.25	0.256
>Sequence21909	0.4	0.849
>Sequence21910	0.45	0.04
>Sequence21911	0.45	0.069
>Sequence21912	0.4	0.271
>Sequence21913	0.45	0.462
>Sequence21914	0.5	0.802
>Sequence21915	0.4	0.186
>Sequence21916	0.4	0.644
>Sequence21917	0.5	0.358
>Sequence21918	0.6	0.733
>Sequence21919	0.45	0.541
>Sequence21920	0.5	0.153
>Sequence21921	0.4	0.353
>Sequence21922	0.45	0.663
>Sequence21923	0.4	0.402
>Sequence21924	0.5	0.706
>Sequence21925	0.5	0.676
>Sequence21926	0.45	0.275
>Sequence21927	0.45	0.498
>Sequence21928	0.45	0.675
>Sequence21929	0.3	0.353
>Sequence21930	0.4	0.205
>Sequence21931	0.5	0.26
>Sequence21932	0.3	0.129
>Sequence21933	0.5	0.292
>Sequence21934	0.5	0.37
>Sequence21935	0.5	0.826
>Sequence21936	0.55	0.65
>Sequence21937	0.5	0.529
>Sequence21938	0.5	0.342
>Sequence21939	0.55	0.841
>Sequence21940	0.5	0.788
>Sequence21941	0.45	0.283
>Sequence21942	0.35	0.188
>Sequence21943	0.5	0.724
>Sequence21944	0.4	0.45
>Sequence21945	0.45	0.348
>Sequence21946	0.45	0.793
>Sequence21947	0.2	0.398
>Sequence21948	0.25	0.35
>Sequence21949	0.35	0.381
>Sequence21950	0.35	0.318
>Sequence21951	0.5	0.215
>Sequence21952	0.45	0.813
>Sequence21953	0.5	0.803
>Sequence21954	0.45	0.683
>Sequence21955	0.45	0.796
>Sequence21956	0.5	0.724
>Sequence21957	0.5	0.693
>Sequence21958	0.45	0.285
>Sequence21959	0.45	0.24
>Sequence21960	0.4	0.152
>Sequence21961	0.35	0.308
>Sequence21962	0.45	0.09
>Sequence21963	0.4	0.466
>Sequence21964	0.35	0.235
>Sequence21965	0.25	0.253
>Sequence21966	0.5	0.677
>Sequence21967	0.35	0.77
>Sequence21968	0.4	0.399
>Sequence21969	0.35	0.405
>Sequence21970	0.45	0.619
>Sequence21971	0.55	0.216
>Sequence21972	0.4	0.616
>Sequence21973	0.45	0.69
>Sequence21974	0.4	0.286
>Sequence21975	0.4	0.278
>Sequence21976	0.5	0.823
>Sequence21977	0.5	0.807
>Sequence21978	0.4	0.771
>Sequence21979	0.4	0.221
>Sequence21980	0.4	0.799
>Sequence21981	0.4	0.715
>Sequence21982	0.5	0.596
>Sequence21983	0.35	0.394
>Sequence21984	0.35	0.622
>Sequence21985	0.4	0.798
>Sequence21986	0.45	0.149
>Sequence21987	0.4	0.244
>Sequence21988	0.25	0.18
>Sequence21989	0.3	0.216
>Sequence21990	0.45	0.262
>Sequence21991	0.5	0.305
>Sequence21992	0.55	0.203
>Sequence21993	0.45	0.319
>Sequence21994	0.5	0.169
>Sequence21995	0.4	0.668
>Sequence21996	0.5	0.243
>Sequence21997	0.25	0.319
>Sequence21998	0.2	0.132
>Sequence21999	0.3	0.352
>Sequence22000	0.45	0.571
