Header	RF	SVM
>Sequence15201	0.45	0.397
>Sequence15202	0.5	0.348
>Sequence15203	0.5	0.798
>Sequence15204	0.4	0.12
>Sequence15205	0.3	0.232
>Sequence15206	0.4	0.743
>Sequence15207	0.55	0.817
>Sequence15208	0.35	0.372
>Sequence15209	0.4	0.719
>Sequence15210	0.45	0.285
>Sequence15211	0.35	0.215
>Sequence15212	0.5	0.342
>Sequence15213	0.3	0.398
>Sequence15214	0.45	0.304
>Sequence15215	0.4	0.483
>Sequence15216	0.35	0.352
>Sequence15217	0.55	0.79
>Sequence15218	0.45	0.409
>Sequence15219	0.4	0.79
>Sequence15220	0.55	0.8
>Sequence15221	0.35	0.742
>Sequence15222	0.3	0.221
>Sequence15223	0.35	0.636
>Sequence15224	0.45	0.38
>Sequence15225	0.35	0.133
>Sequence15226	0.4	0.774
>Sequence15227	0.5	0.534
>Sequence15228	0.5	0.327
>Sequence15229	0.45	0.763
>Sequence15230	0.45	0.541
>Sequence15231	0.45	0.178
>Sequence15232	0.35	0.255
>Sequence15233	0.45	0.727
>Sequence15234	0.4	0.235
>Sequence15235	0.35	0.821
>Sequence15236	0.45	0.21
>Sequence15237	0.2	0.147
>Sequence15238	0.4	0.769
>Sequence15239	0.4	0.237
>Sequence15240	0.5	0.545
>Sequence15241	0.55	0.637
>Sequence15242	0.4	0.301
>Sequence15243	0.25	0.431
>Sequence15244	0.4	0.425
>Sequence15245	0.55	0.147
>Sequence15246	0.45	0.699
>Sequence15247	0.55	0.797
>Sequence15248	0.35	0.579
>Sequence15249	0.35	0.205
>Sequence15250	0.4	0.818
>Sequence15251	0.5	0.78
>Sequence15252	0.6	0.503
>Sequence15253	0.45	0.148
>Sequence15254	0.45	0.73
>Sequence15255	0.5	0.174
>Sequence15256	0.4	0.274
>Sequence15257	0.5	0.384
>Sequence15258	0.45	0.787
>Sequence15259	0.45	0.599
>Sequence15260	0.5	0.712
>Sequence15261	0.5	0.753
>Sequence15262	0.45	0.329
>Sequence15263	0.5	0.199
>Sequence15264	0.5	0.682
>Sequence15265	0.45	0.36
>Sequence15266	0.4	0.405
>Sequence15267	0.45	0.757
>Sequence15268	0.5	0.339
>Sequence15269	0.5	0.185
>Sequence15270	0.4	0.66
>Sequence15271	0.4	0.751
>Sequence15272	0.4	0.541
>Sequence15273	0.4	0.468
>Sequence15274	0.55	0.664
>Sequence15275	0.15	0.255
>Sequence15276	0.45	0.384
>Sequence15277	0.6	0.794
>Sequence15278	0.45	0.696
>Sequence15279	0.45	0.683
>Sequence15280	0.6	0.187
>Sequence15281	0.45	0.386
>Sequence15282	0.35	0.423
>Sequence15283	0.35	0.639
>Sequence15284	0.45	0.766
>Sequence15285	0.45	0.34
>Sequence15286	0.45	0.613
>Sequence15287	0.5	0.781
>Sequence15288	0.45	0.382
>Sequence15289	0.6	0.654
>Sequence15290	0.45	0.328
>Sequence15291	0.45	0.226
>Sequence15292	0.4	0.28
>Sequence15293	0.5	0.805
>Sequence15294	0.4	0.482
>Sequence15295	0.4	0.711
>Sequence15296	0.65	0.357
>Sequence15297	0.3	0.08
>Sequence15298	0.45	0.671
>Sequence15299	0.4	0.253
>Sequence15300	0.3	0.049
