Header	RF	SVM
>Sequence7301	0.4	0.235
>Sequence7302	0.6	0.454
>Sequence7303	0.25	0.106
>Sequence7304	0.3	0.176
>Sequence7305	0.45	0.395
>Sequence7306	0.5	0.622
>Sequence7307	0.4	0.528
>Sequence7308	0.45	0.683
>Sequence7309	0.45	0.265
>Sequence7310	0.5	0.441
>Sequence7311	0.5	0.267
>Sequence7312	0.45	0.754
>Sequence7313	0.55	0.29
>Sequence7314	0.4	0.681
>Sequence7315	0.45	0.857
>Sequence7316	0.4	0.306
>Sequence7317	0.45	0.798
>Sequence7318	0.45	0.6
>Sequence7319	0.25	0.274
>Sequence7320	0.45	0.281
>Sequence7321	0.35	0.766
>Sequence7322	0.35	0.28
>Sequence7323	0.5	0.751
>Sequence7324	0.45	0.487
>Sequence7325	0.45	0.806
>Sequence7326	0.25	0.426
>Sequence7327	0.4	0.519
>Sequence7328	0.4	0.287
>Sequence7329	0.35	0.702
>Sequence7330	0.4	0.217
>Sequence7331	0.45	0.731
>Sequence7332	0.5	0.758
>Sequence7333	0.6	0.747
>Sequence7334	0.35	0.422
>Sequence7335	0.45	0.298
>Sequence7336	0.3	0.288
>Sequence7337	0.35	0.373
>Sequence7338	0.6	0.764
>Sequence7339	0.5	0.748
>Sequence7340	0.2	0.316
>Sequence7341	0.5	0.693
>Sequence7342	0.45	0.781
>Sequence7343	0.5	0.77
>Sequence7344	0.5	0.084
>Sequence7345	0.4	0.022
>Sequence7346	0.45	0.682
>Sequence7347	0.5	0.25
>Sequence7348	0.4	0.741
>Sequence7349	0.3	0.43
>Sequence7350	0.6	0.4
>Sequence7351	0.45	0.184
>Sequence7352	0.3	0.446
>Sequence7353	0.4	0.787
>Sequence7354	0.45	0.237
>Sequence7355	0.5	0.816
>Sequence7356	0.3	0.244
>Sequence7357	0.5	0.817
>Sequence7358	0.5	0.741
>Sequence7359	0.55	0.409
>Sequence7360	0.4	0.28
>Sequence7361	0.5	0.171
>Sequence7362	0.4	0.228
>Sequence7363	0.2	0.389
>Sequence7364	0.4	0.384
>Sequence7365	0.5	0.786
>Sequence7366	0.55	0.777
>Sequence7367	0.3	0.201
>Sequence7368	0.3	0.232
>Sequence7369	0.45	0.745
>Sequence7370	0.3	0.527
>Sequence7371	0.6	0.65
>Sequence7372	0.35	0.105
>Sequence7373	0.3	0.353
>Sequence7374	0.45	0.594
>Sequence7375	0.3	0.378
>Sequence7376	0.35	0.334
>Sequence7377	0.45	0.619
>Sequence7378	0.45	0.234
>Sequence7379	0.35	0.284
>Sequence7380	0.5	0.759
>Sequence7381	0.45	0.159
>Sequence7382	0.3	0.059
>Sequence7383	0.4	0.611
>Sequence7384	0.4	0.347
>Sequence7385	0.4	0.74
>Sequence7386	0.4	0.111
>Sequence7387	0.5	0.466
>Sequence7388	0.45	0.606
>Sequence7389	0.4	0.781
>Sequence7390	0.5	0.791
>Sequence7391	0.45	0.513
>Sequence7392	0.45	0.634
>Sequence7393	0.45	0.313
>Sequence7394	0.4	0.691
>Sequence7395	0.5	0.397
>Sequence7396	0.25	0.148
>Sequence7397	0.4	0.676
>Sequence7398	0.45	0.41
>Sequence7399	0.5	0.762
>Sequence7400	0.15	0.466
