Header	RF	SVM
>Sequence22101	0.4	0.21
>Sequence22102	0.35	0.636
>Sequence22103	0.25	0.165
>Sequence22104	0.4	0.8
>Sequence22105	0.25	0.261
>Sequence22106	0.45	0.72
>Sequence22107	0.45	0.713
>Sequence22108	0.45	0.702
>Sequence22109	0.45	0.784
>Sequence22110	0.3	0.381
>Sequence22111	0.35	0.436
>Sequence22112	0.45	0.447
>Sequence22113	0.3	0.641
>Sequence22114	0.4	0.685
>Sequence22115	0.45	0.724
>Sequence22116	0.45	0.171
>Sequence22117	0.45	0.695
>Sequence22118	0.5	0.114
>Sequence22119	0.45	0.371
>Sequence22120	0.3	0.274
>Sequence22121	0.5	0.73
>Sequence22122	0.45	0.716
>Sequence22123	0.55	0.734
>Sequence22124	0.35	0.421
>Sequence22125	0.45	0.72
>Sequence22126	0.4	0.427
>Sequence22127	0.5	0.511
>Sequence22128	0.45	0.787
>Sequence22129	0.4	0.576
>Sequence22130	0.6	0.818
>Sequence22131	0.3	0.563
>Sequence22132	0.35	0.423
>Sequence22133	0.45	0.375
>Sequence22134	0.5	0.574
>Sequence22135	0.4	0.262
>Sequence22136	0.55	0.29
>Sequence22137	0.5	0.353
>Sequence22138	0.5	0.181
>Sequence22139	0.35	0.311
>Sequence22140	0.35	0.696
>Sequence22141	0.45	0.78
>Sequence22142	0.55	0.768
>Sequence22143	0.5	0.791
>Sequence22144	0.45	0.789
>Sequence22145	0.4	0.345
>Sequence22146	0.4	0.757
>Sequence22147	0.4	0.479
>Sequence22148	0.4	0.607
>Sequence22149	0.4	0.756
>Sequence22150	0.45	0.559
>Sequence22151	0.7	0.443
>Sequence22152	0.5	0.793
>Sequence22153	0.4	0.661
>Sequence22154	0.4	0.62
>Sequence22155	0.6	0.507
>Sequence22156	0.45	0.186
>Sequence22157	0.55	0.585
>Sequence22158	0.6	0.857
>Sequence22159	0.5	0.388
>Sequence22160	0.35	0.244
>Sequence22161	0.4	0.298
>Sequence22162	0.4	0.417
>Sequence22163	0.45	0.281
>Sequence22164	0.5	0.501
>Sequence22165	0.4	0.595
>Sequence22166	0.5	0.773
>Sequence22167	0.5	0.416
>Sequence22168	0.4	0.464
>Sequence22169	0.35	0.768
>Sequence22170	0.4	0.58
>Sequence22171	0.35	0.505
>Sequence22172	0.65	0.444
>Sequence22173	0.45	0.771
>Sequence22174	0.45	0.744
>Sequence22175	0.45	0.262
>Sequence22176	0.5	0.658
>Sequence22177	0.5	0.771
>Sequence22178	0.4	0.604
>Sequence22179	0.55	0.824
>Sequence22180	0.3	0.12
>Sequence22181	0.4	0.337
>Sequence22182	0.45	0.762
>Sequence22183	0.5	0.219
>Sequence22184	0.35	0.364
>Sequence22185	0.45	0.74
>Sequence22186	0.5	0.817
>Sequence22187	0.5	0.135
>Sequence22188	0.5	0.241
>Sequence22189	0.4	0.777
>Sequence22190	0.35	0.767
>Sequence22191	0.3	0.465
>Sequence22192	0.35	0.214
>Sequence22193	0.5	0.721
>Sequence22194	0.3	0.149
>Sequence22195	0.5	0.328
>Sequence22196	0.55	0.824
>Sequence22197	0.45	0.748
>Sequence22198	0.2	0.598
>Sequence22199	0.3	0.143
>Sequence22200	0.5	0.359
