Header	RF	SVM
>Sequence23301	0.35	0.4
>Sequence23302	0.45	0.28
>Sequence23303	0.55	0.506
>Sequence23304	0.5	0.656
>Sequence23305	0.35	0.293
>Sequence23306	0.35	0.675
>Sequence23307	0.4	0.768
>Sequence23308	0.35	0.555
>Sequence23309	0.45	0.728
>Sequence23310	0.45	0.519
>Sequence23311	0.45	0.78
>Sequence23312	0.5	0.802
>Sequence23313	0.3	0.201
>Sequence23314	0.5	0.713
>Sequence23315	0.55	0.144
>Sequence23316	0.35	0.745
>Sequence23317	0.4	0.304
>Sequence23318	0.3	0.649
>Sequence23319	0.55	0.226
>Sequence23320	0.4	0.416
>Sequence23321	0.45	0.703
>Sequence23322	0.45	0.306
>Sequence23323	0.5	0.461
>Sequence23324	0.5	0.184
>Sequence23325	0.55	0.759
>Sequence23326	0.4	0.763
>Sequence23327	0.3	0.26
>Sequence23328	0.4	0.422
>Sequence23329	0.45	0.612
>Sequence23330	0.55	0.667
>Sequence23331	0.4	0.664
>Sequence23332	0.35	0.234
>Sequence23333	0.5	0.613
>Sequence23334	0.4	0.476
>Sequence23335	0.3	0.148
>Sequence23336	0.45	0.774
>Sequence23337	0.4	0.413
>Sequence23338	0.4	0.748
>Sequence23339	0.45	0.808
>Sequence23340	0.4	0.883
>Sequence23341	0.5	0.299
>Sequence23342	0.6	0.077
>Sequence23343	0.4	0.76
>Sequence23344	0.4	0.729
>Sequence23345	0.5	0.39
>Sequence23346	0.45	0.088
>Sequence23347	0.2	0.276
>Sequence23348	0.55	0.482
>Sequence23349	0.55	0.464
>Sequence23350	0.6	0.844
>Sequence23351	0.55	0.866
>Sequence23352	0.5	0.337
>Sequence23353	0.5	0.64
>Sequence23354	0.45	0.583
>Sequence23355	0.5	0.366
>Sequence23356	0.45	0.755
>Sequence23357	0.4	0.766
>Sequence23358	0.3	0.325
>Sequence23359	0.15	0.298
>Sequence23360	0.5	0.782
>Sequence23361	0.5	0.7
>Sequence23362	0.4	0.684
>Sequence23363	0.5	0.694
>Sequence23364	0.45	0.34
>Sequence23365	0.3	0.38
>Sequence23366	0.45	0.525
>Sequence23367	0.4	0.759
>Sequence23368	0.5	0.215
>Sequence23369	0.25	0.141
>Sequence23370	0.45	0.763
>Sequence23371	0.5	0.734
>Sequence23372	0.45	0.187
>Sequence23373	0.2	0.332
>Sequence23374	0.5	0.722
>Sequence23375	0.45	0.75
>Sequence23376	0.45	0.718
>Sequence23377	0.45	0.81
>Sequence23378	0.45	0.213
>Sequence23379	0.45	0.085
>Sequence23380	0.3	0.617
>Sequence23381	0.4	0.349
>Sequence23382	0.55	0.353
>Sequence23383	0.4	0.603
>Sequence23384	0.45	0.393
>Sequence23385	0.5	0.624
>Sequence23386	0.35	0.588
>Sequence23387	0.55	0.396
>Sequence23388	0.3	0.226
>Sequence23389	0.5	0.349
>Sequence23390	0.5	0.63
>Sequence23391	0.3	0.27
>Sequence23392	0.5	0.252
>Sequence23393	0.4	0.427
>Sequence23394	0.45	0.456
>Sequence23395	0.6	0.862
>Sequence23396	0.3	0.652
>Sequence23397	0.2	0.603
>Sequence23398	0.3	0.29
>Sequence23399	0.4	0.279
>Sequence23400	0.4	0.764
