Header	RF	SVM
>Sequence11501	0.5	0.543
>Sequence11502	0.4	0.802
>Sequence11503	0.35	0.725
>Sequence11504	0.35	0.761
>Sequence11505	0.45	0.803
>Sequence11506	0.35	0.756
>Sequence11507	0.35	0.297
>Sequence11508	0.25	0.187
>Sequence11509	0.5	0.77
>Sequence11510	0.45	0.1
>Sequence11511	0.45	0.665
>Sequence11512	0.4	0.337
>Sequence11513	0.55	0.35
>Sequence11514	0.5	0.713
>Sequence11515	0.5	0.212
>Sequence11516	0.4	0.306
>Sequence11517	0.45	0.505
>Sequence11518	0.4	0.817
>Sequence11519	0.4	0.737
>Sequence11520	0.5	0.264
>Sequence11521	0.5	0.733
>Sequence11522	0.4	0.766
>Sequence11523	0.5	0.726
>Sequence11524	0.45	0.764
>Sequence11525	0.5	0.386
>Sequence11526	0.35	0.509
>Sequence11527	0.35	0.487
>Sequence11528	0.35	0.837
>Sequence11529	0.3	0.292
>Sequence11530	0.3	0.201
>Sequence11531	0.4	0.42
>Sequence11532	0.4	0.146
>Sequence11533	0.4	0.762
>Sequence11534	0.45	0.437
>Sequence11535	0.55	0.327
>Sequence11536	0.45	0.328
>Sequence11537	0.4	0.335
>Sequence11538	0.4	0.649
>Sequence11539	0.4	0.159
>Sequence11540	0.4	0.785
>Sequence11541	0.65	0.811
>Sequence11542	0.55	0.811
>Sequence11543	0.5	0.186
>Sequence11544	0.55	0.641
>Sequence11545	0.5	0.843
>Sequence11546	0.5	0.206
>Sequence11547	0.45	0.732
>Sequence11548	0.5	0.759
>Sequence11549	0.5	0.831
>Sequence11550	0.4	0.294
>Sequence11551	0.45	0.403
>Sequence11552	0.5	0.848
>Sequence11553	0.55	0.371
>Sequence11554	0.45	0.198
>Sequence11555	0.4	0.786
>Sequence11556	0.3	0.279
>Sequence11557	0.45	0.771
>Sequence11558	0.55	0.308
>Sequence11559	0.5	0.757
>Sequence11560	0.5	0.681
>Sequence11561	0.5	0.713
>Sequence11562	0.45	0.458
>Sequence11563	0.5	0.552
>Sequence11564	0.65	0.579
>Sequence11565	0.4	0.589
>Sequence11566	0.4	0.7
>Sequence11567	0.6	0.791
>Sequence11568	0.4	0.362
>Sequence11569	0.3	0.127
>Sequence11570	0.4	0.464
>Sequence11571	0.4	0.242
>Sequence11572	0.35	0.145
>Sequence11573	0.45	0.283
>Sequence11574	0.5	0.207
>Sequence11575	0.45	0.16
>Sequence11576	0.25	0.111
>Sequence11577	0.6	0.419
>Sequence11578	0.45	0.831
>Sequence11579	0.4	0.745
>Sequence11580	0.3	0.279
>Sequence11581	0.45	0.778
>Sequence11582	0.35	0.164
>Sequence11583	0.5	0.832
>Sequence11584	0.6	0.537
>Sequence11585	0.4	0.688
>Sequence11586	0.45	0.708
>Sequence11587	0.5	0.355
>Sequence11588	0.5	0.384
>Sequence11589	0.5	0.737
>Sequence11590	0.4	0.778
>Sequence11591	0.5	0.266
>Sequence11592	0.4	0.331
>Sequence11593	0.55	0.305
>Sequence11594	0.35	0.364
>Sequence11595	0.3	0.456
>Sequence11596	0.35	0.574
>Sequence11597	0.4	0.357
>Sequence11598	0.4	0.252
>Sequence11599	0.45	0.772
>Sequence11600	0.5	0.727
