Header	RF	SVM
>Sequence2101	0.45	0.776
>Sequence2102	0.55	0.17
>Sequence2103	0.4	0.834
>Sequence2104	0.4	0.443
>Sequence2105	0.45	0.811
>Sequence2106	0.35	0.367
>Sequence2107	0.5	0.738
>Sequence2108	0.35	0.656
>Sequence2109	0.4	0.294
>Sequence2110	0.45	0.724
>Sequence2111	0.45	0.116
>Sequence2112	0.3	0.214
>Sequence2113	0.4	0.679
>Sequence2114	0.4	0.525
>Sequence2115	0.5	0.375
>Sequence2116	0.45	0.281
>Sequence2117	0.45	0.309
>Sequence2118	0.45	0.245
>Sequence2119	0.45	0.504
>Sequence2120	0.5	0.199
>Sequence2121	0.4	0.25
>Sequence2122	0.4	0.806
>Sequence2123	0.3	0.223
>Sequence2124	0.35	0.409
>Sequence2125	0.3	0.248
>Sequence2126	0.3	0.38
>Sequence2127	0.3	0.175
>Sequence2128	0.5	0.65
>Sequence2129	0.45	0.275
>Sequence2130	0.45	0.183
>Sequence2131	0.5	0.701
>Sequence2132	0.45	0.28
>Sequence2133	0.4	0.143
>Sequence2134	0.5	0.588
>Sequence2135	0.5	0.78
>Sequence2136	0.55	0.316
>Sequence2137	0.5	0.842
>Sequence2138	0.4	0.679
>Sequence2139	0.45	0.277
>Sequence2140	0.4	0.798
>Sequence2141	0.5	0.19
>Sequence2142	0.45	0.79
>Sequence2143	0.5	0.364
>Sequence2144	0.55	0.114
>Sequence2145	0.45	0.678
>Sequence2146	0.4	0.754
>Sequence2147	0.3	0.522
>Sequence2148	0.35	0.186
>Sequence2149	0.55	0.676
>Sequence2150	0.4	0.399
>Sequence2151	0.45	0.247
>Sequence2152	0.25	0.103
>Sequence2153	0.5	0.493
>Sequence2154	0.45	0.712
>Sequence2155	0.45	0.367
>Sequence2156	0.5	0.274
>Sequence2157	0.45	0.264
>Sequence2158	0.5	0.788
>Sequence2159	0.4	0.469
>Sequence2160	0.45	0.317
>Sequence2161	0.45	0.36
>Sequence2162	0.3	0.525
>Sequence2163	0.4	0.667
>Sequence2164	0.4	0.402
>Sequence2165	0.4	0.281
>Sequence2166	0.3	0.113
>Sequence2167	0.3	0.342
>Sequence2168	0.3	0.186
>Sequence2169	0.45	0.539
>Sequence2170	0.4	0.163
>Sequence2171	0.45	0.238
>Sequence2172	0.4	0.173
>Sequence2173	0.5	0.171
>Sequence2174	0.55	0.604
>Sequence2175	0.35	0.248
>Sequence2176	0.4	0.682
>Sequence2177	0.4	0.806
>Sequence2178	0.45	0.369
>Sequence2179	0.45	0.379
>Sequence2180	0.4	0.297
>Sequence2181	0.5	0.794
>Sequence2182	0.45	0.303
>Sequence2183	0.35	0.261
>Sequence2184	0.4	0.228
>Sequence2185	0.45	0.294
>Sequence2186	0.45	0.321
>Sequence2187	0.5	0.141
>Sequence2188	0.4	0.572
>Sequence2189	0.65	0.132
>Sequence2190	0.45	0.274
>Sequence2191	0.45	0.767
>Sequence2192	0.5	0.763
>Sequence2193	0.45	0.163
>Sequence2194	0.55	0.615
>Sequence2195	0.45	0.095
>Sequence2196	0.55	0.251
>Sequence2197	0.4	0.644
>Sequence2198	0.45	0.684
>Sequence2199	0.4	0.694
>Sequence2200	0.35	0.128
