Header	RF	SVM
>Sequence16001	0.4	0.468
>Sequence16002	0.5	0.775
>Sequence16003	0.4	0.757
>Sequence16004	0.55	0.168
>Sequence16005	0.4	0.256
>Sequence16006	0.4	0.208
>Sequence16007	0.45	0.789
>Sequence16008	0.45	0.121
>Sequence16009	0.45	0.785
>Sequence16010	0.25	0.227
>Sequence16011	0.35	0.802
>Sequence16012	0.25	0.112
>Sequence16013	0.55	0.787
>Sequence16014	0.5	0.741
>Sequence16015	0.5	0.777
>Sequence16016	0.4	0.787
>Sequence16017	0.45	0.303
>Sequence16018	0.4	0.222
>Sequence16019	0.45	0.811
>Sequence16020	0.5	0.858
>Sequence16021	0.5	0.714
>Sequence16022	0.45	0.687
>Sequence16023	0.55	0.733
>Sequence16024	0.4	0.572
>Sequence16025	0.6	0.435
>Sequence16026	0.4	0.189
>Sequence16027	0.4	0.505
>Sequence16028	0.45	0.735
>Sequence16029	0.55	0.207
>Sequence16030	0.5	0.866
>Sequence16031	0.25	0.185
>Sequence16032	0.55	0.768
>Sequence16033	0.35	0.287
>Sequence16034	0.45	0.72
>Sequence16035	0.35	0.342
>Sequence16036	0.55	0.719
>Sequence16037	0.5	0.811
>Sequence16038	0.4	0.645
>Sequence16039	0.55	0.216
>Sequence16040	0.45	0.711
>Sequence16041	0.35	0.768
>Sequence16042	0.55	0.573
>Sequence16043	0.35	0.152
>Sequence16044	0.5	0.384
>Sequence16045	0.5	0.243
>Sequence16046	0.5	0.712
>Sequence16047	0.5	0.716
>Sequence16048	0.3	0.314
>Sequence16049	0.45	0.675
>Sequence16050	0.5	0.475
>Sequence16051	0.55	0.828
>Sequence16052	0.45	0.754
>Sequence16053	0.35	0.635
>Sequence16054	0.3	0.22
>Sequence16055	0.45	0.344
>Sequence16056	0.5	0.776
>Sequence16057	0.4	0.673
>Sequence16058	0.3	0.231
>Sequence16059	0.45	0.38
>Sequence16060	0.3	0.417
>Sequence16061	0.5	0.758
>Sequence16062	0.55	0.699
>Sequence16063	0.5	0.826
>Sequence16064	0.35	0.396
>Sequence16065	0.45	0.198
>Sequence16066	0.4	0.658
>Sequence16067	0.6	0.311
>Sequence16068	0.45	0.175
>Sequence16069	0.4	0.776
>Sequence16070	0.5	0.774
>Sequence16071	0.45	0.76
>Sequence16072	0.5	0.764
>Sequence16073	0.35	0.244
>Sequence16074	0.4	0.786
>Sequence16075	0.45	0.268
>Sequence16076	0.25	0.147
>Sequence16077	0.4	0.681
>Sequence16078	0.45	0.319
>Sequence16079	0.45	0.271
>Sequence16080	0.45	0.668
>Sequence16081	0.45	0.254
>Sequence16082	0.5	0.772
>Sequence16083	0.5	0.727
>Sequence16084	0.5	0.292
>Sequence16085	0.45	0.711
>Sequence16086	0.4	0.769
>Sequence16087	0.55	0.582
>Sequence16088	0.45	0.676
>Sequence16089	0.5	0.777
>Sequence16090	0.35	0.697
>Sequence16091	0.2	0.268
>Sequence16092	0.4	0.769
>Sequence16093	0.45	0.727
>Sequence16094	0.5	0.699
>Sequence16095	0.35	0.282
>Sequence16096	0.45	0.186
>Sequence16097	0.55	0.276
>Sequence16098	0.3	0.095
>Sequence16099	0.35	0.365
>Sequence16100	0.4	0.538
