Header	RF	SVM
>Sequence14901	0.55	0.523
>Sequence14902	0.45	0.724
>Sequence14903	0.4	0.597
>Sequence14904	0.35	0.314
>Sequence14905	0.4	0.838
>Sequence14906	0.55	0.825
>Sequence14907	0.45	0.74
>Sequence14908	0.25	0.192
>Sequence14909	0.2	0.32
>Sequence14910	0.4	0.783
>Sequence14911	0.45	0.689
>Sequence14912	0.4	0.752
>Sequence14913	0.45	0.357
>Sequence14914	0.45	0.729
>Sequence14915	0.4	0.674
>Sequence14916	0.55	0.357
>Sequence14917	0.45	0.268
>Sequence14918	0.2	0.047
>Sequence14919	0.4	0.753
>Sequence14920	0.45	0.748
>Sequence14921	0.5	0.812
>Sequence14922	0.3	0.139
>Sequence14923	0.4	0.727
>Sequence14924	0.35	0.52
>Sequence14925	0.4	0.655
>Sequence14926	0.3	0.372
>Sequence14927	0.45	0.815
>Sequence14928	0.4	0.722
>Sequence14929	0.5	0.757
>Sequence14930	0.45	0.367
>Sequence14931	0.45	0.738
>Sequence14932	0.5	0.224
>Sequence14933	0.45	0.771
>Sequence14934	0.4	0.591
>Sequence14935	0.2	0.515
>Sequence14936	0.45	0.107
>Sequence14937	0.55	0.586
>Sequence14938	0.5	0.175
>Sequence14939	0.4	0.742
>Sequence14940	0.4	0.149
>Sequence14941	0.4	0.748
>Sequence14942	0.45	0.644
>Sequence14943	0.4	0.718
>Sequence14944	0.4	0.835
>Sequence14945	0.35	0.35
>Sequence14946	0.4	0.411
>Sequence14947	0.4	0.71
>Sequence14948	0.5	0.767
>Sequence14949	0.4	0.58
>Sequence14950	0.6	0.381
>Sequence14951	0.4	0.234
>Sequence14952	0.5	0.55
>Sequence14953	0.55	0.312
>Sequence14954	0.55	0.565
>Sequence14955	0.55	0.812
>Sequence14956	0.4	0.777
>Sequence14957	0.35	0.478
>Sequence14958	0.45	0.686
>Sequence14959	0.5	0.744
>Sequence14960	0.4	0.828
>Sequence14961	0.3	0.344
>Sequence14962	0.4	0.739
>Sequence14963	0.45	0.675
>Sequence14964	0.45	0.053
>Sequence14965	0.45	0.226
>Sequence14966	0.5	0.115
>Sequence14967	0.45	0.736
>Sequence14968	0.45	0.182
>Sequence14969	0.4	0.512
>Sequence14970	0.4	0.742
>Sequence14971	0.3	0.093
>Sequence14972	0.5	0.112
>Sequence14973	0.45	0.59
>Sequence14974	0.35	0.316
>Sequence14975	0.45	0.849
>Sequence14976	0.6	0.225
>Sequence14977	0.55	0.497
>Sequence14978	0.5	0.207
>Sequence14979	0.35	0.3
>Sequence14980	0.35	0.119
>Sequence14981	0.55	0.221
>Sequence14982	0.45	0.713
>Sequence14983	0.45	0.516
>Sequence14984	0.45	0.377
>Sequence14985	0.4	0.373
>Sequence14986	0.45	0.346
>Sequence14987	0.55	0.76
>Sequence14988	0.35	0.286
>Sequence14989	0.45	0.624
>Sequence14990	0.4	0.79
>Sequence14991	0.4	0.339
>Sequence14992	0.5	0.817
>Sequence14993	0.45	0.432
>Sequence14994	0.3	0.723
>Sequence14995	0.3	0.121
>Sequence14996	0.45	0.778
>Sequence14997	0.25	0.416
>Sequence14998	0.4	0.236
>Sequence14999	0.45	0.16
>Sequence15000	0.5	0.698
