Header	RF	SVM
>Sequence7901	0.5	0.819
>Sequence7902	0.3	0.287
>Sequence7903	0.3	0.026
>Sequence7904	0.35	0.755
>Sequence7905	0.4	0.753
>Sequence7906	0.3	0.552
>Sequence7907	0.5	0.292
>Sequence7908	0.4	0.707
>Sequence7909	0.45	0.563
>Sequence7910	0.5	0.342
>Sequence7911	0.5	0.348
>Sequence7912	0.45	0.759
>Sequence7913	0.4	0.591
>Sequence7914	0.5	0.342
>Sequence7915	0.5	0.613
>Sequence7916	0.45	0.59
>Sequence7917	0.5	0.625
>Sequence7918	0.6	0.645
>Sequence7919	0.5	0.201
>Sequence7920	0.5	0.738
>Sequence7921	0.5	0.735
>Sequence7922	0.55	0.592
>Sequence7923	0.5	0.812
>Sequence7924	0.35	0.253
>Sequence7925	0.4	0.696
>Sequence7926	0.45	0.401
>Sequence7927	0.35	0.725
>Sequence7928	0.4	0.224
>Sequence7929	0.5	0.686
>Sequence7930	0.35	0.291
>Sequence7931	0.25	0.218
>Sequence7932	0.4	0.309
>Sequence7933	0.4	0.479
>Sequence7934	0.55	0.391
>Sequence7935	0.4	0.586
>Sequence7936	0.5	0.778
>Sequence7937	0.45	0.7
>Sequence7938	0.45	0.857
>Sequence7939	0.25	0.137
>Sequence7940	0.45	0.771
>Sequence7941	0.4	0.798
>Sequence7942	0.4	0.506
>Sequence7943	0.4	0.797
>Sequence7944	0.5	0.365
>Sequence7945	0.55	0.705
>Sequence7946	0.45	0.703
>Sequence7947	0.5	0.711
>Sequence7948	0.4	0.193
>Sequence7949	0.35	0.627
>Sequence7950	0.4	0.668
>Sequence7951	0.55	0.179
>Sequence7952	0.4	0.412
>Sequence7953	0.45	0.703
>Sequence7954	0.4	0.702
>Sequence7955	0.35	0.638
>Sequence7956	0.45	0.618
>Sequence7957	0.4	0.139
>Sequence7958	0.3	0.735
>Sequence7959	0.45	0.58
>Sequence7960	0.5	0.66
>Sequence7961	0.4	0.265
>Sequence7962	0.4	0.322
>Sequence7963	0.45	0.727
>Sequence7964	0.3	0.206
>Sequence7965	0.35	0.333
>Sequence7966	0.5	0.117
>Sequence7967	0.35	0.592
>Sequence7968	0.55	0.262
>Sequence7969	0.5	0.612
>Sequence7970	0.4	0.618
>Sequence7971	0.5	0.114
>Sequence7972	0.25	0.157
>Sequence7973	0.4	0.823
>Sequence7974	0.45	0.291
>Sequence7975	0.45	0.61
>Sequence7976	0.55	0.351
>Sequence7977	0.4	0.774
>Sequence7978	0.4	0.388
>Sequence7979	0.35	0.261
>Sequence7980	0.35	0.348
>Sequence7981	0.5	0.789
>Sequence7982	0.5	0.237
>Sequence7983	0.2	0.531
>Sequence7984	0.4	0.174
>Sequence7985	0.45	0.229
>Sequence7986	0.55	0.79
>Sequence7987	0.4	0.25
>Sequence7988	0.5	0.841
>Sequence7989	0.45	0.666
>Sequence7990	0.4	0.819
>Sequence7991	0.4	0.805
>Sequence7992	0.4	0.249
>Sequence7993	0.35	0.245
>Sequence7994	0.5	0.396
>Sequence7995	0.4	0.285
>Sequence7996	0.4	0.689
>Sequence7997	0.35	0.655
>Sequence7998	0.6	0.318
>Sequence7999	0.3	0.169
>Sequence8000	0.45	0.785
