Header	RF	SVM
>Sequence12501	0.3	0.185
>Sequence12502	0.35	0.739
>Sequence12503	0.45	0.156
>Sequence12504	0.25	0.452
>Sequence12505	0.45	0.701
>Sequence12506	0.6	0.27
>Sequence12507	0.3	0.375
>Sequence12508	0.5	0.801
>Sequence12509	0.4	0.231
>Sequence12510	0.5	0.6
>Sequence12511	0.6	0.841
>Sequence12512	0.45	0.847
>Sequence12513	0.5	0.709
>Sequence12514	0.55	0.4
>Sequence12515	0.45	0.689
>Sequence12516	0.4	0.357
>Sequence12517	0.4	0.395
>Sequence12518	0.55	0.38
>Sequence12519	0.45	0.755
>Sequence12520	0.45	0.294
>Sequence12521	0.45	0.332
>Sequence12522	0.45	0.807
>Sequence12523	0.4	0.728
>Sequence12524	0.5	0.197
>Sequence12525	0.55	0.349
>Sequence12526	0.45	0.78
>Sequence12527	0.65	0.357
>Sequence12528	0.4	0.143
>Sequence12529	0.5	0.361
>Sequence12530	0.5	0.489
>Sequence12531	0.5	0.646
>Sequence12532	0.45	0.304
>Sequence12533	0.4	0.687
>Sequence12534	0.45	0.417
>Sequence12535	0.35	0.334
>Sequence12536	0.45	0.773
>Sequence12537	0.5	0.779
>Sequence12538	0.35	0.291
>Sequence12539	0.55	0.277
>Sequence12540	0.65	0.159
>Sequence12541	0.45	0.658
>Sequence12542	0.45	0.79
>Sequence12543	0.4	0.753
>Sequence12544	0.45	0.573
>Sequence12545	0.4	0.226
>Sequence12546	0.55	0.409
>Sequence12547	0.45	0.338
>Sequence12548	0.4	0.539
>Sequence12549	0.45	0.656
>Sequence12550	0.35	0.229
>Sequence12551	0.4	0.674
>Sequence12552	0.2	0.574
>Sequence12553	0.25	0.1
>Sequence12554	0.5	0.487
>Sequence12555	0.25	0.659
>Sequence12556	0.45	0.813
>Sequence12557	0.55	0.243
>Sequence12558	0.5	0.768
>Sequence12559	0.4	0.241
>Sequence12560	0.35	0.444
>Sequence12561	0.35	0.42
>Sequence12562	0.45	0.707
>Sequence12563	0.45	0.807
>Sequence12564	0.55	0.713
>Sequence12565	0.45	0.668
>Sequence12566	0.55	0.723
>Sequence12567	0.5	0.308
>Sequence12568	0.5	0.148
>Sequence12569	0.35	0.167
>Sequence12570	0.4	0.131
>Sequence12571	0.45	0.21
>Sequence12572	0.6	0.405
>Sequence12573	0.4	0.588
>Sequence12574	0.5	0.66
>Sequence12575	0.3	0.167
>Sequence12576	0.45	0.71
>Sequence12577	0.45	0.661
>Sequence12578	0.35	0.788
>Sequence12579	0.45	0.157
>Sequence12580	0.45	0.34
>Sequence12581	0.5	0.238
>Sequence12582	0.35	0.765
>Sequence12583	0.45	0.251
>Sequence12584	0.45	0.173
>Sequence12585	0.4	0.759
>Sequence12586	0.4	0.803
>Sequence12587	0.45	0.659
>Sequence12588	0.6	0.422
>Sequence12589	0.4	0.775
>Sequence12590	0.4	0.765
>Sequence12591	0.35	0.118
>Sequence12592	0.2	0.333
>Sequence12593	0.5	0.769
>Sequence12594	0.5	0.375
>Sequence12595	0.5	0.155
>Sequence12596	0.35	0.199
>Sequence12597	0.55	0.227
>Sequence12598	0.35	0.079
>Sequence12599	0.45	0.733
>Sequence12600	0.45	0.513
