Header	RF	SVM
>Sequence18901	0.25	0.293
>Sequence18902	0.45	0.554
>Sequence18903	0.4	0.295
>Sequence18904	0.4	0.205
>Sequence18905	0.55	0.228
>Sequence18906	0.35	0.636
>Sequence18907	0.4	0.791
>Sequence18908	0.45	0.747
>Sequence18909	0.45	0.642
>Sequence18910	0.45	0.154
>Sequence18911	0.45	0.114
>Sequence18912	0.35	0.14
>Sequence18913	0.4	0.365
>Sequence18914	0.4	0.562
>Sequence18915	0.6	0.515
>Sequence18916	0.35	0.697
>Sequence18917	0.4	0.712
>Sequence18918	0.3	0.311
>Sequence18919	0.6	0.175
>Sequence18920	0.4	0.589
>Sequence18921	0.4	0.483
>Sequence18922	0.45	0.241
>Sequence18923	0.5	0.756
>Sequence18924	0.45	0.711
>Sequence18925	0.35	0.044
>Sequence18926	0.35	0.318
>Sequence18927	0.45	0.657
>Sequence18928	0.45	0.581
>Sequence18929	0.45	0.17
>Sequence18930	0.45	0.802
>Sequence18931	0.25	0.256
>Sequence18932	0.4	0.725
>Sequence18933	0.45	0.413
>Sequence18934	0.5	0.753
>Sequence18935	0.4	0.785
>Sequence18936	0.4	0.285
>Sequence18937	0.3	0.578
>Sequence18938	0.4	0.626
>Sequence18939	0.45	0.599
>Sequence18940	0.5	0.334
>Sequence18941	0.5	0.758
>Sequence18942	0.5	0.772
>Sequence18943	0.4	0.746
>Sequence18944	0.5	0.745
>Sequence18945	0.5	0.77
>Sequence18946	0.45	0.713
>Sequence18947	0.45	0.658
>Sequence18948	0.6	0.654
>Sequence18949	0.4	0.39
>Sequence18950	0.5	0.633
>Sequence18951	0.35	0.575
>Sequence18952	0.45	0.82
>Sequence18953	0.3	0.682
>Sequence18954	0.45	0.532
>Sequence18955	0.35	0.257
>Sequence18956	0.5	0.25
>Sequence18957	0.45	0.16
>Sequence18958	0.4	0.673
>Sequence18959	0.4	0.43
>Sequence18960	0.6	0.301
>Sequence18961	0.45	0.76
>Sequence18962	0.45	0.8
>Sequence18963	0.4	0.784
>Sequence18964	0.55	0.145
>Sequence18965	0.45	0.433
>Sequence18966	0.45	0.735
>Sequence18967	0.4	0.78
>Sequence18968	0.35	0.24
>Sequence18969	0.45	0.658
>Sequence18970	0.45	0.766
>Sequence18971	0.4	0.683
>Sequence18972	0.5	0.759
>Sequence18973	0.45	0.274
>Sequence18974	0.45	0.75
>Sequence18975	0.5	0.665
>Sequence18976	0.45	0.582
>Sequence18977	0.5	0.286
>Sequence18978	0.5	0.455
>Sequence18979	0.45	0.137
>Sequence18980	0.35	0.373
>Sequence18981	0.4	0.596
>Sequence18982	0.45	0.245
>Sequence18983	0.3	0.284
>Sequence18984	0.4	0.63
>Sequence18985	0.4	0.097
>Sequence18986	0.4	0.185
>Sequence18987	0.35	0.78
>Sequence18988	0.5	0.407
>Sequence18989	0.5	0.75
>Sequence18990	0.45	0.33
>Sequence18991	0.6	0.84
>Sequence18992	0.5	0.715
>Sequence18993	0.45	0.448
>Sequence18994	0.4	0.59
>Sequence18995	0.5	0.134
>Sequence18996	0.45	0.813
>Sequence18997	0.5	0.721
>Sequence18998	0.5	0.374
>Sequence18999	0.25	0.044
>Sequence19000	0.5	0.212
