Header	RF	SVM
>Sequence1501	0.45	0.665
>Sequence1502	0.35	0.502
>Sequence1503	0.45	0.674
>Sequence1504	0.45	0.728
>Sequence1505	0.45	0.714
>Sequence1506	0.4	0.684
>Sequence1507	0.4	0.19
>Sequence1508	0.35	0.398
>Sequence1509	0.45	0.258
>Sequence1510	0.55	0.429
>Sequence1511	0.45	0.534
>Sequence1512	0.45	0.309
>Sequence1513	0.55	0.212
>Sequence1514	0.5	0.723
>Sequence1515	0.5	0.643
>Sequence1516	0.45	0.46
>Sequence1517	0.35	0.334
>Sequence1518	0.3	0.33
>Sequence1519	0.4	0.678
>Sequence1520	0.45	0.768
>Sequence1521	0.45	0.742
>Sequence1522	0.45	0.145
>Sequence1523	0.45	0.323
>Sequence1524	0.25	0.232
>Sequence1525	0.5	0.283
>Sequence1526	0.35	0.222
>Sequence1527	0.45	0.268
>Sequence1528	0.35	0.707
>Sequence1529	0.45	0.394
>Sequence1530	0.55	0.296
>Sequence1531	0.35	0.238
>Sequence1532	0.45	0.349
>Sequence1533	0.35	0.676
>Sequence1534	0.4	0.829
>Sequence1535	0.45	0.322
>Sequence1536	0.35	0.607
>Sequence1537	0.35	0.442
>Sequence1538	0.45	0.223
>Sequence1539	0.45	0.108
>Sequence1540	0.35	0.326
>Sequence1541	0.5	0.26
>Sequence1542	0.35	0.234
>Sequence1543	0.4	0.794
>Sequence1544	0.4	0.17
>Sequence1545	0.45	0.594
>Sequence1546	0.5	0.495
>Sequence1547	0.45	0.738
>Sequence1548	0.5	0.133
>Sequence1549	0.45	0.777
>Sequence1550	0.4	0.791
>Sequence1551	0.4	0.195
>Sequence1552	0.5	0.305
>Sequence1553	0.45	0.207
>Sequence1554	0.4	0.618
>Sequence1555	0.35	0.412
>Sequence1556	0.5	0.078
>Sequence1557	0.3	0.138
>Sequence1558	0.25	0.277
>Sequence1559	0.4	0.755
>Sequence1560	0.4	0.147
>Sequence1561	0.4	0.398
>Sequence1562	0.55	0.31
>Sequence1563	0.45	0.324
>Sequence1564	0.45	0.054
>Sequence1565	0.45	0.467
>Sequence1566	0.45	0.682
>Sequence1567	0.3	0.079
>Sequence1568	0.45	0.363
>Sequence1569	0.45	0.269
>Sequence1570	0.45	0.568
>Sequence1571	0.4	0.275
>Sequence1572	0.45	0.182
>Sequence1573	0.4	0.357
>Sequence1574	0.5	0.323
>Sequence1575	0.4	0.693
>Sequence1576	0.55	0.366
>Sequence1577	0.4	0.595
>Sequence1578	0.55	0.177
>Sequence1579	0.45	0.731
>Sequence1580	0.45	0.694
>Sequence1581	0.35	0.24
>Sequence1582	0.45	0.241
>Sequence1583	0.4	0.269
>Sequence1584	0.5	0.505
>Sequence1585	0.45	0.382
>Sequence1586	0.45	0.719
>Sequence1587	0.5	0.289
>Sequence1588	0.35	0.789
>Sequence1589	0.45	0.67
>Sequence1590	0.45	0.311
>Sequence1591	0.45	0.123
>Sequence1592	0.45	0.838
>Sequence1593	0.2	0.4
>Sequence1594	0.3	0.492
>Sequence1595	0.5	0.296
>Sequence1596	0.4	0.657
>Sequence1597	0.5	0.321
>Sequence1598	0.4	0.279
>Sequence1599	0.55	0.185
>Sequence1600	0.4	0.319
