Header	RF	SVM
>Sequence15501	0.45	0.755
>Sequence15502	0.55	0.803
>Sequence15503	0.4	0.646
>Sequence15504	0.35	0.083
>Sequence15505	0.45	0.729
>Sequence15506	0.4	0.246
>Sequence15507	0.4	0.781
>Sequence15508	0.6	0.186
>Sequence15509	0.35	0.648
>Sequence15510	0.4	0.141
>Sequence15511	0.35	0.135
>Sequence15512	0.35	0.091
>Sequence15513	0.5	0.541
>Sequence15514	0.4	0.299
>Sequence15515	0.5	0.351
>Sequence15516	0.4	0.442
>Sequence15517	0.4	0.282
>Sequence15518	0.25	0.456
>Sequence15519	0.4	0.187
>Sequence15520	0.45	0.771
>Sequence15521	0.45	0.157
>Sequence15522	0.45	0.161
>Sequence15523	0.45	0.758
>Sequence15524	0.45	0.782
>Sequence15525	0.55	0.422
>Sequence15526	0.4	0.096
>Sequence15527	0.55	0.296
>Sequence15528	0.4	0.703
>Sequence15529	0.45	0.682
>Sequence15530	0.4	0.721
>Sequence15531	0.3	0.275
>Sequence15532	0.5	0.22
>Sequence15533	0.45	0.253
>Sequence15534	0.45	0.653
>Sequence15535	0.5	0.483
>Sequence15536	0.45	0.263
>Sequence15537	0.55	0.182
>Sequence15538	0.45	0.118
>Sequence15539	0.5	0.765
>Sequence15540	0.4	0.106
>Sequence15541	0.5	0.212
>Sequence15542	0.35	0.299
>Sequence15543	0.3	0.456
>Sequence15544	0.5	0.293
>Sequence15545	0.45	0.226
>Sequence15546	0.4	0.708
>Sequence15547	0.45	0.181
>Sequence15548	0.55	0.429
>Sequence15549	0.45	0.768
>Sequence15550	0.5	0.755
>Sequence15551	0.5	0.541
>Sequence15552	0.5	0.563
>Sequence15553	0.35	0.814
>Sequence15554	0.4	0.256
>Sequence15555	0.35	0.625
>Sequence15556	0.4	0.508
>Sequence15557	0.45	0.758
>Sequence15558	0.5	0.645
>Sequence15559	0.55	0.386
>Sequence15560	0.5	0.256
>Sequence15561	0.45	0.611
>Sequence15562	0.4	0.187
>Sequence15563	0.5	0.257
>Sequence15564	0.4	0.737
>Sequence15565	0.6	0.224
>Sequence15566	0.4	0.644
>Sequence15567	0.5	0.697
>Sequence15568	0.4	0.132
>Sequence15569	0.45	0.133
>Sequence15570	0.4	0.639
>Sequence15571	0.45	0.684
>Sequence15572	0.2	0.196
>Sequence15573	0.55	0.249
>Sequence15574	0.45	0.645
>Sequence15575	0.4	0.76
>Sequence15576	0.45	0.248
>Sequence15577	0.55	0.308
>Sequence15578	0.45	0.806
>Sequence15579	0.35	0.204
>Sequence15580	0.5	0.816
>Sequence15581	0.5	0.853
>Sequence15582	0.45	0.79
>Sequence15583	0.45	0.108
>Sequence15584	0.4	0.777
>Sequence15585	0.45	0.263
>Sequence15586	0.5	0.25
>Sequence15587	0.45	0.349
>Sequence15588	0.45	0.341
>Sequence15589	0.45	0.791
>Sequence15590	0.5	0.84
>Sequence15591	0.3	0.334
>Sequence15592	0.5	0.151
>Sequence15593	0.5	0.741
>Sequence15594	0.4	0.479
>Sequence15595	0.55	0.493
>Sequence15596	0.4	0.678
>Sequence15597	0.45	0.762
>Sequence15598	0.5	0.748
>Sequence15599	0.4	0.464
>Sequence15600	0.5	0.255
