Header	RF	SVM
>Sequence3201	0.5	0.689
>Sequence3202	0.45	0.767
>Sequence3203	0.6	0.493
>Sequence3204	0.3	0.176
>Sequence3205	0.5	0.835
>Sequence3206	0.35	0.756
>Sequence3207	0.4	0.155
>Sequence3208	0.3	0.276
>Sequence3209	0.45	0.779
>Sequence3210	0.45	0.382
>Sequence3211	0.45	0.772
>Sequence3212	0.4	0.69
>Sequence3213	0.45	0.357
>Sequence3214	0.55	0.179
>Sequence3215	0.5	0.215
>Sequence3216	0.4	0.824
>Sequence3217	0.3	0.189
>Sequence3218	0.45	0.334
>Sequence3219	0.5	0.195
>Sequence3220	0.5	0.368
>Sequence3221	0.5	0.297
>Sequence3222	0.45	0.463
>Sequence3223	0.2	0.105
>Sequence3224	0.4	0.542
>Sequence3225	0.45	0.737
>Sequence3226	0.4	0.691
>Sequence3227	0.5	0.592
>Sequence3228	0.45	0.274
>Sequence3229	0.5	0.231
>Sequence3230	0.55	0.615
>Sequence3231	0.55	0.297
>Sequence3232	0.4	0.789
>Sequence3233	0.55	0.242
>Sequence3234	0.4	0.796
>Sequence3235	0.35	0.757
>Sequence3236	0.3	0.133
>Sequence3237	0.5	0.209
>Sequence3238	0.45	0.196
>Sequence3239	0.5	0.197
>Sequence3240	0.45	0.524
>Sequence3241	0.45	0.139
>Sequence3242	0.35	0.817
>Sequence3243	0.45	0.292
>Sequence3244	0.5	0.167
>Sequence3245	0.5	0.32
>Sequence3246	0.5	0.4
>Sequence3247	0.4	0.64
>Sequence3248	0.45	0.849
>Sequence3249	0.45	0.542
>Sequence3250	0.3	0.27
>Sequence3251	0.3	0.37
>Sequence3252	0.6	0.456
>Sequence3253	0.35	0.528
>Sequence3254	0.45	0.753
>Sequence3255	0.5	0.574
>Sequence3256	0.5	0.764
>Sequence3257	0.4	0.714
>Sequence3258	0.3	0.469
>Sequence3259	0.25	0.14
>Sequence3260	0.45	0.38
>Sequence3261	0.2	0.124
>Sequence3262	0.4	0.726
>Sequence3263	0.3	0.29
>Sequence3264	0.45	0.367
>Sequence3265	0.25	0.082
>Sequence3266	0.4	0.795
>Sequence3267	0.35	0.695
>Sequence3268	0.45	0.74
>Sequence3269	0.5	0.506
>Sequence3270	0.45	0.756
>Sequence3271	0.45	0.233
>Sequence3272	0.4	0.221
>Sequence3273	0.5	0.304
>Sequence3274	0.45	0.264
>Sequence3275	0.5	0.682
>Sequence3276	0.35	0.392
>Sequence3277	0.45	0.426
>Sequence3278	0.4	0.292
>Sequence3279	0.5	0.188
>Sequence3280	0.4	0.301
>Sequence3281	0.45	0.701
>Sequence3282	0.35	0.521
>Sequence3283	0.45	0.687
>Sequence3284	0.45	0.675
>Sequence3285	0.4	0.505
>Sequence3286	0.4	0.559
>Sequence3287	0.45	0.311
>Sequence3288	0.4	0.286
>Sequence3289	0.4	0.629
>Sequence3290	0.35	0.227
>Sequence3291	0.45	0.654
>Sequence3292	0.45	0.731
>Sequence3293	0.55	0.26
>Sequence3294	0.35	0.179
>Sequence3295	0.5	0.714
>Sequence3296	0.4	0.318
>Sequence3297	0.4	0.271
>Sequence3298	0.4	0.758
>Sequence3299	0.35	0.421
>Sequence3300	0.45	0.392
