Header	RF	SVM
>Sequence4301	0.4	0.482
>Sequence4302	0.55	0.787
>Sequence4303	0.5	0.226
>Sequence4304	0.45	0.609
>Sequence4305	0.5	0.111
>Sequence4306	0.25	0.144
>Sequence4307	0.45	0.297
>Sequence4308	0.45	0.796
>Sequence4309	0.45	0.712
>Sequence4310	0.4	0.664
>Sequence4311	0.45	0.734
>Sequence4312	0.5	0.68
>Sequence4313	0.5	0.702
>Sequence4314	0.4	0.118
>Sequence4315	0.4	0.369
>Sequence4316	0.5	0.358
>Sequence4317	0.35	0.212
>Sequence4318	0.45	0.157
>Sequence4319	0.55	0.572
>Sequence4320	0.3	0.07
>Sequence4321	0.45	0.788
>Sequence4322	0.45	0.338
>Sequence4323	0.4	0.24
>Sequence4324	0.5	0.099
>Sequence4325	0.35	0.275
>Sequence4326	0.55	0.443
>Sequence4327	0.5	0.739
>Sequence4328	0.5	0.317
>Sequence4329	0.55	0.249
>Sequence4330	0.4	0.793
>Sequence4331	0.5	0.699
>Sequence4332	0.55	0.794
>Sequence4333	0.35	0.359
>Sequence4334	0.45	0.784
>Sequence4335	0.45	0.298
>Sequence4336	0.45	0.78
>Sequence4337	0.45	0.488
>Sequence4338	0.4	0.669
>Sequence4339	0.45	0.14
>Sequence4340	0.55	0.416
>Sequence4341	0.3	0.37
>Sequence4342	0.4	0.143
>Sequence4343	0.5	0.57
>Sequence4344	0.45	0.64
>Sequence4345	0.45	0.201
>Sequence4346	0.5	0.21
>Sequence4347	0.5	0.611
>Sequence4348	0.4	0.754
>Sequence4349	0.5	0.234
>Sequence4350	0.45	0.297
>Sequence4351	0.35	0.322
>Sequence4352	0.5	0.741
>Sequence4353	0.45	0.591
>Sequence4354	0.45	0.273
>Sequence4355	0.35	0.253
>Sequence4356	0.45	0.493
>Sequence4357	0.45	0.446
>Sequence4358	0.5	0.339
>Sequence4359	0.55	0.219
>Sequence4360	0.55	0.614
>Sequence4361	0.35	0.671
>Sequence4362	0.35	0.501
>Sequence4363	0.5	0.781
>Sequence4364	0.35	0.18
>Sequence4365	0.4	0.362
>Sequence4366	0.35	0.329
>Sequence4367	0.35	0.311
>Sequence4368	0.3	0.382
>Sequence4369	0.4	0.761
>Sequence4370	0.45	0.298
>Sequence4371	0.45	0.209
>Sequence4372	0.5	0.814
>Sequence4373	0.45	0.716
>Sequence4374	0.45	0.267
>Sequence4375	0.55	0.253
>Sequence4376	0.55	0.242
>Sequence4377	0.5	0.674
>Sequence4378	0.55	0.214
>Sequence4379	0.3	0.155
>Sequence4380	0.4	0.742
>Sequence4381	0.55	0.118
>Sequence4382	0.45	0.706
>Sequence4383	0.45	0.64
>Sequence4384	0.4	0.242
>Sequence4385	0.4	0.206
>Sequence4386	0.35	0.191
>Sequence4387	0.45	0.594
>Sequence4388	0.6	0.474
>Sequence4389	0.4	0.709
>Sequence4390	0.25	0.232
>Sequence4391	0.45	0.678
>Sequence4392	0.5	0.572
>Sequence4393	0.35	0.666
>Sequence4394	0.5	0.749
>Sequence4395	0.45	0.46
>Sequence4396	0.5	0.626
>Sequence4397	0.45	0.47
>Sequence4398	0.5	0.711
>Sequence4399	0.45	0.39
>Sequence4400	0.4	0.208
