Header	RF	SVM
>Sequence13901	0.35	0.535
>Sequence13902	0.5	0.61
>Sequence13903	0.3	0.341
>Sequence13904	0.4	0.826
>Sequence13905	0.5	0.739
>Sequence13906	0.5	0.387
>Sequence13907	0.45	0.794
>Sequence13908	0.55	0.756
>Sequence13909	0.45	0.247
>Sequence13910	0.35	0.697
>Sequence13911	0.45	0.705
>Sequence13912	0.4	0.556
>Sequence13913	0.5	0.67
>Sequence13914	0.55	0.184
>Sequence13915	0.6	0.156
>Sequence13916	0.5	0.482
>Sequence13917	0.4	0.813
>Sequence13918	0.5	0.54
>Sequence13919	0.5	0.383
>Sequence13920	0.55	0.327
>Sequence13921	0.6	0.386
>Sequence13922	0.35	0.403
>Sequence13923	0.35	0.505
>Sequence13924	0.45	0.411
>Sequence13925	0.35	0.828
>Sequence13926	0.35	0.242
>Sequence13927	0.45	0.668
>Sequence13928	0.5	0.783
>Sequence13929	0.45	0.713
>Sequence13930	0.45	0.233
>Sequence13931	0.5	0.561
>Sequence13932	0.5	0.687
>Sequence13933	0.4	0.538
>Sequence13934	0.35	0.195
>Sequence13935	0.45	0.794
>Sequence13936	0.45	0.466
>Sequence13937	0.35	0.191
>Sequence13938	0.55	0.357
>Sequence13939	0.4	0.757
>Sequence13940	0.4	0.365
>Sequence13941	0.45	0.782
>Sequence13942	0.45	0.076
>Sequence13943	0.45	0.785
>Sequence13944	0.65	0.381
>Sequence13945	0.45	0.734
>Sequence13946	0.55	0.64
>Sequence13947	0.5	0.858
>Sequence13948	0.55	0.373
>Sequence13949	0.4	0.204
>Sequence13950	0.5	0.088
>Sequence13951	0.5	0.732
>Sequence13952	0.45	0.801
>Sequence13953	0.45	0.5
>Sequence13954	0.5	0.46
>Sequence13955	0.55	0.485
>Sequence13956	0.5	0.713
>Sequence13957	0.35	0.745
>Sequence13958	0.4	0.783
>Sequence13959	0.4	0.269
>Sequence13960	0.3	0.313
>Sequence13961	0.4	0.353
>Sequence13962	0.45	0.776
>Sequence13963	0.45	0.647
>Sequence13964	0.35	0.722
>Sequence13965	0.45	0.266
>Sequence13966	0.5	0.823
>Sequence13967	0.45	0.636
>Sequence13968	0.4	0.772
>Sequence13969	0.35	0.239
>Sequence13970	0.2	0.178
>Sequence13971	0.45	0.744
>Sequence13972	0.45	0.837
>Sequence13973	0.5	0.299
>Sequence13974	0.4	0.388
>Sequence13975	0.5	0.718
>Sequence13976	0.5	0.278
>Sequence13977	0.45	0.76
>Sequence13978	0.55	0.771
>Sequence13979	0.4	0.401
>Sequence13980	0.55	0.36
>Sequence13981	0.45	0.731
>Sequence13982	0.45	0.596
>Sequence13983	0.45	0.679
>Sequence13984	0.4	0.17
>Sequence13985	0.35	0.692
>Sequence13986	0.5	0.271
>Sequence13987	0.55	0.198
>Sequence13988	0.25	0.25
>Sequence13989	0.4	0.752
>Sequence13990	0.6	0.761
>Sequence13991	0.25	0.433
>Sequence13992	0.5	0.339
>Sequence13993	0.35	0.385
>Sequence13994	0.55	0.238
>Sequence13995	0.45	0.81
>Sequence13996	0.35	0.438
>Sequence13997	0.45	0.479
>Sequence13998	0.5	0.793
>Sequence13999	0.4	0.481
>Sequence14000	0.4	0.73
