Header	RF	SVM
>Sequence20201	0.45	0.698
>Sequence20202	0.5	0.698
>Sequence20203	0.3	0.498
>Sequence20204	0.45	0.371
>Sequence20205	0.55	0.103
>Sequence20206	0.45	0.458
>Sequence20207	0.45	0.154
>Sequence20208	0.5	0.766
>Sequence20209	0.6	0.773
>Sequence20210	0.35	0.204
>Sequence20211	0.4	0.73
>Sequence20212	0.45	0.231
>Sequence20213	0.45	0.639
>Sequence20214	0.4	0.634
>Sequence20215	0.55	0.246
>Sequence20216	0.55	0.242
>Sequence20217	0.4	0.797
>Sequence20218	0.45	0.816
>Sequence20219	0.4	0.736
>Sequence20220	0.5	0.308
>Sequence20221	0.4	0.767
>Sequence20222	0.4	0.771
>Sequence20223	0.4	0.217
>Sequence20224	0.45	0.268
>Sequence20225	0.35	0.755
>Sequence20226	0.25	0.382
>Sequence20227	0.5	0.15
>Sequence20228	0.35	0.558
>Sequence20229	0.2	0.766
>Sequence20230	0.4	0.335
>Sequence20231	0.6	0.394
>Sequence20232	0.45	0.809
>Sequence20233	0.45	0.356
>Sequence20234	0.5	0.809
>Sequence20235	0.45	0.398
>Sequence20236	0.5	0.39
>Sequence20237	0.4	0.082
>Sequence20238	0.4	0.742
>Sequence20239	0.2	0.665
>Sequence20240	0.5	0.602
>Sequence20241	0.5	0.386
>Sequence20242	0.45	0.22
>Sequence20243	0.5	0.788
>Sequence20244	0.5	0.631
>Sequence20245	0.35	0.409
>Sequence20246	0.35	0.093
>Sequence20247	0.3	0.695
>Sequence20248	0.35	0.097
>Sequence20249	0.5	0.771
>Sequence20250	0.4	0.206
>Sequence20251	0.45	0.761
>Sequence20252	0.45	0.349
>Sequence20253	0.55	0.396
>Sequence20254	0.2	0.407
>Sequence20255	0.45	0.724
>Sequence20256	0.5	0.715
>Sequence20257	0.45	0.284
>Sequence20258	0.6	0.368
>Sequence20259	0.5	0.848
>Sequence20260	0.45	0.591
>Sequence20261	0.4	0.759
>Sequence20262	0.4	0.373
>Sequence20263	0.45	0.259
>Sequence20264	0.45	0.126
>Sequence20265	0.55	0.833
>Sequence20266	0.4	0.57
>Sequence20267	0.45	0.767
>Sequence20268	0.35	0.781
>Sequence20269	0.55	0.471
>Sequence20270	0.45	0.212
>Sequence20271	0.6	0.309
>Sequence20272	0.35	0.713
>Sequence20273	0.4	0.203
>Sequence20274	0.35	0.609
>Sequence20275	0.35	0.531
>Sequence20276	0.5	0.731
>Sequence20277	0.45	0.297
>Sequence20278	0.5	0.528
>Sequence20279	0.45	0.309
>Sequence20280	0.4	0.678
>Sequence20281	0.45	0.663
>Sequence20282	0.3	0.491
>Sequence20283	0.25	0.387
>Sequence20284	0.45	0.527
>Sequence20285	0.4	0.665
>Sequence20286	0.3	0.166
>Sequence20287	0.4	0.151
>Sequence20288	0.3	0.15
>Sequence20289	0.5	0.344
>Sequence20290	0.45	0.247
>Sequence20291	0.5	0.772
>Sequence20292	0.45	0.286
>Sequence20293	0.4	0.373
>Sequence20294	0.65	0.074
>Sequence20295	0.45	0.751
>Sequence20296	0.3	0.788
>Sequence20297	0.45	0.756
>Sequence20298	0.4	0.765
>Sequence20299	0.4	0.243
>Sequence20300	0.5	0.192
