Header	RF	SVM
>Sequence22701	0.4	0.717
>Sequence22702	0.45	0.753
>Sequence22703	0.45	0.323
>Sequence22704	0.4	0.818
>Sequence22705	0.45	0.143
>Sequence22706	0.45	0.751
>Sequence22707	0.3	0.33
>Sequence22708	0.55	0.854
>Sequence22709	0.55	0.775
>Sequence22710	0.45	0.766
>Sequence22711	0.55	0.304
>Sequence22712	0.4	0.663
>Sequence22713	0.35	0.722
>Sequence22714	0.25	0.067
>Sequence22715	0.35	0.321
>Sequence22716	0.35	0.303
>Sequence22717	0.4	0.222
>Sequence22718	0.35	0.508
>Sequence22719	0.5	0.615
>Sequence22720	0.4	0.86
>Sequence22721	0.45	0.69
>Sequence22722	0.35	0.429
>Sequence22723	0.45	0.061
>Sequence22724	0.55	0.738
>Sequence22725	0.45	0.205
>Sequence22726	0.3	0.545
>Sequence22727	0.5	0.746
>Sequence22728	0.5	0.224
>Sequence22729	0.5	0.297
>Sequence22730	0.4	0.697
>Sequence22731	0.45	0.8
>Sequence22732	0.35	0.183
>Sequence22733	0.5	0.7
>Sequence22734	0.55	0.489
>Sequence22735	0.4	0.051
>Sequence22736	0.45	0.466
>Sequence22737	0.35	0.665
>Sequence22738	0.45	0.219
>Sequence22739	0.45	0.426
>Sequence22740	0.45	0.659
>Sequence22741	0.5	0.614
>Sequence22742	0.45	0.346
>Sequence22743	0.5	0.217
>Sequence22744	0.55	0.807
>Sequence22745	0.35	0.327
>Sequence22746	0.45	0.617
>Sequence22747	0.45	0.501
>Sequence22748	0.35	0.784
>Sequence22749	0.45	0.828
>Sequence22750	0.35	0.477
>Sequence22751	0.3	0.212
>Sequence22752	0.35	0.134
>Sequence22753	0.45	0.276
>Sequence22754	0.25	0.345
>Sequence22755	0.35	0.419
>Sequence22756	0.5	0.735
>Sequence22757	0.35	0.753
>Sequence22758	0.5	0.737
>Sequence22759	0.4	0.293
>Sequence22760	0.4	0.219
>Sequence22761	0.5	0.675
>Sequence22762	0.55	0.635
>Sequence22763	0.4	0.193
>Sequence22764	0.45	0.737
>Sequence22765	0.25	0.684
>Sequence22766	0.45	0.855
>Sequence22767	0.4	0.688
>Sequence22768	0.35	0.281
>Sequence22769	0.5	0.808
>Sequence22770	0.4	0.764
>Sequence22771	0.55	0.256
>Sequence22772	0.4	0.241
>Sequence22773	0.45	0.195
>Sequence22774	0.5	0.799
>Sequence22775	0.35	0.053
>Sequence22776	0.4	0.226
>Sequence22777	0.5	0.598
>Sequence22778	0.55	0.748
>Sequence22779	0.4	0.202
>Sequence22780	0.45	0.285
>Sequence22781	0.45	0.758
>Sequence22782	0.6	0.806
>Sequence22783	0.4	0.392
>Sequence22784	0.4	0.314
>Sequence22785	0.45	0.605
>Sequence22786	0.5	0.795
>Sequence22787	0.45	0.53
>Sequence22788	0.5	0.738
>Sequence22789	0.45	0.14
>Sequence22790	0.4	0.409
>Sequence22791	0.45	0.776
>Sequence22792	0.45	0.288
>Sequence22793	0.35	0.12
>Sequence22794	0.3	0.763
>Sequence22795	0.45	0.593
>Sequence22796	0.45	0.787
>Sequence22797	0.4	0.458
>Sequence22798	0.4	0.122
>Sequence22799	0.45	0.73
>Sequence22800	0.35	0.576
