Header	RF	SVM
>Sequence20101	0.5	0.707
>Sequence20102	0.35	0.731
>Sequence20103	0.4	0.714
>Sequence20104	0.55	0.637
>Sequence20105	0.4	0.709
>Sequence20106	0.45	0.413
>Sequence20107	0.45	0.812
>Sequence20108	0.4	0.571
>Sequence20109	0.45	0.8
>Sequence20110	0.5	0.427
>Sequence20111	0.45	0.136
>Sequence20112	0.45	0.306
>Sequence20113	0.4	0.736
>Sequence20114	0.5	0.653
>Sequence20115	0.45	0.717
>Sequence20116	0.35	0.647
>Sequence20117	0.35	0.546
>Sequence20118	0.4	0.763
>Sequence20119	0.55	0.426
>Sequence20120	0.45	0.18
>Sequence20121	0.45	0.779
>Sequence20122	0.55	0.368
>Sequence20123	0.4	0.318
>Sequence20124	0.5	0.342
>Sequence20125	0.35	0.814
>Sequence20126	0.45	0.71
>Sequence20127	0.3	0.544
>Sequence20128	0.35	0.551
>Sequence20129	0.4	0.512
>Sequence20130	0.4	0.554
>Sequence20131	0.4	0.778
>Sequence20132	0.45	0.621
>Sequence20133	0.45	0.797
>Sequence20134	0.4	0.647
>Sequence20135	0.45	0.683
>Sequence20136	0.45	0.701
>Sequence20137	0.3	0.271
>Sequence20138	0.5	0.115
>Sequence20139	0.5	0.202
>Sequence20140	0.3	0.291
>Sequence20141	0.5	0.801
>Sequence20142	0.45	0.695
>Sequence20143	0.45	0.781
>Sequence20144	0.4	0.275
>Sequence20145	0.2	0.428
>Sequence20146	0.35	0.681
>Sequence20147	0.4	0.736
>Sequence20148	0.5	0.678
>Sequence20149	0.5	0.674
>Sequence20150	0.5	0.165
>Sequence20151	0.2	0.574
>Sequence20152	0.45	0.61
>Sequence20153	0.4	0.281
>Sequence20154	0.5	0.584
>Sequence20155	0.45	0.175
>Sequence20156	0.5	0.312
>Sequence20157	0.45	0.333
>Sequence20158	0.55	0.732
>Sequence20159	0.6	0.837
>Sequence20160	0.45	0.081
>Sequence20161	0.5	0.802
>Sequence20162	0.45	0.213
>Sequence20163	0.55	0.116
>Sequence20164	0.45	0.591
>Sequence20165	0.45	0.739
>Sequence20166	0.5	0.592
>Sequence20167	0.45	0.249
>Sequence20168	0.4	0.76
>Sequence20169	0.2	0.228
>Sequence20170	0.45	0.761
>Sequence20171	0.45	0.197
>Sequence20172	0.5	0.77
>Sequence20173	0.25	0.247
>Sequence20174	0.4	0.251
>Sequence20175	0.25	0.261
>Sequence20176	0.55	0.264
>Sequence20177	0.55	0.358
>Sequence20178	0.5	0.748
>Sequence20179	0.35	0.511
>Sequence20180	0.2	0.111
>Sequence20181	0.3	0.215
>Sequence20182	0.3	0.328
>Sequence20183	0.35	0.294
>Sequence20184	0.5	0.775
>Sequence20185	0.35	0.41
>Sequence20186	0.45	0.288
>Sequence20187	0.45	0.605
>Sequence20188	0.35	0.84
>Sequence20189	0.3	0.214
>Sequence20190	0.5	0.751
>Sequence20191	0.4	0.225
>Sequence20192	0.5	0.187
>Sequence20193	0.3	0.129
>Sequence20194	0.45	0.269
>Sequence20195	0.55	0.245
>Sequence20196	0.2	0.241
>Sequence20197	0.4	0.559
>Sequence20198	0.4	0.225
>Sequence20199	0.4	0.344
>Sequence20200	0.5	0.817
