Header	RF	SVM
>Sequence6701	0.4	0.426
>Sequence6702	0.35	0.345
>Sequence6703	0.4	0.439
>Sequence6704	0.45	0.218
>Sequence6705	0.35	0.246
>Sequence6706	0.6	0.201
>Sequence6707	0.25	0.305
>Sequence6708	0.55	0.079
>Sequence6709	0.45	0.469
>Sequence6710	0.5	0.147
>Sequence6711	0.35	0.62
>Sequence6712	0.45	0.774
>Sequence6713	0.5	0.198
>Sequence6714	0.45	0.519
>Sequence6715	0.4	0.811
>Sequence6716	0.5	0.345
>Sequence6717	0.4	0.513
>Sequence6718	0.5	0.794
>Sequence6719	0.45	0.626
>Sequence6720	0.25	0.293
>Sequence6721	0.4	0.586
>Sequence6722	0.55	0.7
>Sequence6723	0.4	0.249
>Sequence6724	0.6	0.121
>Sequence6725	0.35	0.323
>Sequence6726	0.45	0.725
>Sequence6727	0.5	0.427
>Sequence6728	0.3	0.27
>Sequence6729	0.45	0.632
>Sequence6730	0.2	0.106
>Sequence6731	0.35	0.284
>Sequence6732	0.4	0.254
>Sequence6733	0.5	0.746
>Sequence6734	0.65	0.156
>Sequence6735	0.4	0.278
>Sequence6736	0.4	0.6
>Sequence6737	0.4	0.423
>Sequence6738	0.45	0.354
>Sequence6739	0.5	0.234
>Sequence6740	0.35	0.166
>Sequence6741	0.45	0.488
>Sequence6742	0.5	0.837
>Sequence6743	0.45	0.441
>Sequence6744	0.4	0.46
>Sequence6745	0.4	0.132
>Sequence6746	0.25	0.29
>Sequence6747	0.45	0.057
>Sequence6748	0.4	0.252
>Sequence6749	0.55	0.795
>Sequence6750	0.45	0.621
>Sequence6751	0.5	0.424
>Sequence6752	0.45	0.547
>Sequence6753	0.25	0.246
>Sequence6754	0.45	0.525
>Sequence6755	0.35	0.389
>Sequence6756	0.4	0.728
>Sequence6757	0.4	0.139
>Sequence6758	0.35	0.248
>Sequence6759	0.45	0.382
>Sequence6760	0.45	0.404
>Sequence6761	0.35	0.293
>Sequence6762	0.4	0.664
>Sequence6763	0.4	0.69
>Sequence6764	0.5	0.27
>Sequence6765	0.55	0.236
>Sequence6766	0.5	0.609
>Sequence6767	0.4	0.21
>Sequence6768	0.35	0.611
>Sequence6769	0.35	0.303
>Sequence6770	0.5	0.137
>Sequence6771	0.5	0.371
>Sequence6772	0.35	0.217
>Sequence6773	0.4	0.816
>Sequence6774	0.6	0.205
>Sequence6775	0.5	0.433
>Sequence6776	0.4	0.244
>Sequence6777	0.4	0.598
>Sequence6778	0.4	0.652
>Sequence6779	0.45	0.426
>Sequence6780	0.4	0.273
>Sequence6781	0.25	0.417
>Sequence6782	0.4	0.781
>Sequence6783	0.4	0.67
>Sequence6784	0.4	0.256
>Sequence6785	0.4	0.241
>Sequence6786	0.35	0.678
>Sequence6787	0.45	0.739
>Sequence6788	0.4	0.673
>Sequence6789	0.45	0.763
>Sequence6790	0.4	0.426
>Sequence6791	0.45	0.776
>Sequence6792	0.45	0.184
>Sequence6793	0.55	0.295
>Sequence6794	0.35	0.127
>Sequence6795	0.55	0.27
>Sequence6796	0.25	0.288
>Sequence6797	0.35	0.409
>Sequence6798	0.5	0.302
>Sequence6799	0.4	0.256
>Sequence6800	0.35	0.807
