Header	RF	SVM
>Sequence12001	0.5	0.348
>Sequence12002	0.4	0.656
>Sequence12003	0.5	0.746
>Sequence12004	0.4	0.49
>Sequence12005	0.4	0.712
>Sequence12006	0.5	0.846
>Sequence12007	0.65	0.417
>Sequence12008	0.45	0.649
>Sequence12009	0.55	0.577
>Sequence12010	0.5	0.448
>Sequence12011	0.4	0.448
>Sequence12012	0.35	0.081
>Sequence12013	0.45	0.192
>Sequence12014	0.35	0.086
>Sequence12015	0.45	0.776
>Sequence12016	0.5	0.215
>Sequence12017	0.45	0.266
>Sequence12018	0.35	0.58
>Sequence12019	0.4	0.707
>Sequence12020	0.4	0.81
>Sequence12021	0.4	0.666
>Sequence12022	0.35	0.214
>Sequence12023	0.5	0.658
>Sequence12024	0.5	0.288
>Sequence12025	0.6	0.538
>Sequence12026	0.55	0.307
>Sequence12027	0.35	0.786
>Sequence12028	0.4	0.709
>Sequence12029	0.4	0.427
>Sequence12030	0.4	0.303
>Sequence12031	0.4	0.432
>Sequence12032	0.35	0.716
>Sequence12033	0.4	0.861
>Sequence12034	0.3	0.127
>Sequence12035	0.6	0.621
>Sequence12036	0.5	0.509
>Sequence12037	0.5	0.232
>Sequence12038	0.5	0.487
>Sequence12039	0.4	0.153
>Sequence12040	0.45	0.38
>Sequence12041	0.5	0.809
>Sequence12042	0.5	0.751
>Sequence12043	0.55	0.797
>Sequence12044	0.6	0.747
>Sequence12045	0.35	0.486
>Sequence12046	0.3	0.272
>Sequence12047	0.45	0.34
>Sequence12048	0.4	0.112
>Sequence12049	0.45	0.82
>Sequence12050	0.4	0.575
>Sequence12051	0.6	0.7
>Sequence12052	0.4	0.709
>Sequence12053	0.4	0.63
>Sequence12054	0.55	0.426
>Sequence12055	0.45	0.472
>Sequence12056	0.5	0.77
>Sequence12057	0.3	0.349
>Sequence12058	0.25	0.196
>Sequence12059	0.4	0.736
>Sequence12060	0.5	0.22
>Sequence12061	0.45	0.578
>Sequence12062	0.55	0.203
>Sequence12063	0.45	0.487
>Sequence12064	0.4	0.764
>Sequence12065	0.5	0.74
>Sequence12066	0.5	0.264
>Sequence12067	0.55	0.762
>Sequence12068	0.3	0.314
>Sequence12069	0.35	0.21
>Sequence12070	0.5	0.375
>Sequence12071	0.6	0.1
>Sequence12072	0.45	0.657
>Sequence12073	0.5	0.37
>Sequence12074	0.5	0.77
>Sequence12075	0.4	0.395
>Sequence12076	0.4	0.272
>Sequence12077	0.5	0.809
>Sequence12078	0.35	0.152
>Sequence12079	0.55	0.142
>Sequence12080	0.35	0.272
>Sequence12081	0.35	0.718
>Sequence12082	0.6	0.41
>Sequence12083	0.3	0.223
>Sequence12084	0.45	0.733
>Sequence12085	0.45	0.761
>Sequence12086	0.45	0.726
>Sequence12087	0.5	0.766
>Sequence12088	0.65	0.299
>Sequence12089	0.4	0.329
>Sequence12090	0.5	0.596
>Sequence12091	0.45	0.636
>Sequence12092	0.55	0.805
>Sequence12093	0.35	0.429
>Sequence12094	0.45	0.777
>Sequence12095	0.4	0.034
>Sequence12096	0.55	0.743
>Sequence12097	0.45	0.771
>Sequence12098	0.45	0.631
>Sequence12099	0.35	0.279
>Sequence12100	0.65	0.268
