Header	RF	SVM
>Sequence15801	0.45	0.848
>Sequence15802	0.45	0.727
>Sequence15803	0.45	0.127
>Sequence15804	0.35	0.286
>Sequence15805	0.4	0.194
>Sequence15806	0.35	0.769
>Sequence15807	0.5	0.608
>Sequence15808	0.3	0.384
>Sequence15809	0.55	0.44
>Sequence15810	0.4	0.235
>Sequence15811	0.5	0.691
>Sequence15812	0.5	0.174
>Sequence15813	0.35	0.259
>Sequence15814	0.4	0.738
>Sequence15815	0.4	0.223
>Sequence15816	0.35	0.79
>Sequence15817	0.5	0.492
>Sequence15818	0.55	0.263
>Sequence15819	0.4	0.26
>Sequence15820	0.45	0.18
>Sequence15821	0.5	0.755
>Sequence15822	0.4	0.477
>Sequence15823	0.2	0.156
>Sequence15824	0.55	0.695
>Sequence15825	0.55	0.302
>Sequence15826	0.45	0.805
>Sequence15827	0.4	0.176
>Sequence15828	0.4	0.774
>Sequence15829	0.5	0.401
>Sequence15830	0.4	0.347
>Sequence15831	0.45	0.714
>Sequence15832	0.35	0.758
>Sequence15833	0.45	0.703
>Sequence15834	0.45	0.741
>Sequence15835	0.5	0.765
>Sequence15836	0.3	0.222
>Sequence15837	0.55	0.292
>Sequence15838	0.4	0.362
>Sequence15839	0.25	0.862
>Sequence15840	0.5	0.379
>Sequence15841	0.2	0.372
>Sequence15842	0.45	0.225
>Sequence15843	0.45	0.202
>Sequence15844	0.4	0.524
>Sequence15845	0.6	0.747
>Sequence15846	0.35	0.36
>Sequence15847	0.5	0.798
>Sequence15848	0.35	0.21
>Sequence15849	0.6	0.545
>Sequence15850	0.4	0.312
>Sequence15851	0.5	0.335
>Sequence15852	0.45	0.814
>Sequence15853	0.35	0.404
>Sequence15854	0.5	0.759
>Sequence15855	0.5	0.718
>Sequence15856	0.4	0.181
>Sequence15857	0.45	0.748
>Sequence15858	0.45	0.788
>Sequence15859	0.35	0.73
>Sequence15860	0.45	0.136
>Sequence15861	0.5	0.768
>Sequence15862	0.5	0.762
>Sequence15863	0.45	0.281
>Sequence15864	0.35	0.803
>Sequence15865	0.45	0.32
>Sequence15866	0.6	0.785
>Sequence15867	0.55	0.392
>Sequence15868	0.4	0.152
>Sequence15869	0.45	0.669
>Sequence15870	0.55	0.729
>Sequence15871	0.45	0.286
>Sequence15872	0.35	0.237
>Sequence15873	0.4	0.807
>Sequence15874	0.5	0.319
>Sequence15875	0.5	0.797
>Sequence15876	0.55	0.818
>Sequence15877	0.45	0.805
>Sequence15878	0.35	0.395
>Sequence15879	0.35	0.378
>Sequence15880	0.35	0.44
>Sequence15881	0.4	0.464
>Sequence15882	0.3	0.069
>Sequence15883	0.45	0.794
>Sequence15884	0.5	0.262
>Sequence15885	0.4	0.778
>Sequence15886	0.4	0.538
>Sequence15887	0.45	0.124
>Sequence15888	0.4	0.452
>Sequence15889	0.4	0.363
>Sequence15890	0.35	0.228
>Sequence15891	0.45	0.644
>Sequence15892	0.4	0.24
>Sequence15893	0.55	0.458
>Sequence15894	0.45	0.75
>Sequence15895	0.4	0.387
>Sequence15896	0.45	0.331
>Sequence15897	0.2	0.283
>Sequence15898	0.4	0.516
>Sequence15899	0.6	0.289
>Sequence15900	0.4	0.305
