Header	RF	SVM
>Sequence3901	0.4	0.741
>Sequence3902	0.4	0.277
>Sequence3903	0.6	0.738
>Sequence3904	0.5	0.167
>Sequence3905	0.55	0.487
>Sequence3906	0.45	0.793
>Sequence3907	0.45	0.746
>Sequence3908	0.3	0.312
>Sequence3909	0.4	0.819
>Sequence3910	0.4	0.659
>Sequence3911	0.45	0.601
>Sequence3912	0.35	0.266
>Sequence3913	0.55	0.19
>Sequence3914	0.5	0.43
>Sequence3915	0.45	0.745
>Sequence3916	0.35	0.183
>Sequence3917	0.35	0.702
>Sequence3918	0.4	0.13
>Sequence3919	0.45	0.441
>Sequence3920	0.4	0.321
>Sequence3921	0.55	0.171
>Sequence3922	0.4	0.741
>Sequence3923	0.45	0.509
>Sequence3924	0.4	0.461
>Sequence3925	0.45	0.134
>Sequence3926	0.5	0.593
>Sequence3927	0.3	0.082
>Sequence3928	0.55	0.097
>Sequence3929	0.4	0.785
>Sequence3930	0.45	0.773
>Sequence3931	0.45	0.274
>Sequence3932	0.4	0.153
>Sequence3933	0.55	0.779
>Sequence3934	0.4	0.445
>Sequence3935	0.4	0.595
>Sequence3936	0.35	0.701
>Sequence3937	0.45	0.727
>Sequence3938	0.55	0.851
>Sequence3939	0.4	0.167
>Sequence3940	0.4	0.698
>Sequence3941	0.45	0.472
>Sequence3942	0.4	0.589
>Sequence3943	0.6	0.381
>Sequence3944	0.35	0.728
>Sequence3945	0.55	0.34
>Sequence3946	0.4	0.434
>Sequence3947	0.55	0.878
>Sequence3948	0.45	0.754
>Sequence3949	0.35	0.697
>Sequence3950	0.4	0.316
>Sequence3951	0.35	0.622
>Sequence3952	0.4	0.553
>Sequence3953	0.35	0.273
>Sequence3954	0.55	0.29
>Sequence3955	0.4	0.484
>Sequence3956	0.5	0.559
>Sequence3957	0.45	0.74
>Sequence3958	0.45	0.086
>Sequence3959	0.6	0.394
>Sequence3960	0.35	0.491
>Sequence3961	0.35	0.258
>Sequence3962	0.45	0.335
>Sequence3963	0.4	0.632
>Sequence3964	0.45	0.713
>Sequence3965	0.45	0.614
>Sequence3966	0.4	0.286
>Sequence3967	0.5	0.595
>Sequence3968	0.45	0.649
>Sequence3969	0.45	0.209
>Sequence3970	0.6	0.237
>Sequence3971	0.45	0.268
>Sequence3972	0.25	0.256
>Sequence3973	0.45	0.307
>Sequence3974	0.4	0.753
>Sequence3975	0.5	0.305
>Sequence3976	0.45	0.762
>Sequence3977	0.35	0.165
>Sequence3978	0.65	0.308
>Sequence3979	0.4	0.429
>Sequence3980	0.45	0.742
>Sequence3981	0.35	0.107
>Sequence3982	0.45	0.703
>Sequence3983	0.55	0.772
>Sequence3984	0.6	0.412
>Sequence3985	0.4	0.662
>Sequence3986	0.5	0.406
>Sequence3987	0.3	0.294
>Sequence3988	0.4	0.286
>Sequence3989	0.5	0.172
>Sequence3990	0.45	0.808
>Sequence3991	0.4	0.433
>Sequence3992	0.4	0.732
>Sequence3993	0.4	0.601
>Sequence3994	0.45	0.197
>Sequence3995	0.45	0.165
>Sequence3996	0.5	0.721
>Sequence3997	0.45	0.271
>Sequence3998	0.5	0.392
>Sequence3999	0.4	0.259
>Sequence4000	0.35	0.623
