Header	RF	SVM
>Sequence6001	0.45	0.773
>Sequence6002	0.4	0.384
>Sequence6003	0.3	0.3
>Sequence6004	0.35	0.327
>Sequence6005	0.5	0.787
>Sequence6006	0.4	0.734
>Sequence6007	0.4	0.2
>Sequence6008	0.5	0.691
>Sequence6009	0.3	0.196
>Sequence6010	0.45	0.667
>Sequence6011	0.55	0.253
>Sequence6012	0.35	0.777
>Sequence6013	0.5	0.556
>Sequence6014	0.55	0.169
>Sequence6015	0.45	0.361
>Sequence6016	0.25	0.595
>Sequence6017	0.45	0.717
>Sequence6018	0.4	0.246
>Sequence6019	0.55	0.581
>Sequence6020	0.45	0.351
>Sequence6021	0.45	0.511
>Sequence6022	0.5	0.336
>Sequence6023	0.65	0.402
>Sequence6024	0.45	0.697
>Sequence6025	0.3	0.268
>Sequence6026	0.45	0.11
>Sequence6027	0.4	0.256
>Sequence6028	0.45	0.723
>Sequence6029	0.35	0.347
>Sequence6030	0.4	0.785
>Sequence6031	0.4	0.343
>Sequence6032	0.45	0.829
>Sequence6033	0.45	0.305
>Sequence6034	0.45	0.633
>Sequence6035	0.45	0.382
>Sequence6036	0.5	0.297
>Sequence6037	0.4	0.653
>Sequence6038	0.35	0.533
>Sequence6039	0.25	0.212
>Sequence6040	0.4	0.453
>Sequence6041	0.35	0.808
>Sequence6042	0.5	0.248
>Sequence6043	0.4	0.844
>Sequence6044	0.6	0.484
>Sequence6045	0.4	0.703
>Sequence6046	0.3	0.706
>Sequence6047	0.5	0.684
>Sequence6048	0.55	0.761
>Sequence6049	0.55	0.737
>Sequence6050	0.25	0.228
>Sequence6051	0.45	0.859
>Sequence6052	0.5	0.751
>Sequence6053	0.4	0.597
>Sequence6054	0.4	0.745
>Sequence6055	0.15	0.601
>Sequence6056	0.5	0.347
>Sequence6057	0.4	0.75
>Sequence6058	0.5	0.494
>Sequence6059	0.5	0.834
>Sequence6060	0.5	0.693
>Sequence6061	0.45	0.394
>Sequence6062	0.5	0.215
>Sequence6063	0.4	0.77
>Sequence6064	0.6	0.104
>Sequence6065	0.3	0.28
>Sequence6066	0.45	0.729
>Sequence6067	0.45	0.582
>Sequence6068	0.4	0.337
>Sequence6069	0.35	0.149
>Sequence6070	0.55	0.261
>Sequence6071	0.4	0.464
>Sequence6072	0.55	0.099
>Sequence6073	0.4	0.442
>Sequence6074	0.4	0.395
>Sequence6075	0.55	0.345
>Sequence6076	0.45	0.402
>Sequence6077	0.4	0.766
>Sequence6078	0.4	0.725
>Sequence6079	0.35	0.254
>Sequence6080	0.4	0.774
>Sequence6081	0.45	0.737
>Sequence6082	0.45	0.775
>Sequence6083	0.35	0.312
>Sequence6084	0.35	0.259
>Sequence6085	0.45	0.769
>Sequence6086	0.1	0.263
>Sequence6087	0.65	0.276
>Sequence6088	0.45	0.19
>Sequence6089	0.5	0.209
>Sequence6090	0.55	0.403
>Sequence6091	0.35	0.143
>Sequence6092	0.5	0.218
>Sequence6093	0.5	0.592
>Sequence6094	0.4	0.669
>Sequence6095	0.4	0.606
>Sequence6096	0.4	0.181
>Sequence6097	0.45	0.141
>Sequence6098	0.45	0.574
>Sequence6099	0.45	0.405
>Sequence6100	0.4	0.646
