Header	RF	SVM
>Sequence13401	0.35	0.599
>Sequence13402	0.6	0.636
>Sequence13403	0.55	0.284
>Sequence13404	0.55	0.224
>Sequence13405	0.55	0.811
>Sequence13406	0.45	0.685
>Sequence13407	0.35	0.384
>Sequence13408	0.45	0.371
>Sequence13409	0.4	0.785
>Sequence13410	0.5	0.337
>Sequence13411	0.55	0.271
>Sequence13412	0.5	0.71
>Sequence13413	0.55	0.801
>Sequence13414	0.5	0.601
>Sequence13415	0.05	0.409
>Sequence13416	0.55	0.805
>Sequence13417	0.45	0.447
>Sequence13418	0.35	0.183
>Sequence13419	0.5	0.24
>Sequence13420	0.45	0.33
>Sequence13421	0.45	0.76
>Sequence13422	0.35	0.635
>Sequence13423	0.55	0.336
>Sequence13424	0.25	0.241
>Sequence13425	0.4	0.442
>Sequence13426	0.4	0.079
>Sequence13427	0.4	0.693
>Sequence13428	0.45	0.273
>Sequence13429	0.35	0.254
>Sequence13430	0.45	0.625
>Sequence13431	0.35	0.554
>Sequence13432	0.35	0.209
>Sequence13433	0.4	0.753
>Sequence13434	0.45	0.745
>Sequence13435	0.45	0.774
>Sequence13436	0.5	0.748
>Sequence13437	0.45	0.735
>Sequence13438	0.5	0.8
>Sequence13439	0.5	0.439
>Sequence13440	0.45	0.143
>Sequence13441	0.5	0.207
>Sequence13442	0.6	0.821
>Sequence13443	0.4	0.284
>Sequence13444	0.45	0.605
>Sequence13445	0.5	0.689
>Sequence13446	0.55	0.719
>Sequence13447	0.45	0.505
>Sequence13448	0.25	0.695
>Sequence13449	0.55	0.763
>Sequence13450	0.5	0.38
>Sequence13451	0.45	0.689
>Sequence13452	0.4	0.373
>Sequence13453	0.45	0.386
>Sequence13454	0.4	0.351
>Sequence13455	0.4	0.689
>Sequence13456	0.4	0.748
>Sequence13457	0.45	0.126
>Sequence13458	0.4	0.158
>Sequence13459	0.55	0.767
>Sequence13460	0.45	0.757
>Sequence13461	0.4	0.663
>Sequence13462	0.4	0.465
>Sequence13463	0.4	0.221
>Sequence13464	0.5	0.707
>Sequence13465	0.45	0.516
>Sequence13466	0.4	0.248
>Sequence13467	0.5	0.771
>Sequence13468	0.5	0.739
>Sequence13469	0.5	0.553
>Sequence13470	0.6	0.545
>Sequence13471	0.55	0.772
>Sequence13472	0.45	0.764
>Sequence13473	0.35	0.665
>Sequence13474	0.4	0.747
>Sequence13475	0.55	0.713
>Sequence13476	0.4	0.76
>Sequence13477	0.4	0.107
>Sequence13478	0.3	0.301
>Sequence13479	0.4	0.63
>Sequence13480	0.45	0.559
>Sequence13481	0.45	0.751
>Sequence13482	0.5	0.517
>Sequence13483	0.45	0.177
>Sequence13484	0.5	0.698
>Sequence13485	0.5	0.656
>Sequence13486	0.55	0.827
>Sequence13487	0.25	0.622
>Sequence13488	0.3	0.208
>Sequence13489	0.45	0.759
>Sequence13490	0.45	0.725
>Sequence13491	0.45	0.788
>Sequence13492	0.5	0.357
>Sequence13493	0.35	0.27
>Sequence13494	0.45	0.508
>Sequence13495	0.55	0.327
>Sequence13496	0.3	0.259
>Sequence13497	0.4	0.705
>Sequence13498	0.35	0.828
>Sequence13499	0.45	0.232
>Sequence13500	0.4	0.38
