Header	RF	SVM
>Sequence13701	0.4	0.807
>Sequence13702	0.45	0.797
>Sequence13703	0.15	0.285
>Sequence13704	0.55	0.668
>Sequence13705	0.5	0.699
>Sequence13706	0.4	0.53
>Sequence13707	0.35	0.734
>Sequence13708	0.25	0.537
>Sequence13709	0.4	0.238
>Sequence13710	0.45	0.312
>Sequence13711	0.5	0.487
>Sequence13712	0.45	0.734
>Sequence13713	0.45	0.558
>Sequence13714	0.4	0.736
>Sequence13715	0.3	0.507
>Sequence13716	0.45	0.415
>Sequence13717	0.55	0.804
>Sequence13718	0.45	0.197
>Sequence13719	0.45	0.62
>Sequence13720	0.45	0.756
>Sequence13721	0.5	0.672
>Sequence13722	0.55	0.282
>Sequence13723	0.5	0.112
>Sequence13724	0.35	0.463
>Sequence13725	0.4	0.405
>Sequence13726	0.35	0.246
>Sequence13727	0.4	0.264
>Sequence13728	0.35	0.119
>Sequence13729	0.6	0.796
>Sequence13730	0.4	0.783
>Sequence13731	0.6	0.851
>Sequence13732	0.45	0.266
>Sequence13733	0.4	0.341
>Sequence13734	0.35	0.167
>Sequence13735	0.4	0.466
>Sequence13736	0.45	0.446
>Sequence13737	0.4	0.394
>Sequence13738	0.25	0.44
>Sequence13739	0.45	0.742
>Sequence13740	0.3	0.072
>Sequence13741	0.35	0.326
>Sequence13742	0.5	0.67
>Sequence13743	0.45	0.303
>Sequence13744	0.45	0.482
>Sequence13745	0.35	0.698
>Sequence13746	0.35	0.711
>Sequence13747	0.5	0.747
>Sequence13748	0.4	0.167
>Sequence13749	0.4	0.144
>Sequence13750	0.4	0.496
>Sequence13751	0.45	0.654
>Sequence13752	0.3	0.41
>Sequence13753	0.35	0.114
>Sequence13754	0.45	0.547
>Sequence13755	0.5	0.104
>Sequence13756	0.35	0.813
>Sequence13757	0.45	0.767
>Sequence13758	0.4	0.655
>Sequence13759	0.45	0.753
>Sequence13760	0.45	0.77
>Sequence13761	0.3	0.06
>Sequence13762	0.55	0.338
>Sequence13763	0.35	0.764
>Sequence13764	0.45	0.545
>Sequence13765	0.45	0.272
>Sequence13766	0.4	0.251
>Sequence13767	0.45	0.38
>Sequence13768	0.35	0.201
>Sequence13769	0.5	0.248
>Sequence13770	0.35	0.368
>Sequence13771	0.45	0.749
>Sequence13772	0.3	0.308
>Sequence13773	0.35	0.674
>Sequence13774	0.35	0.531
>Sequence13775	0.25	0.249
>Sequence13776	0.45	0.646
>Sequence13777	0.55	0.342
>Sequence13778	0.45	0.332
>Sequence13779	0.4	0.209
>Sequence13780	0.5	0.797
>Sequence13781	0.45	0.305
>Sequence13782	0.45	0.344
>Sequence13783	0.4	0.852
>Sequence13784	0.5	0.751
>Sequence13785	0.5	0.309
>Sequence13786	0.45	0.549
>Sequence13787	0.3	0.467
>Sequence13788	0.45	0.643
>Sequence13789	0.5	0.765
>Sequence13790	0.35	0.753
>Sequence13791	0.45	0.291
>Sequence13792	0.4	0.793
>Sequence13793	0.35	0.264
>Sequence13794	0.45	0.761
>Sequence13795	0.45	0.198
>Sequence13796	0.4	0.8
>Sequence13797	0.45	0.34
>Sequence13798	0.6	0.251
>Sequence13799	0.35	0.478
>Sequence13800	0.4	0.695
