Header	RF	SVM
>Sequence1101	0.45	0.351
>Sequence1102	0.35	0.175
>Sequence1103	0.45	0.207
>Sequence1104	0.45	0.224
>Sequence1105	0.35	0.527
>Sequence1106	0.6	0.405
>Sequence1107	0.45	0.79
>Sequence1108	0.4	0.143
>Sequence1109	0.45	0.588
>Sequence1110	0.45	0.347
>Sequence1111	0.45	0.712
>Sequence1112	0.5	0.779
>Sequence1113	0.55	0.201
>Sequence1114	0.4	0.277
>Sequence1115	0.45	0.727
>Sequence1116	0.55	0.438
>Sequence1117	0.45	0.759
>Sequence1118	0.55	0.176
>Sequence1119	0.35	0.8
>Sequence1120	0.45	0.596
>Sequence1121	0.5	0.727
>Sequence1122	0.3	0.359
>Sequence1123	0.3	0.308
>Sequence1124	0.45	0.365
>Sequence1125	0.55	0.511
>Sequence1126	0.45	0.162
>Sequence1127	0.4	0.692
>Sequence1128	0.45	0.693
>Sequence1129	0.4	0.73
>Sequence1130	0.35	0.559
>Sequence1131	0.5	0.288
>Sequence1132	0.5	0.794
>Sequence1133	0.4	0.302
>Sequence1134	0.45	0.325
>Sequence1135	0.35	0.207
>Sequence1136	0.45	0.503
>Sequence1137	0.35	0.374
>Sequence1138	0.4	0.444
>Sequence1139	0.35	0.502
>Sequence1140	0.4	0.638
>Sequence1141	0.45	0.798
>Sequence1142	0.4	0.394
>Sequence1143	0.45	0.269
>Sequence1144	0.55	0.264
>Sequence1145	0.55	0.734
>Sequence1146	0.35	0.149
>Sequence1147	0.5	0.282
>Sequence1148	0.5	0.758
>Sequence1149	0.55	0.749
>Sequence1150	0.45	0.112
>Sequence1151	0.45	0.39
>Sequence1152	0.55	0.184
>Sequence1153	0.3	0.36
>Sequence1154	0.45	0.615
>Sequence1155	0.55	0.301
>Sequence1156	0.45	0.213
>Sequence1157	0.7	0.232
>Sequence1158	0.45	0.346
>Sequence1159	0.45	0.216
>Sequence1160	0.4	0.665
>Sequence1161	0.5	0.121
>Sequence1162	0.5	0.73
>Sequence1163	0.5	0.652
>Sequence1164	0.3	0.122
>Sequence1165	0.4	0.411
>Sequence1166	0.35	0.318
>Sequence1167	0.5	0.224
>Sequence1168	0.45	0.294
>Sequence1169	0.35	0.581
>Sequence1170	0.45	0.199
>Sequence1171	0.4	0.814
>Sequence1172	0.45	0.28
>Sequence1173	0.4	0.359
>Sequence1174	0.55	0.69
>Sequence1175	0.5	0.445
>Sequence1176	0.45	0.191
>Sequence1177	0.45	0.789
>Sequence1178	0.4	0.279
>Sequence1179	0.3	0.134
>Sequence1180	0.5	0.288
>Sequence1181	0.45	0.68
>Sequence1182	0.5	0.351
>Sequence1183	0.45	0.702
>Sequence1184	0.45	0.664
>Sequence1185	0.45	0.315
>Sequence1186	0.45	0.397
>Sequence1187	0.3	0.073
>Sequence1188	0.35	0.387
>Sequence1189	0.45	0.207
>Sequence1190	0.45	0.642
>Sequence1191	0.45	0.121
>Sequence1192	0.5	0.707
>Sequence1193	0.45	0.263
>Sequence1194	0.4	0.693
>Sequence1195	0.35	0.118
>Sequence1196	0.45	0.738
>Sequence1197	0.45	0.294
>Sequence1198	0.45	0.23
>Sequence1199	0.55	0.613
>Sequence1200	0.55	0.594
