Header	RF	SVM
>Sequence23601	0.45	0.129
>Sequence23602	0.35	0.262
>Sequence23603	0.45	0.73
>Sequence23604	0.4	0.177
>Sequence23605	0.45	0.712
>Sequence23606	0.5	0.642
>Sequence23607	0.5	0.691
>Sequence23608	0.4	0.107
>Sequence23609	0.45	0.795
>Sequence23610	0.5	0.217
>Sequence23611	0.5	0.438
>Sequence23612	0.5	0.78
>Sequence23613	0.4	0.22
>Sequence23614	0.45	0.7
>Sequence23615	0.5	0.603
>Sequence23616	0.5	0.419
>Sequence23617	0.4	0.695
>Sequence23618	0.55	0.773
>Sequence23619	0.3	0.682
>Sequence23620	0.45	0.241
>Sequence23621	0.4	0.756
>Sequence23622	0.3	0.243
>Sequence23623	0.4	0.246
>Sequence23624	0.45	0.771
>Sequence23625	0.45	0.186
>Sequence23626	0.5	0.794
>Sequence23627	0.4	0.41
>Sequence23628	0.35	0.343
>Sequence23629	0.45	0.805
>Sequence23630	0.5	0.42
>Sequence23631	0.55	0.797
>Sequence23632	0.45	0.143
>Sequence23633	0.4	0.474
>Sequence23634	0.6	0.317
>Sequence23635	0.45	0.501
>Sequence23636	0.45	0.633
>Sequence23637	0.3	0.786
>Sequence23638	0.4	0.351
>Sequence23639	0.5	0.31
>Sequence23640	0.45	0.678
>Sequence23641	0.5	0.158
>Sequence23642	0.2	0.438
>Sequence23643	0.35	0.232
>Sequence23644	0.45	0.588
>Sequence23645	0.45	0.704
>Sequence23646	0.5	0.762
>Sequence23647	0.35	0.367
>Sequence23648	0.55	0.281
>Sequence23649	0.5	0.69
>Sequence23650	0.5	0.779
>Sequence23651	0.45	0.254
>Sequence23652	0.3	0.295
>Sequence23653	0.55	0.713
>Sequence23654	0.45	0.191
>Sequence23655	0.45	0.789
>Sequence23656	0.25	0.455
>Sequence23657	0.35	0.163
>Sequence23658	0.65	0.433
>Sequence23659	0.45	0.722
>Sequence23660	0.5	0.564
>Sequence23661	0.4	0.71
>Sequence23662	0.35	0.422
>Sequence23663	0.4	0.726
>Sequence23664	0.45	0.761
>Sequence23665	0.5	0.161
>Sequence23666	0.5	0.239
>Sequence23667	0.4	0.598
>Sequence23668	0.5	0.881
>Sequence23669	0.35	0.232
>Sequence23670	0.55	0.374
>Sequence23671	0.45	0.379
>Sequence23672	0.4	0.396
>Sequence23673	0.35	0.356
>Sequence23674	0.45	0.746
>Sequence23675	0.4	0.685
>Sequence23676	0.45	0.825
>Sequence23677	0.35	0.498
>Sequence23678	0.45	0.686
>Sequence23679	0.5	0.743
>Sequence23680	0.45	0.402
>Sequence23681	0.5	0.764
>Sequence23682	0.4	0.61
>Sequence23683	0.3	0.412
>Sequence23684	0.4	0.751
>Sequence23685	0.5	0.786
>Sequence23686	0.4	0.719
>Sequence23687	0.5	0.777
>Sequence23688	0.45	0.788
>Sequence23689	0.45	0.782
>Sequence23690	0.4	0.782
>Sequence23691	0.4	0.344
>Sequence23692	0.2	0.332
>Sequence23693	0.55	0.597
>Sequence23694	0.4	0.208
>Sequence23695	0.45	0.608
>Sequence23696	0.5	0.392
>Sequence23697	0.4	0.74
>Sequence23698	0.3	0.741
>Sequence23699	0.4	0.785
>Sequence23700	0.4	0.715
