Header	RF	SVM
>Sequence18701	0.35	0.277
>Sequence18702	0.35	0.496
>Sequence18703	0.4	0.667
>Sequence18704	0.35	0.608
>Sequence18705	0.5	0.345
>Sequence18706	0.5	0.434
>Sequence18707	0.4	0.813
>Sequence18708	0.45	0.242
>Sequence18709	0.6	0.301
>Sequence18710	0.4	0.348
>Sequence18711	0.4	0.67
>Sequence18712	0.45	0.208
>Sequence18713	0.4	0.469
>Sequence18714	0.5	0.74
>Sequence18715	0.25	0.381
>Sequence18716	0.45	0.747
>Sequence18717	0.4	0.734
>Sequence18718	0.5	0.695
>Sequence18719	0.5	0.446
>Sequence18720	0.4	0.204
>Sequence18721	0.4	0.472
>Sequence18722	0.35	0.807
>Sequence18723	0.6	0.48
>Sequence18724	0.45	0.233
>Sequence18725	0.5	0.287
>Sequence18726	0.3	0.693
>Sequence18727	0.6	0.736
>Sequence18728	0.45	0.429
>Sequence18729	0.35	0.379
>Sequence18730	0.3	0.351
>Sequence18731	0.4	0.765
>Sequence18732	0.25	0.333
>Sequence18733	0.35	0.731
>Sequence18734	0.45	0.73
>Sequence18735	0.55	0.304
>Sequence18736	0.4	0.773
>Sequence18737	0.45	0.689
>Sequence18738	0.35	0.746
>Sequence18739	0.5	0.789
>Sequence18740	0.45	0.775
>Sequence18741	0.45	0.296
>Sequence18742	0.5	0.745
>Sequence18743	0.45	0.276
>Sequence18744	0.4	0.209
>Sequence18745	0.5	0.761
>Sequence18746	0.6	0.839
>Sequence18747	0.4	0.382
>Sequence18748	0.4	0.753
>Sequence18749	0.35	0.175
>Sequence18750	0.35	0.506
>Sequence18751	0.45	0.577
>Sequence18752	0.35	0.792
>Sequence18753	0.4	0.271
>Sequence18754	0.6	0.358
>Sequence18755	0.5	0.116
>Sequence18756	0.45	0.283
>Sequence18757	0.45	0.783
>Sequence18758	0.55	0.489
>Sequence18759	0.45	0.341
>Sequence18760	0.3	0.152
>Sequence18761	0.4	0.815
>Sequence18762	0.5	0.412
>Sequence18763	0.3	0.378
>Sequence18764	0.4	0.223
>Sequence18765	0.45	0.249
>Sequence18766	0.45	0.762
>Sequence18767	0.45	0.793
>Sequence18768	0.6	0.772
>Sequence18769	0.4	0.654
>Sequence18770	0.45	0.546
>Sequence18771	0.35	0.321
>Sequence18772	0.5	0.671
>Sequence18773	0.5	0.802
>Sequence18774	0.45	0.272
>Sequence18775	0.4	0.753
>Sequence18776	0.5	0.357
>Sequence18777	0.35	0.16
>Sequence18778	0.45	0.765
>Sequence18779	0.4	0.794
>Sequence18780	0.55	0.456
>Sequence18781	0.55	0.674
>Sequence18782	0.45	0.775
>Sequence18783	0.55	0.717
>Sequence18784	0.4	0.736
>Sequence18785	0.45	0.867
>Sequence18786	0.45	0.813
>Sequence18787	0.4	0.303
>Sequence18788	0.4	0.559
>Sequence18789	0.4	0.248
>Sequence18790	0.5	0.303
>Sequence18791	0.45	0.271
>Sequence18792	0.45	0.75
>Sequence18793	0.55	0.126
>Sequence18794	0.55	0.16
>Sequence18795	0.4	0.738
>Sequence18796	0.4	0.182
>Sequence18797	0.45	0.814
>Sequence18798	0.35	0.784
>Sequence18799	0.5	0.355
>Sequence18800	0.4	0.763
