Header	RF	SVM
>Sequence21101	0.45	0.785
>Sequence21102	0.5	0.367
>Sequence21103	0.45	0.317
>Sequence21104	0.45	0.783
>Sequence21105	0.5	0.435
>Sequence21106	0.5	0.266
>Sequence21107	0.45	0.673
>Sequence21108	0.35	0.19
>Sequence21109	0.5	0.288
>Sequence21110	0.5	0.859
>Sequence21111	0.45	0.748
>Sequence21112	0.4	0.221
>Sequence21113	0.55	0.363
>Sequence21114	0.6	0.311
>Sequence21115	0.4	0.788
>Sequence21116	0.65	0.441
>Sequence21117	0.45	0.761
>Sequence21118	0.35	0.746
>Sequence21119	0.55	0.634
>Sequence21120	0.35	0.218
>Sequence21121	0.45	0.803
>Sequence21122	0.45	0.213
>Sequence21123	0.45	0.711
>Sequence21124	0.5	0.88
>Sequence21125	0.45	0.671
>Sequence21126	0.55	0.403
>Sequence21127	0.3	0.793
>Sequence21128	0.55	0.357
>Sequence21129	0.55	0.321
>Sequence21130	0.4	0.698
>Sequence21131	0.35	0.287
>Sequence21132	0.4	0.302
>Sequence21133	0.35	0.263
>Sequence21134	0.25	0.585
>Sequence21135	0.4	0.631
>Sequence21136	0.35	0.432
>Sequence21137	0.4	0.527
>Sequence21138	0.35	0.47
>Sequence21139	0.4	0.569
>Sequence21140	0.6	0.34
>Sequence21141	0.45	0.767
>Sequence21142	0.45	0.777
>Sequence21143	0.5	0.19
>Sequence21144	0.4	0.3
>Sequence21145	0.4	0.792
>Sequence21146	0.4	0.45
>Sequence21147	0.4	0.744
>Sequence21148	0.6	0.288
>Sequence21149	0.5	0.163
>Sequence21150	0.45	0.138
>Sequence21151	0.3	0.579
>Sequence21152	0.45	0.189
>Sequence21153	0.3	0.511
>Sequence21154	0.55	0.185
>Sequence21155	0.55	0.825
>Sequence21156	0.55	0.319
>Sequence21157	0.4	0.148
>Sequence21158	0.35	0.215
>Sequence21159	0.45	0.108
>Sequence21160	0.6	0.26
>Sequence21161	0.5	0.085
>Sequence21162	0.45	0.466
>Sequence21163	0.45	0.726
>Sequence21164	0.55	0.332
>Sequence21165	0.5	0.349
>Sequence21166	0.4	0.224
>Sequence21167	0.25	0.193
>Sequence21168	0.4	0.153
>Sequence21169	0.35	0.492
>Sequence21170	0.4	0.712
>Sequence21171	0.45	0.751
>Sequence21172	0.45	0.724
>Sequence21173	0.35	0.389
>Sequence21174	0.4	0.793
>Sequence21175	0.6	0.88
>Sequence21176	0.4	0.112
>Sequence21177	0.55	0.633
>Sequence21178	0.4	0.294
>Sequence21179	0.3	0.443
>Sequence21180	0.35	0.207
>Sequence21181	0.55	0.27
>Sequence21182	0.4	0.775
>Sequence21183	0.5	0.697
>Sequence21184	0.5	0.606
>Sequence21185	0.5	0.124
>Sequence21186	0.5	0.343
>Sequence21187	0.35	0.714
>Sequence21188	0.4	0.362
>Sequence21189	0.4	0.765
>Sequence21190	0.45	0.677
>Sequence21191	0.5	0.419
>Sequence21192	0.55	0.67
>Sequence21193	0.4	0.543
>Sequence21194	0.5	0.338
>Sequence21195	0.4	0.223
>Sequence21196	0.45	0.735
>Sequence21197	0.6	0.396
>Sequence21198	0.25	0.314
>Sequence21199	0.5	0.694
>Sequence21200	0.6	0.824
