Header	RF	SVM
>Sequence15901	0.45	0.728
>Sequence15902	0.35	0.186
>Sequence15903	0.4	0.33
>Sequence15904	0.4	0.202
>Sequence15905	0.45	0.548
>Sequence15906	0.3	0.404
>Sequence15907	0.45	0.817
>Sequence15908	0.35	0.66
>Sequence15909	0.5	0.256
>Sequence15910	0.45	0.147
>Sequence15911	0.4	0.286
>Sequence15912	0.3	0.44
>Sequence15913	0.4	0.632
>Sequence15914	0.4	0.806
>Sequence15915	0.5	0.787
>Sequence15916	0.35	0.092
>Sequence15917	0.3	0.229
>Sequence15918	0.35	0.713
>Sequence15919	0.35	0.564
>Sequence15920	0.5	0.753
>Sequence15921	0.4	0.765
>Sequence15922	0.45	0.446
>Sequence15923	0.45	0.671
>Sequence15924	0.5	0.479
>Sequence15925	0.45	0.25
>Sequence15926	0.6	0.292
>Sequence15927	0.35	0.78
>Sequence15928	0.45	0.776
>Sequence15929	0.45	0.267
>Sequence15930	0.4	0.772
>Sequence15931	0.4	0.299
>Sequence15932	0.45	0.705
>Sequence15933	0.35	0.359
>Sequence15934	0.45	0.217
>Sequence15935	0.65	0.329
>Sequence15936	0.5	0.496
>Sequence15937	0.45	0.679
>Sequence15938	0.55	0.67
>Sequence15939	0.35	0.341
>Sequence15940	0.45	0.421
>Sequence15941	0.55	0.738
>Sequence15942	0.5	0.425
>Sequence15943	0.5	0.227
>Sequence15944	0.5	0.564
>Sequence15945	0.45	0.655
>Sequence15946	0.35	0.385
>Sequence15947	0.55	0.347
>Sequence15948	0.5	0.855
>Sequence15949	0.45	0.352
>Sequence15950	0.3	0.333
>Sequence15951	0.4	0.779
>Sequence15952	0.4	0.721
>Sequence15953	0.45	0.66
>Sequence15954	0.4	0.683
>Sequence15955	0.45	0.723
>Sequence15956	0.4	0.29
>Sequence15957	0.35	0.627
>Sequence15958	0.45	0.361
>Sequence15959	0.45	0.323
>Sequence15960	0.55	0.404
>Sequence15961	0.6	0.829
>Sequence15962	0.35	0.705
>Sequence15963	0.4	0.615
>Sequence15964	0.6	0.15
>Sequence15965	0.5	0.532
>Sequence15966	0.55	0.316
>Sequence15967	0.45	0.76
>Sequence15968	0.45	0.587
>Sequence15969	0.45	0.647
>Sequence15970	0.4	0.199
>Sequence15971	0.25	0.106
>Sequence15972	0.6	0.791
>Sequence15973	0.45	0.801
>Sequence15974	0.45	0.777
>Sequence15975	0.5	0.276
>Sequence15976	0.4	0.192
>Sequence15977	0.5	0.43
>Sequence15978	0.3	0.428
>Sequence15979	0.6	0.376
>Sequence15980	0.45	0.81
>Sequence15981	0.5	0.06
>Sequence15982	0.5	0.606
>Sequence15983	0.4	0.674
>Sequence15984	0.35	0.439
>Sequence15985	0.35	0.454
>Sequence15986	0.35	0.348
>Sequence15987	0.45	0.859
>Sequence15988	0.4	0.286
>Sequence15989	0.55	0.408
>Sequence15990	0.5	0.132
>Sequence15991	0.5	0.301
>Sequence15992	0.5	0.75
>Sequence15993	0.5	0.707
>Sequence15994	0.4	0.782
>Sequence15995	0.45	0.357
>Sequence15996	0.5	0.41
>Sequence15997	0.45	0.582
>Sequence15998	0.4	0.307
>Sequence15999	0.45	0.216
>Sequence16000	0.35	0.15
