Header	RF	SVM
>Sequence7201	0.45	0.805
>Sequence7202	0.35	0.265
>Sequence7203	0.25	0.141
>Sequence7204	0.45	0.157
>Sequence7205	0.5	0.757
>Sequence7206	0.55	0.56
>Sequence7207	0.65	0.261
>Sequence7208	0.4	0.707
>Sequence7209	0.45	0.629
>Sequence7210	0.4	0.709
>Sequence7211	0.5	0.31
>Sequence7212	0.5	0.254
>Sequence7213	0.4	0.178
>Sequence7214	0.5	0.339
>Sequence7215	0.55	0.603
>Sequence7216	0.45	0.177
>Sequence7217	0.4	0.472
>Sequence7218	0.4	0.428
>Sequence7219	0.4	0.207
>Sequence7220	0.5	0.258
>Sequence7221	0.5	0.238
>Sequence7222	0.45	0.745
>Sequence7223	0.45	0.691
>Sequence7224	0.4	0.187
>Sequence7225	0.5	0.288
>Sequence7226	0.35	0.105
>Sequence7227	0.65	0.238
>Sequence7228	0.45	0.393
>Sequence7229	0.3	0.546
>Sequence7230	0.5	0.174
>Sequence7231	0.45	0.652
>Sequence7232	0.4	0.522
>Sequence7233	0.45	0.724
>Sequence7234	0.45	0.755
>Sequence7235	0.4	0.373
>Sequence7236	0.4	0.37
>Sequence7237	0.4	0.272
>Sequence7238	0.55	0.649
>Sequence7239	0.4	0.73
>Sequence7240	0.45	0.284
>Sequence7241	0.4	0.349
>Sequence7242	0.45	0.289
>Sequence7243	0.4	0.216
>Sequence7244	0.45	0.459
>Sequence7245	0.55	0.827
>Sequence7246	0.35	0.759
>Sequence7247	0.35	0.582
>Sequence7248	0.2	0.544
>Sequence7249	0.4	0.824
>Sequence7250	0.4	0.234
>Sequence7251	0.4	0.105
>Sequence7252	0.5	0.276
>Sequence7253	0.45	0.421
>Sequence7254	0.35	0.872
>Sequence7255	0.35	0.225
>Sequence7256	0.35	0.234
>Sequence7257	0.35	0.282
>Sequence7258	0.4	0.521
>Sequence7259	0.5	0.358
>Sequence7260	0.45	0.275
>Sequence7261	0.3	0.16
>Sequence7262	0.45	0.591
>Sequence7263	0.5	0.466
>Sequence7264	0.4	0.597
>Sequence7265	0.4	0.692
>Sequence7266	0.45	0.603
>Sequence7267	0.35	0.717
>Sequence7268	0.45	0.162
>Sequence7269	0.6	0.235
>Sequence7270	0.4	0.647
>Sequence7271	0.5	0.668
>Sequence7272	0.35	0.187
>Sequence7273	0.55	0.357
>Sequence7274	0.4	0.604
>Sequence7275	0.45	0.322
>Sequence7276	0.45	0.259
>Sequence7277	0.5	0.297
>Sequence7278	0.5	0.362
>Sequence7279	0.35	0.24
>Sequence7280	0.45	0.145
>Sequence7281	0.3	0.444
>Sequence7282	0.5	0.234
>Sequence7283	0.45	0.713
>Sequence7284	0.45	0.194
>Sequence7285	0.35	0.444
>Sequence7286	0.25	0.175
>Sequence7287	0.4	0.57
>Sequence7288	0.55	0.236
>Sequence7289	0.45	0.266
>Sequence7290	0.4	0.647
>Sequence7291	0.4	0.207
>Sequence7292	0.5	0.127
>Sequence7293	0.45	0.631
>Sequence7294	0.45	0.717
>Sequence7295	0.4	0.368
>Sequence7296	0.35	0.805
>Sequence7297	0.3	0.112
>Sequence7298	0.5	0.757
>Sequence7299	0.3	0.162
>Sequence7300	0.25	0.17
