Header	RF	SVM
>Sequence9801	0.45	0.781
>Sequence9802	0.3	0.284
>Sequence9803	0.45	0.789
>Sequence9804	0.55	0.788
>Sequence9805	0.5	0.761
>Sequence9806	0.4	0.751
>Sequence9807	0.5	0.844
>Sequence9808	0.45	0.72
>Sequence9809	0.4	0.754
>Sequence9810	0.4	0.348
>Sequence9811	0.45	0.213
>Sequence9812	0.5	0.103
>Sequence9813	0.5	0.322
>Sequence9814	0.4	0.8
>Sequence9815	0.4	0.188
>Sequence9816	0.35	0.777
>Sequence9817	0.5	0.8
>Sequence9818	0.5	0.108
>Sequence9819	0.3	0.296
>Sequence9820	0.6	0.507
>Sequence9821	0.4	0.358
>Sequence9822	0.25	0.153
>Sequence9823	0.5	0.712
>Sequence9824	0.35	0.763
>Sequence9825	0.4	0.702
>Sequence9826	0.45	0.793
>Sequence9827	0.4	0.827
>Sequence9828	0.5	0.733
>Sequence9829	0.5	0.756
>Sequence9830	0.4	0.683
>Sequence9831	0.55	0.224
>Sequence9832	0.45	0.753
>Sequence9833	0.4	0.786
>Sequence9834	0.4	0.649
>Sequence9835	0.45	0.781
>Sequence9836	0.35	0.612
>Sequence9837	0.45	0.731
>Sequence9838	0.5	0.451
>Sequence9839	0.4	0.426
>Sequence9840	0.45	0.677
>Sequence9841	0.5	0.245
>Sequence9842	0.45	0.672
>Sequence9843	0.5	0.229
>Sequence9844	0.5	0.736
>Sequence9845	0.25	0.272
>Sequence9846	0.5	0.705
>Sequence9847	0.55	0.17
>Sequence9848	0.4	0.585
>Sequence9849	0.3	0.197
>Sequence9850	0.5	0.316
>Sequence9851	0.45	0.343
>Sequence9852	0.45	0.797
>Sequence9853	0.45	0.687
>Sequence9854	0.55	0.589
>Sequence9855	0.4	0.683
>Sequence9856	0.4	0.353
>Sequence9857	0.35	0.238
>Sequence9858	0.5	0.819
>Sequence9859	0.25	0.467
>Sequence9860	0.45	0.77
>Sequence9861	0.45	0.771
>Sequence9862	0.4	0.671
>Sequence9863	0.6	0.088
>Sequence9864	0.5	0.233
>Sequence9865	0.55	0.191
>Sequence9866	0.5	0.202
>Sequence9867	0.45	0.678
>Sequence9868	0.2	0.369
>Sequence9869	0.5	0.35
>Sequence9870	0.5	0.231
>Sequence9871	0.3	0.128
>Sequence9872	0.4	0.703
>Sequence9873	0.35	0.159
>Sequence9874	0.45	0.727
>Sequence9875	0.5	0.227
>Sequence9876	0.45	0.633
>Sequence9877	0.35	0.503
>Sequence9878	0.35	0.732
>Sequence9879	0.45	0.215
>Sequence9880	0.45	0.248
>Sequence9881	0.4	0.75
>Sequence9882	0.5	0.788
>Sequence9883	0.35	0.6
>Sequence9884	0.5	0.115
>Sequence9885	0.45	0.738
>Sequence9886	0.5	0.826
>Sequence9887	0.4	0.232
>Sequence9888	0.5	0.549
>Sequence9889	0.4	0.611
>Sequence9890	0.4	0.808
>Sequence9891	0.35	0.481
>Sequence9892	0.45	0.564
>Sequence9893	0.45	0.694
>Sequence9894	0.35	0.205
>Sequence9895	0.45	0.266
>Sequence9896	0.4	0.158
>Sequence9897	0.45	0.286
>Sequence9898	0.35	0.409
>Sequence9899	0.3	0.124
>Sequence9900	0.3	0.419
