Header	RF	SVM
>Sequence11801	0.4	0.581
>Sequence11802	0.5	0.789
>Sequence11803	0.45	0.307
>Sequence11804	0.4	0.729
>Sequence11805	0.45	0.668
>Sequence11806	0.45	0.415
>Sequence11807	0.55	0.849
>Sequence11808	0.5	0.772
>Sequence11809	0.4	0.797
>Sequence11810	0.45	0.361
>Sequence11811	0.45	0.236
>Sequence11812	0.4	0.727
>Sequence11813	0.45	0.66
>Sequence11814	0.45	0.803
>Sequence11815	0.3	0.418
>Sequence11816	0.6	0.601
>Sequence11817	0.45	0.747
>Sequence11818	0.4	0.703
>Sequence11819	0.4	0.275
>Sequence11820	0.35	0.234
>Sequence11821	0.35	0.706
>Sequence11822	0.45	0.269
>Sequence11823	0.3	0.716
>Sequence11824	0.5	0.219
>Sequence11825	0.35	0.505
>Sequence11826	0.45	0.19
>Sequence11827	0.35	0.392
>Sequence11828	0.45	0.693
>Sequence11829	0.35	0.119
>Sequence11830	0.4	0.565
>Sequence11831	0.45	0.765
>Sequence11832	0.5	0.306
>Sequence11833	0.55	0.711
>Sequence11834	0.45	0.695
>Sequence11835	0.35	0.362
>Sequence11836	0.4	0.16
>Sequence11837	0.45	0.666
>Sequence11838	0.35	0.783
>Sequence11839	0.5	0.589
>Sequence11840	0.5	0.493
>Sequence11841	0.45	0.716
>Sequence11842	0.5	0.258
>Sequence11843	0.4	0.778
>Sequence11844	0.45	0.212
>Sequence11845	0.5	0.204
>Sequence11846	0.4	0.239
>Sequence11847	0.35	0.497
>Sequence11848	0.3	0.177
>Sequence11849	0.35	0.525
>Sequence11850	0.45	0.503
>Sequence11851	0.3	0.323
>Sequence11852	0.55	0.4
>Sequence11853	0.45	0.848
>Sequence11854	0.65	0.349
>Sequence11855	0.5	0.29
>Sequence11856	0.4	0.585
>Sequence11857	0.35	0.695
>Sequence11858	0.35	0.678
>Sequence11859	0.4	0.784
>Sequence11860	0.25	0.5
>Sequence11861	0.4	0.711
>Sequence11862	0.5	0.261
>Sequence11863	0.5	0.271
>Sequence11864	0.6	0.316
>Sequence11865	0.6	0.645
>Sequence11866	0.45	0.268
>Sequence11867	0.5	0.362
>Sequence11868	0.35	0.658
>Sequence11869	0.4	0.504
>Sequence11870	0.4	0.732
>Sequence11871	0.5	0.648
>Sequence11872	0.15	0.616
>Sequence11873	0.35	0.367
>Sequence11874	0.45	0.824
>Sequence11875	0.6	0.255
>Sequence11876	0.4	0.471
>Sequence11877	0.4	0.375
>Sequence11878	0.5	0.281
>Sequence11879	0.35	0.715
>Sequence11880	0.5	0.775
>Sequence11881	0.45	0.227
>Sequence11882	0.45	0.706
>Sequence11883	0.5	0.509
>Sequence11884	0.3	0.312
>Sequence11885	0.5	0.265
>Sequence11886	0.4	0.343
>Sequence11887	0.5	0.514
>Sequence11888	0.45	0.327
>Sequence11889	0.45	0.782
>Sequence11890	0.35	0.714
>Sequence11891	0.4	0.776
>Sequence11892	0.4	0.357
>Sequence11893	0.45	0.214
>Sequence11894	0.45	0.236
>Sequence11895	0.45	0.383
>Sequence11896	0.45	0.655
>Sequence11897	0.5	0.287
>Sequence11898	0.5	0.339
>Sequence11899	0.45	0.689
>Sequence11900	0.35	0.428
