Header	RF	SVM
>Sequence13301	0.4	0.771
>Sequence13302	0.5	0.219
>Sequence13303	0.55	0.75
>Sequence13304	0.45	0.784
>Sequence13305	0.3	0.105
>Sequence13306	0.45	0.598
>Sequence13307	0.5	0.726
>Sequence13308	0.4	0.286
>Sequence13309	0.6	0.256
>Sequence13310	0.3	0.345
>Sequence13311	0.55	0.596
>Sequence13312	0.35	0.837
>Sequence13313	0.25	0.46
>Sequence13314	0.35	0.599
>Sequence13315	0.25	0.43
>Sequence13316	0.35	0.26
>Sequence13317	0.5	0.717
>Sequence13318	0.35	0.318
>Sequence13319	0.5	0.683
>Sequence13320	0.45	0.149
>Sequence13321	0.45	0.642
>Sequence13322	0.5	0.183
>Sequence13323	0.4	0.741
>Sequence13324	0.4	0.676
>Sequence13325	0.5	0.734
>Sequence13326	0.5	0.334
>Sequence13327	0.45	0.728
>Sequence13328	0.3	0.354
>Sequence13329	0.45	0.652
>Sequence13330	0.45	0.164
>Sequence13331	0.45	0.393
>Sequence13332	0.4	0.06
>Sequence13333	0.4	0.594
>Sequence13334	0.35	0.123
>Sequence13335	0.5	0.759
>Sequence13336	0.5	0.744
>Sequence13337	0.55	0.385
>Sequence13338	0.55	0.844
>Sequence13339	0.4	0.659
>Sequence13340	0.35	0.638
>Sequence13341	0.55	0.349
>Sequence13342	0.5	0.189
>Sequence13343	0.4	0.713
>Sequence13344	0.35	0.128
>Sequence13345	0.4	0.228
>Sequence13346	0.4	0.15
>Sequence13347	0.25	0.617
>Sequence13348	0.55	0.408
>Sequence13349	0.45	0.639
>Sequence13350	0.2	0.217
>Sequence13351	0.45	0.675
>Sequence13352	0.3	0.541
>Sequence13353	0.45	0.783
>Sequence13354	0.5	0.656
>Sequence13355	0.5	0.833
>Sequence13356	0.4	0.237
>Sequence13357	0.4	0.635
>Sequence13358	0.4	0.255
>Sequence13359	0.45	0.42
>Sequence13360	0.4	0.457
>Sequence13361	0.45	0.727
>Sequence13362	0.45	0.554
>Sequence13363	0.45	0.665
>Sequence13364	0.4	0.842
>Sequence13365	0.4	0.401
>Sequence13366	0.25	0.159
>Sequence13367	0.55	0.195
>Sequence13368	0.3	0.178
>Sequence13369	0.45	0.616
>Sequence13370	0.4	0.789
>Sequence13371	0.45	0.766
>Sequence13372	0.45	0.757
>Sequence13373	0.5	0.293
>Sequence13374	0.35	0.281
>Sequence13375	0.35	0.724
>Sequence13376	0.45	0.741
>Sequence13377	0.5	0.433
>Sequence13378	0.5	0.819
>Sequence13379	0.45	0.809
>Sequence13380	0.4	0.509
>Sequence13381	0.5	0.741
>Sequence13382	0.35	0.217
>Sequence13383	0.35	0.507
>Sequence13384	0.5	0.576
>Sequence13385	0.4	0.616
>Sequence13386	0.45	0.23
>Sequence13387	0.3	0.178
>Sequence13388	0.3	0.441
>Sequence13389	0.4	0.684
>Sequence13390	0.45	0.332
>Sequence13391	0.4	0.6
>Sequence13392	0.5	0.683
>Sequence13393	0.45	0.254
>Sequence13394	0.45	0.776
>Sequence13395	0.55	0.199
>Sequence13396	0.35	0.622
>Sequence13397	0.5	0.822
>Sequence13398	0.3	0.205
>Sequence13399	0.6	0.201
>Sequence13400	0.5	0.709
