Header	RF	SVM
>Sequence19901	0.4	0.351
>Sequence19902	0.4	0.218
>Sequence19903	0.5	0.548
>Sequence19904	0.5	0.214
>Sequence19905	0.5	0.609
>Sequence19906	0.45	0.747
>Sequence19907	0.4	0.157
>Sequence19908	0.45	0.673
>Sequence19909	0.5	0.223
>Sequence19910	0.35	0.296
>Sequence19911	0.4	0.454
>Sequence19912	0.25	0.128
>Sequence19913	0.35	0.138
>Sequence19914	0.35	0.662
>Sequence19915	0.5	0.608
>Sequence19916	0.55	0.425
>Sequence19917	0.4	0.28
>Sequence19918	0.45	0.202
>Sequence19919	0.4	0.834
>Sequence19920	0.35	0.461
>Sequence19921	0.45	0.814
>Sequence19922	0.45	0.777
>Sequence19923	0.6	0.399
>Sequence19924	0.5	0.551
>Sequence19925	0.55	0.415
>Sequence19926	0.45	0.812
>Sequence19927	0.4	0.269
>Sequence19928	0.4	0.747
>Sequence19929	0.5	0.294
>Sequence19930	0.35	0.754
>Sequence19931	0.4	0.476
>Sequence19932	0.65	0.806
>Sequence19933	0.5	0.229
>Sequence19934	0.45	0.845
>Sequence19935	0.4	0.284
>Sequence19936	0.3	0.282
>Sequence19937	0.4	0.787
>Sequence19938	0.45	0.291
>Sequence19939	0.35	0.787
>Sequence19940	0.3	0.522
>Sequence19941	0.6	0.191
>Sequence19942	0.35	0.164
>Sequence19943	0.4	0.794
>Sequence19944	0.4	0.35
>Sequence19945	0.4	0.528
>Sequence19946	0.4	0.466
>Sequence19947	0.35	0.343
>Sequence19948	0.35	0.755
>Sequence19949	0.5	0.375
>Sequence19950	0.5	0.301
>Sequence19951	0.55	0.758
>Sequence19952	0.4	0.249
>Sequence19953	0.3	0.154
>Sequence19954	0.6	0.777
>Sequence19955	0.35	0.225
>Sequence19956	0.5	0.753
>Sequence19957	0.4	0.404
>Sequence19958	0.6	0.272
>Sequence19959	0.45	0.61
>Sequence19960	0.45	0.451
>Sequence19961	0.5	0.152
>Sequence19962	0.25	0.225
>Sequence19963	0.5	0.494
>Sequence19964	0.5	0.369
>Sequence19965	0.55	0.283
>Sequence19966	0.35	0.232
>Sequence19967	0.5	0.241
>Sequence19968	0.55	0.152
>Sequence19969	0.5	0.225
>Sequence19970	0.35	0.75
>Sequence19971	0.45	0.356
>Sequence19972	0.55	0.631
>Sequence19973	0.45	0.191
>Sequence19974	0.5	0.817
>Sequence19975	0.5	0.272
>Sequence19976	0.5	0.315
>Sequence19977	0.4	0.75
>Sequence19978	0.25	0.641
>Sequence19979	0.4	0.84
>Sequence19980	0.35	0.479
>Sequence19981	0.4	0.43
>Sequence19982	0.5	0.369
>Sequence19983	0.4	0.672
>Sequence19984	0.25	0.288
>Sequence19985	0.45	0.14
>Sequence19986	0.5	0.557
>Sequence19987	0.4	0.674
>Sequence19988	0.45	0.601
>Sequence19989	0.45	0.283
>Sequence19990	0.4	0.792
>Sequence19991	0.5	0.671
>Sequence19992	0.5	0.361
>Sequence19993	0.45	0.674
>Sequence19994	0.45	0.227
>Sequence19995	0.55	0.24
>Sequence19996	0.45	0.302
>Sequence19997	0.55	0.382
>Sequence19998	0.4	0.55
>Sequence19999	0.5	0.395
>Sequence20000	0.45	0.705
