Header	RF	SVM
>Sequence2701	0.45	0.447
>Sequence2702	0.55	0.397
>Sequence2703	0.45	0.789
>Sequence2704	0.45	0.706
>Sequence2705	0.4	0.168
>Sequence2706	0.55	0.82
>Sequence2707	0.4	0.191
>Sequence2708	0.45	0.163
>Sequence2709	0.4	0.211
>Sequence2710	0.4	0.732
>Sequence2711	0.4	0.688
>Sequence2712	0.5	0.273
>Sequence2713	0.25	0.315
>Sequence2714	0.45	0.229
>Sequence2715	0.45	0.732
>Sequence2716	0.6	0.266
>Sequence2717	0.35	0.09
>Sequence2718	0.5	0.731
>Sequence2719	0.45	0.686
>Sequence2720	0.45	0.718
>Sequence2721	0.45	0.526
>Sequence2722	0.55	0.313
>Sequence2723	0.35	0.197
>Sequence2724	0.5	0.552
>Sequence2725	0.45	0.706
>Sequence2726	0.45	0.747
>Sequence2727	0.45	0.249
>Sequence2728	0.45	0.616
>Sequence2729	0.5	0.718
>Sequence2730	0.4	0.443
>Sequence2731	0.45	0.376
>Sequence2732	0.35	0.199
>Sequence2733	0.4	0.282
>Sequence2734	0.45	0.709
>Sequence2735	0.4	0.538
>Sequence2736	0.45	0.781
>Sequence2737	0.35	0.282
>Sequence2738	0.35	0.305
>Sequence2739	0.35	0.383
>Sequence2740	0.45	0.621
>Sequence2741	0.45	0.751
>Sequence2742	0.4	0.494
>Sequence2743	0.4	0.273
>Sequence2744	0.55	0.216
>Sequence2745	0.4	0.193
>Sequence2746	0.45	0.794
>Sequence2747	0.4	0.653
>Sequence2748	0.45	0.2
>Sequence2749	0.45	0.619
>Sequence2750	0.55	0.506
>Sequence2751	0.5	0.709
>Sequence2752	0.5	0.305
>Sequence2753	0.6	0.228
>Sequence2754	0.55	0.42
>Sequence2755	0.25	0.598
>Sequence2756	0.35	0.804
>Sequence2757	0.4	0.241
>Sequence2758	0.45	0.506
>Sequence2759	0.5	0.835
>Sequence2760	0.45	0.279
>Sequence2761	0.3	0.43
>Sequence2762	0.5	0.211
>Sequence2763	0.45	0.197
>Sequence2764	0.55	0.797
>Sequence2765	0.4	0.605
>Sequence2766	0.45	0.367
>Sequence2767	0.5	0.277
>Sequence2768	0.25	0.525
>Sequence2769	0.4	0.698
>Sequence2770	0.6	0.17
>Sequence2771	0.6	0.263
>Sequence2772	0.5	0.306
>Sequence2773	0.5	0.25
>Sequence2774	0.3	0.121
>Sequence2775	0.3	0.588
>Sequence2776	0.6	0.489
>Sequence2777	0.4	0.311
>Sequence2778	0.5	0.267
>Sequence2779	0.4	0.655
>Sequence2780	0.4	0.306
>Sequence2781	0.45	0.252
>Sequence2782	0.4	0.167
>Sequence2783	0.5	0.573
>Sequence2784	0.35	0.461
>Sequence2785	0.5	0.254
>Sequence2786	0.4	0.307
>Sequence2787	0.45	0.22
>Sequence2788	0.4	0.743
>Sequence2789	0.4	0.592
>Sequence2790	0.55	0.769
>Sequence2791	0.55	0.693
>Sequence2792	0.45	0.229
>Sequence2793	0.45	0.248
>Sequence2794	0.4	0.165
>Sequence2795	0.25	0.242
>Sequence2796	0.55	0.103
>Sequence2797	0.5	0.662
>Sequence2798	0.45	0.391
>Sequence2799	0.4	0.667
>Sequence2800	0.65	0.238
