Header	RF	SVM
>Sequence11901	0.45	0.46
>Sequence11902	0.4	0.791
>Sequence11903	0.4	0.498
>Sequence11904	0.55	0.702
>Sequence11905	0.5	0.784
>Sequence11906	0.3	0.21
>Sequence11907	0.35	0.363
>Sequence11908	0.6	0.597
>Sequence11909	0.5	0.284
>Sequence11910	0.3	0.273
>Sequence11911	0.5	0.833
>Sequence11912	0.35	0.872
>Sequence11913	0.45	0.422
>Sequence11914	0.5	0.24
>Sequence11915	0.45	0.424
>Sequence11916	0.4	0.774
>Sequence11917	0.5	0.347
>Sequence11918	0.5	0.716
>Sequence11919	0.45	0.543
>Sequence11920	0.4	0.709
>Sequence11921	0.45	0.819
>Sequence11922	0.4	0.664
>Sequence11923	0.3	0.512
>Sequence11924	0.45	0.631
>Sequence11925	0.6	0.135
>Sequence11926	0.45	0.642
>Sequence11927	0.45	0.283
>Sequence11928	0.65	0.386
>Sequence11929	0.55	0.302
>Sequence11930	0.4	0.732
>Sequence11931	0.5	0.352
>Sequence11932	0.35	0.266
>Sequence11933	0.4	0.402
>Sequence11934	0.35	0.211
>Sequence11935	0.45	0.616
>Sequence11936	0.5	0.576
>Sequence11937	0.45	0.295
>Sequence11938	0.35	0.134
>Sequence11939	0.45	0.583
>Sequence11940	0.4	0.671
>Sequence11941	0.25	0.22
>Sequence11942	0.55	0.366
>Sequence11943	0.45	0.799
>Sequence11944	0.35	0.476
>Sequence11945	0.5	0.696
>Sequence11946	0.35	0.256
>Sequence11947	0.35	0.796
>Sequence11948	0.55	0.573
>Sequence11949	0.45	0.779
>Sequence11950	0.4	0.395
>Sequence11951	0.4	0.234
>Sequence11952	0.45	0.316
>Sequence11953	0.35	0.709
>Sequence11954	0.4	0.389
>Sequence11955	0.55	0.473
>Sequence11956	0.45	0.162
>Sequence11957	0.4	0.423
>Sequence11958	0.35	0.318
>Sequence11959	0.45	0.431
>Sequence11960	0.4	0.574
>Sequence11961	0.45	0.671
>Sequence11962	0.4	0.761
>Sequence11963	0.45	0.712
>Sequence11964	0.45	0.731
>Sequence11965	0.4	0.728
>Sequence11966	0.45	0.178
>Sequence11967	0.55	0.133
>Sequence11968	0.5	0.28
>Sequence11969	0.45	0.228
>Sequence11970	0.45	0.681
>Sequence11971	0.45	0.576
>Sequence11972	0.45	0.374
>Sequence11973	0.3	0.301
>Sequence11974	0.55	0.57
>Sequence11975	0.35	0.097
>Sequence11976	0.35	0.391
>Sequence11977	0.45	0.776
>Sequence11978	0.45	0.132
>Sequence11979	0.45	0.745
>Sequence11980	0.45	0.223
>Sequence11981	0.3	0.63
>Sequence11982	0.35	0.216
>Sequence11983	0.4	0.717
>Sequence11984	0.35	0.431
>Sequence11985	0.45	0.206
>Sequence11986	0.45	0.143
>Sequence11987	0.45	0.794
>Sequence11988	0.5	0.811
>Sequence11989	0.55	0.238
>Sequence11990	0.45	0.798
>Sequence11991	0.5	0.726
>Sequence11992	0.55	0.075
>Sequence11993	0.65	0.273
>Sequence11994	0.5	0.256
>Sequence11995	0.4	0.136
>Sequence11996	0.55	0.292
>Sequence11997	0.35	0.715
>Sequence11998	0.35	0.198
>Sequence11999	0.5	0.642
>Sequence12000	0.35	0.323
