Header	RF	SVM
>Sequence6801	0.4	0.4
>Sequence6802	0.6	0.213
>Sequence6803	0.6	0.342
>Sequence6804	0.4	0.771
>Sequence6805	0.45	0.439
>Sequence6806	0.45	0.79
>Sequence6807	0.45	0.446
>Sequence6808	0.45	0.226
>Sequence6809	0.45	0.787
>Sequence6810	0.45	0.433
>Sequence6811	0.4	0.808
>Sequence6812	0.6	0.432
>Sequence6813	0.65	0.163
>Sequence6814	0.55	0.189
>Sequence6815	0.3	0.385
>Sequence6816	0.4	0.843
>Sequence6817	0.45	0.719
>Sequence6818	0.6	0.399
>Sequence6819	0.5	0.796
>Sequence6820	0.4	0.699
>Sequence6821	0.4	0.416
>Sequence6822	0.55	0.822
>Sequence6823	0.6	0.467
>Sequence6824	0.4	0.509
>Sequence6825	0.6	0.481
>Sequence6826	0.4	0.736
>Sequence6827	0.45	0.441
>Sequence6828	0.4	0.302
>Sequence6829	0.45	0.785
>Sequence6830	0.45	0.642
>Sequence6831	0.45	0.265
>Sequence6832	0.5	0.125
>Sequence6833	0.45	0.34
>Sequence6834	0.55	0.468
>Sequence6835	0.45	0.698
>Sequence6836	0.5	0.615
>Sequence6837	0.45	0.799
>Sequence6838	0.6	0.592
>Sequence6839	0.5	0.786
>Sequence6840	0.3	0.648
>Sequence6841	0.4	0.595
>Sequence6842	0.55	0.502
>Sequence6843	0.45	0.775
>Sequence6844	0.55	0.783
>Sequence6845	0.4	0.722
>Sequence6846	0.35	0.049
>Sequence6847	0.5	0.156
>Sequence6848	0.45	0.813
>Sequence6849	0.2	0.482
>Sequence6850	0.35	0.585
>Sequence6851	0.35	0.279
>Sequence6852	0.5	0.703
>Sequence6853	0.35	0.458
>Sequence6854	0.45	0.769
>Sequence6855	0.4	0.818
>Sequence6856	0.45	0.765
>Sequence6857	0.4	0.278
>Sequence6858	0.4	0.305
>Sequence6859	0.2	0.345
>Sequence6860	0.45	0.155
>Sequence6861	0.4	0.74
>Sequence6862	0.35	0.806
>Sequence6863	0.3	0.156
>Sequence6864	0.5	0.698
>Sequence6865	0.45	0.688
>Sequence6866	0.5	0.439
>Sequence6867	0.3	0.213
>Sequence6868	0.4	0.605
>Sequence6869	0.5	0.671
>Sequence6870	0.5	0.266
>Sequence6871	0.4	0.315
>Sequence6872	0.4	0.402
>Sequence6873	0.45	0.697
>Sequence6874	0.45	0.331
>Sequence6875	0.55	0.58
>Sequence6876	0.5	0.186
>Sequence6877	0.5	0.285
>Sequence6878	0.4	0.157
>Sequence6879	0.4	0.811
>Sequence6880	0.45	0.475
>Sequence6881	0.5	0.704
>Sequence6882	0.4	0.248
>Sequence6883	0.55	0.791
>Sequence6884	0.3	0.202
>Sequence6885	0.5	0.254
>Sequence6886	0.5	0.502
>Sequence6887	0.35	0.084
>Sequence6888	0.35	0.259
>Sequence6889	0.45	0.685
>Sequence6890	0.55	0.312
>Sequence6891	0.45	0.274
>Sequence6892	0.45	0.177
>Sequence6893	0.25	0.159
>Sequence6894	0.4	0.649
>Sequence6895	0.4	0.463
>Sequence6896	0.45	0.338
>Sequence6897	0.35	0.334
>Sequence6898	0.4	0.755
>Sequence6899	0.35	0.21
>Sequence6900	0.4	0.723
