Header	RF	SVM
>Sequence3401	0.55	0.327
>Sequence3402	0.55	0.088
>Sequence3403	0.5	0.766
>Sequence3404	0.5	0.605
>Sequence3405	0.35	0.672
>Sequence3406	0.55	0.695
>Sequence3407	0.35	0.439
>Sequence3408	0.4	0.3
>Sequence3409	0.5	0.712
>Sequence3410	0.45	0.285
>Sequence3411	0.45	0.467
>Sequence3412	0.5	0.679
>Sequence3413	0.45	0.289
>Sequence3414	0.5	0.338
>Sequence3415	0.5	0.37
>Sequence3416	0.4	0.688
>Sequence3417	0.4	0.817
>Sequence3418	0.2	0.428
>Sequence3419	0.4	0.218
>Sequence3420	0.55	0.49
>Sequence3421	0.4	0.697
>Sequence3422	0.5	0.236
>Sequence3423	0.45	0.77
>Sequence3424	0.45	0.783
>Sequence3425	0.45	0.485
>Sequence3426	0.55	0.286
>Sequence3427	0.45	0.58
>Sequence3428	0.45	0.582
>Sequence3429	0.4	0.301
>Sequence3430	0.45	0.553
>Sequence3431	0.45	0.336
>Sequence3432	0.35	0.346
>Sequence3433	0.45	0.369
>Sequence3434	0.35	0.168
>Sequence3435	0.45	0.492
>Sequence3436	0.35	0.765
>Sequence3437	0.45	0.598
>Sequence3438	0.4	0.187
>Sequence3439	0.55	0.223
>Sequence3440	0.45	0.812
>Sequence3441	0.3	0.436
>Sequence3442	0.45	0.518
>Sequence3443	0.5	0.285
>Sequence3444	0.45	0.783
>Sequence3445	0.5	0.559
>Sequence3446	0.55	0.473
>Sequence3447	0.4	0.216
>Sequence3448	0.35	0.734
>Sequence3449	0.5	0.271
>Sequence3450	0.5	0.764
>Sequence3451	0.55	0.261
>Sequence3452	0.45	0.75
>Sequence3453	0.45	0.639
>Sequence3454	0.5	0.722
>Sequence3455	0.45	0.414
>Sequence3456	0.55	0.816
>Sequence3457	0.35	0.166
>Sequence3458	0.45	0.282
>Sequence3459	0.45	0.285
>Sequence3460	0.45	0.312
>Sequence3461	0.55	0.151
>Sequence3462	0.5	0.32
>Sequence3463	0.5	0.171
>Sequence3464	0.5	0.331
>Sequence3465	0.4	0.716
>Sequence3466	0.45	0.73
>Sequence3467	0.5	0.79
>Sequence3468	0.45	0.418
>Sequence3469	0.45	0.267
>Sequence3470	0.5	0.238
>Sequence3471	0.55	0.327
>Sequence3472	0.4	0.344
>Sequence3473	0.45	0.443
>Sequence3474	0.45	0.48
>Sequence3475	0.5	0.403
>Sequence3476	0.5	0.35
>Sequence3477	0.4	0.555
>Sequence3478	0.4	0.742
>Sequence3479	0.45	0.73
>Sequence3480	0.35	0.47
>Sequence3481	0.45	0.158
>Sequence3482	0.55	0.196
>Sequence3483	0.3	0.572
>Sequence3484	0.45	0.674
>Sequence3485	0.4	0.24
>Sequence3486	0.35	0.234
>Sequence3487	0.5	0.528
>Sequence3488	0.4	0.843
>Sequence3489	0.4	0.665
>Sequence3490	0.45	0.636
>Sequence3491	0.4	0.239
>Sequence3492	0.45	0.301
>Sequence3493	0.5	0.607
>Sequence3494	0.4	0.269
>Sequence3495	0.4	0.398
>Sequence3496	0.25	0.335
>Sequence3497	0.35	0.269
>Sequence3498	0.4	0.323
>Sequence3499	0.45	0.192
>Sequence3500	0.55	0.363
