Header	RF	SVM
>Sequence9501	0.35	0.282
>Sequence9502	0.55	0.207
>Sequence9503	0.6	0.297
>Sequence9504	0.5	0.15
>Sequence9505	0.25	0.549
>Sequence9506	0.5	0.878
>Sequence9507	0.45	0.382
>Sequence9508	0.5	0.76
>Sequence9509	0.5	0.836
>Sequence9510	0.45	0.768
>Sequence9511	0.4	0.31
>Sequence9512	0.35	0.667
>Sequence9513	0.35	0.342
>Sequence9514	0.55	0.582
>Sequence9515	0.6	0.3
>Sequence9516	0.4	0.794
>Sequence9517	0.55	0.163
>Sequence9518	0.4	0.166
>Sequence9519	0.4	0.521
>Sequence9520	0.4	0.73
>Sequence9521	0.5	0.719
>Sequence9522	0.4	0.87
>Sequence9523	0.3	0.331
>Sequence9524	0.4	0.787
>Sequence9525	0.25	0.228
>Sequence9526	0.5	0.735
>Sequence9527	0.5	0.801
>Sequence9528	0.5	0.204
>Sequence9529	0.4	0.145
>Sequence9530	0.4	0.701
>Sequence9531	0.5	0.174
>Sequence9532	0.4	0.706
>Sequence9533	0.6	0.349
>Sequence9534	0.5	0.681
>Sequence9535	0.45	0.8
>Sequence9536	0.55	0.656
>Sequence9537	0.55	0.386
>Sequence9538	0.45	0.431
>Sequence9539	0.35	0.748
>Sequence9540	0.5	0.745
>Sequence9541	0.4	0.457
>Sequence9542	0.35	0.767
>Sequence9543	0.15	0.353
>Sequence9544	0.5	0.48
>Sequence9545	0.4	0.838
>Sequence9546	0.45	0.841
>Sequence9547	0.55	0.197
>Sequence9548	0.45	0.713
>Sequence9549	0.45	0.746
>Sequence9550	0.45	0.296
>Sequence9551	0.6	0.387
>Sequence9552	0.4	0.685
>Sequence9553	0.4	0.212
>Sequence9554	0.45	0.395
>Sequence9555	0.4	0.566
>Sequence9556	0.55	0.341
>Sequence9557	0.5	0.239
>Sequence9558	0.5	0.214
>Sequence9559	0.45	0.809
>Sequence9560	0.4	0.771
>Sequence9561	0.45	0.785
>Sequence9562	0.45	0.704
>Sequence9563	0.4	0.742
>Sequence9564	0.65	0.18
>Sequence9565	0.35	0.795
>Sequence9566	0.45	0.808
>Sequence9567	0.4	0.187
>Sequence9568	0.6	0.318
>Sequence9569	0.5	0.788
>Sequence9570	0.3	0.128
>Sequence9571	0.45	0.289
>Sequence9572	0.55	0.836
>Sequence9573	0.5	0.138
>Sequence9574	0.5	0.184
>Sequence9575	0.4	0.386
>Sequence9576	0.6	0.355
>Sequence9577	0.45	0.886
>Sequence9578	0.4	0.51
>Sequence9579	0.5	0.593
>Sequence9580	0.35	0.454
>Sequence9581	0.35	0.494
>Sequence9582	0.45	0.232
>Sequence9583	0.55	0.669
>Sequence9584	0.4	0.781
>Sequence9585	0.5	0.12
>Sequence9586	0.45	0.314
>Sequence9587	0.35	0.673
>Sequence9588	0.45	0.19
>Sequence9589	0.5	0.675
>Sequence9590	0.4	0.644
>Sequence9591	0.45	0.432
>Sequence9592	0.4	0.265
>Sequence9593	0.45	0.379
>Sequence9594	0.55	0.187
>Sequence9595	0.5	0.228
>Sequence9596	0.45	0.445
>Sequence9597	0.5	0.81
>Sequence9598	0.35	0.389
>Sequence9599	0.35	0.334
>Sequence9600	0.4	0.413
