Header	RF	SVM
>Sequence17101	0.4	0.132
>Sequence17102	0.45	0.704
>Sequence17103	0.45	0.264
>Sequence17104	0.5	0.763
>Sequence17105	0.45	0.451
>Sequence17106	0.45	0.415
>Sequence17107	0.35	0.319
>Sequence17108	0.5	0.654
>Sequence17109	0.45	0.272
>Sequence17110	0.4	0.845
>Sequence17111	0.3	0.814
>Sequence17112	0.3	0.243
>Sequence17113	0.5	0.21
>Sequence17114	0.5	0.648
>Sequence17115	0.4	0.162
>Sequence17116	0.5	0.689
>Sequence17117	0.5	0.154
>Sequence17118	0.55	0.803
>Sequence17119	0.5	0.248
>Sequence17120	0.4	0.779
>Sequence17121	0.3	0.232
>Sequence17122	0.35	0.243
>Sequence17123	0.5	0.645
>Sequence17124	0.45	0.37
>Sequence17125	0.25	0.419
>Sequence17126	0.35	0.566
>Sequence17127	0.5	0.323
>Sequence17128	0.65	0.67
>Sequence17129	0.4	0.805
>Sequence17130	0.55	0.67
>Sequence17131	0.5	0.743
>Sequence17132	0.5	0.56
>Sequence17133	0.5	0.747
>Sequence17134	0.55	0.326
>Sequence17135	0.5	0.842
>Sequence17136	0.35	0.24
>Sequence17137	0.35	0.776
>Sequence17138	0.4	0.631
>Sequence17139	0.45	0.874
>Sequence17140	0.4	0.807
>Sequence17141	0.45	0.823
>Sequence17142	0.35	0.093
>Sequence17143	0.5	0.235
>Sequence17144	0.45	0.178
>Sequence17145	0.4	0.69
>Sequence17146	0.45	0.64
>Sequence17147	0.35	0.176
>Sequence17148	0.3	0.211
>Sequence17149	0.45	0.254
>Sequence17150	0.5	0.389
>Sequence17151	0.35	0.632
>Sequence17152	0.45	0.796
>Sequence17153	0.45	0.63
>Sequence17154	0.45	0.66
>Sequence17155	0.5	0.794
>Sequence17156	0.45	0.375
>Sequence17157	0.5	0.214
>Sequence17158	0.5	0.272
>Sequence17159	0.3	0.274
>Sequence17160	0.35	0.324
>Sequence17161	0.5	0.642
>Sequence17162	0.35	0.607
>Sequence17163	0.4	0.408
>Sequence17164	0.4	0.193
>Sequence17165	0.4	0.797
>Sequence17166	0.5	0.137
>Sequence17167	0.45	0.587
>Sequence17168	0.4	0.284
>Sequence17169	0.45	0.369
>Sequence17170	0.4	0.755
>Sequence17171	0.35	0.531
>Sequence17172	0.5	0.782
>Sequence17173	0.3	0.239
>Sequence17174	0.55	0.219
>Sequence17175	0.5	0.848
>Sequence17176	0.45	0.624
>Sequence17177	0.55	0.181
>Sequence17178	0.35	0.283
>Sequence17179	0.5	0.604
>Sequence17180	0.4	0.494
>Sequence17181	0.5	0.753
>Sequence17182	0.4	0.722
>Sequence17183	0.5	0.809
>Sequence17184	0.45	0.751
>Sequence17185	0.55	0.786
>Sequence17186	0.35	0.268
>Sequence17187	0.5	0.3
>Sequence17188	0.45	0.457
>Sequence17189	0.5	0.06
>Sequence17190	0.45	0.249
>Sequence17191	0.5	0.775
>Sequence17192	0.55	0.675
>Sequence17193	0.5	0.718
>Sequence17194	0.35	0.196
>Sequence17195	0.5	0.708
>Sequence17196	0.35	0.292
>Sequence17197	0.3	0.303
>Sequence17198	0.45	0.702
>Sequence17199	0.45	0.549
>Sequence17200	0.3	0.717
