Header	RF	SVM
>Sequence13101	0.5	0.7
>Sequence13102	0.5	0.789
>Sequence13103	0.55	0.267
>Sequence13104	0.55	0.75
>Sequence13105	0.5	0.349
>Sequence13106	0.45	0.707
>Sequence13107	0.3	0.612
>Sequence13108	0.5	0.297
>Sequence13109	0.45	0.185
>Sequence13110	0.4	0.333
>Sequence13111	0.55	0.764
>Sequence13112	0.3	0.321
>Sequence13113	0.5	0.75
>Sequence13114	0.5	0.397
>Sequence13115	0.45	0.764
>Sequence13116	0.35	0.616
>Sequence13117	0.35	0.225
>Sequence13118	0.4	0.695
>Sequence13119	0.2	0.207
>Sequence13120	0.5	0.303
>Sequence13121	0.45	0.207
>Sequence13122	0.5	0.703
>Sequence13123	0.35	0.789
>Sequence13124	0.5	0.7
>Sequence13125	0.4	0.328
>Sequence13126	0.3	0.628
>Sequence13127	0.45	0.59
>Sequence13128	0.4	0.561
>Sequence13129	0.45	0.328
>Sequence13130	0.6	0.289
>Sequence13131	0.45	0.48
>Sequence13132	0.35	0.437
>Sequence13133	0.55	0.337
>Sequence13134	0.35	0.112
>Sequence13135	0.45	0.678
>Sequence13136	0.55	0.645
>Sequence13137	0.4	0.798
>Sequence13138	0.5	0.137
>Sequence13139	0.3	0.431
>Sequence13140	0.4	0.386
>Sequence13141	0.5	0.761
>Sequence13142	0.45	0.213
>Sequence13143	0.25	0.192
>Sequence13144	0.6	0.444
>Sequence13145	0.55	0.623
>Sequence13146	0.25	0.372
>Sequence13147	0.55	0.67
>Sequence13148	0.3	0.542
>Sequence13149	0.45	0.584
>Sequence13150	0.35	0.742
>Sequence13151	0.4	0.055
>Sequence13152	0.55	0.204
>Sequence13153	0.45	0.719
>Sequence13154	0.45	0.486
>Sequence13155	0.6	0.392
>Sequence13156	0.3	0.103
>Sequence13157	0.5	0.798
>Sequence13158	0.35	0.542
>Sequence13159	0.4	0.354
>Sequence13160	0.45	0.692
>Sequence13161	0.6	0.308
>Sequence13162	0.45	0.226
>Sequence13163	0.5	0.217
>Sequence13164	0.35	0.404
>Sequence13165	0.45	0.771
>Sequence13166	0.5	0.747
>Sequence13167	0.55	0.685
>Sequence13168	0.45	0.39
>Sequence13169	0.45	0.756
>Sequence13170	0.5	0.486
>Sequence13171	0.4	0.731
>Sequence13172	0.35	0.149
>Sequence13173	0.5	0.618
>Sequence13174	0.4	0.679
>Sequence13175	0.5	0.187
>Sequence13176	0.65	0.433
>Sequence13177	0.45	0.186
>Sequence13178	0.35	0.091
>Sequence13179	0.45	0.276
>Sequence13180	0.35	0.258
>Sequence13181	0.35	0.797
>Sequence13182	0.45	0.789
>Sequence13183	0.4	0.482
>Sequence13184	0.3	0.375
>Sequence13185	0.55	0.313
>Sequence13186	0.45	0.322
>Sequence13187	0.4	0.662
>Sequence13188	0.45	0.688
>Sequence13189	0.5	0.486
>Sequence13190	0.5	0.707
>Sequence13191	0.5	0.681
>Sequence13192	0.5	0.359
>Sequence13193	0.5	0.32
>Sequence13194	0.4	0.577
>Sequence13195	0.45	0.34
>Sequence13196	0.5	0.784
>Sequence13197	0.6	0.354
>Sequence13198	0.45	0.799
>Sequence13199	0.45	0.769
>Sequence13200	0.45	0.579
