Header	RF	SVM
>Sequence12201	0.45	0.743
>Sequence12202	0.5	0.688
>Sequence12203	0.45	0.652
>Sequence12204	0.6	0.495
>Sequence12205	0.5	0.132
>Sequence12206	0.35	0.432
>Sequence12207	0.3	0.664
>Sequence12208	0.45	0.167
>Sequence12209	0.6	0.37
>Sequence12210	0.45	0.699
>Sequence12211	0.4	0.823
>Sequence12212	0.45	0.181
>Sequence12213	0.45	0.792
>Sequence12214	0.45	0.168
>Sequence12215	0.45	0.407
>Sequence12216	0.35	0.473
>Sequence12217	0.4	0.659
>Sequence12218	0.5	0.377
>Sequence12219	0.3	0.423
>Sequence12220	0.25	0.175
>Sequence12221	0.35	0.417
>Sequence12222	0.45	0.185
>Sequence12223	0.45	0.578
>Sequence12224	0.5	0.759
>Sequence12225	0.35	0.741
>Sequence12226	0.55	0.256
>Sequence12227	0.45	0.782
>Sequence12228	0.45	0.556
>Sequence12229	0.2	0.154
>Sequence12230	0.4	0.304
>Sequence12231	0.45	0.605
>Sequence12232	0.45	0.517
>Sequence12233	0.45	0.839
>Sequence12234	0.3	0.32
>Sequence12235	0.5	0.245
>Sequence12236	0.5	0.758
>Sequence12237	0.35	0.395
>Sequence12238	0.35	0.802
>Sequence12239	0.45	0.771
>Sequence12240	0.45	0.715
>Sequence12241	0.4	0.307
>Sequence12242	0.5	0.214
>Sequence12243	0.5	0.575
>Sequence12244	0.5	0.76
>Sequence12245	0.45	0.685
>Sequence12246	0.4	0.467
>Sequence12247	0.3	0.234
>Sequence12248	0.55	0.251
>Sequence12249	0.4	0.743
>Sequence12250	0.35	0.762
>Sequence12251	0.5	0.803
>Sequence12252	0.45	0.823
>Sequence12253	0.5	0.216
>Sequence12254	0.6	0.608
>Sequence12255	0.35	0.601
>Sequence12256	0.45	0.55
>Sequence12257	0.55	0.312
>Sequence12258	0.4	0.739
>Sequence12259	0.25	0.136
>Sequence12260	0.4	0.69
>Sequence12261	0.45	0.83
>Sequence12262	0.45	0.085
>Sequence12263	0.45	0.753
>Sequence12264	0.45	0.75
>Sequence12265	0.4	0.606
>Sequence12266	0.45	0.393
>Sequence12267	0.45	0.732
>Sequence12268	0.6	0.225
>Sequence12269	0.3	0.251
>Sequence12270	0.45	0.655
>Sequence12271	0.45	0.281
>Sequence12272	0.6	0.833
>Sequence12273	0.35	0.768
>Sequence12274	0.45	0.537
>Sequence12275	0.5	0.282
>Sequence12276	0.45	0.574
>Sequence12277	0.45	0.652
>Sequence12278	0.35	0.277
>Sequence12279	0.6	0.196
>Sequence12280	0.35	0.491
>Sequence12281	0.55	0.156
>Sequence12282	0.45	0.323
>Sequence12283	0.4	0.762
>Sequence12284	0.35	0.579
>Sequence12285	0.35	0.217
>Sequence12286	0.6	0.185
>Sequence12287	0.45	0.661
>Sequence12288	0.3	0.659
>Sequence12289	0.4	0.362
>Sequence12290	0.3	0.322
>Sequence12291	0.25	0.444
>Sequence12292	0.3	0.123
>Sequence12293	0.4	0.3
>Sequence12294	0.45	0.671
>Sequence12295	0.6	0.2
>Sequence12296	0.35	0.348
>Sequence12297	0.4	0.737
>Sequence12298	0.35	0.694
>Sequence12299	0.5	0.283
>Sequence12300	0.35	0.137
