Header	RF	SVM
>Sequence17601	0.35	0.515
>Sequence17602	0.45	0.629
>Sequence17603	0.4	0.698
>Sequence17604	0.4	0.358
>Sequence17605	0.3	0.381
>Sequence17606	0.5	0.832
>Sequence17607	0.4	0.795
>Sequence17608	0.5	0.462
>Sequence17609	0.45	0.67
>Sequence17610	0.5	0.757
>Sequence17611	0.5	0.736
>Sequence17612	0.4	0.697
>Sequence17613	0.35	0.692
>Sequence17614	0.35	0.791
>Sequence17615	0.3	0.692
>Sequence17616	0.4	0.408
>Sequence17617	0.4	0.252
>Sequence17618	0.5	0.3
>Sequence17619	0.35	0.272
>Sequence17620	0.45	0.244
>Sequence17621	0.45	0.816
>Sequence17622	0.4	0.844
>Sequence17623	0.4	0.185
>Sequence17624	0.4	0.189
>Sequence17625	0.4	0.449
>Sequence17626	0.45	0.787
>Sequence17627	0.4	0.832
>Sequence17628	0.25	0.316
>Sequence17629	0.5	0.136
>Sequence17630	0.5	0.731
>Sequence17631	0.4	0.774
>Sequence17632	0.5	0.416
>Sequence17633	0.5	0.263
>Sequence17634	0.3	0.783
>Sequence17635	0.5	0.357
>Sequence17636	0.4	0.65
>Sequence17637	0.4	0.54
>Sequence17638	0.4	0.325
>Sequence17639	0.25	0.313
>Sequence17640	0.4	0.181
>Sequence17641	0.45	0.545
>Sequence17642	0.45	0.885
>Sequence17643	0.3	0.518
>Sequence17644	0.55	0.699
>Sequence17645	0.35	0.696
>Sequence17646	0.4	0.135
>Sequence17647	0.5	0.342
>Sequence17648	0.4	0.289
>Sequence17649	0.45	0.317
>Sequence17650	0.5	0.768
>Sequence17651	0.3	0.307
>Sequence17652	0.3	0.295
>Sequence17653	0.55	0.333
>Sequence17654	0.55	0.787
>Sequence17655	0.45	0.751
>Sequence17656	0.5	0.196
>Sequence17657	0.45	0.74
>Sequence17658	0.3	0.227
>Sequence17659	0.55	0.412
>Sequence17660	0.45	0.707
>Sequence17661	0.55	0.273
>Sequence17662	0.35	0.532
>Sequence17663	0.3	0.401
>Sequence17664	0.35	0.139
>Sequence17665	0.5	0.753
>Sequence17666	0.35	0.258
>Sequence17667	0.5	0.779
>Sequence17668	0.45	0.775
>Sequence17669	0.45	0.116
>Sequence17670	0.5	0.557
>Sequence17671	0.35	0.101
>Sequence17672	0.45	0.703
>Sequence17673	0.55	0.14
>Sequence17674	0.4	0.697
>Sequence17675	0.4	0.163
>Sequence17676	0.35	0.307
>Sequence17677	0.45	0.62
>Sequence17678	0.45	0.766
>Sequence17679	0.55	0.388
>Sequence17680	0.3	0.212
>Sequence17681	0.4	0.633
>Sequence17682	0.4	0.164
>Sequence17683	0.65	0.593
>Sequence17684	0.4	0.759
>Sequence17685	0.5	0.346
>Sequence17686	0.35	0.278
>Sequence17687	0.55	0.816
>Sequence17688	0.4	0.657
>Sequence17689	0.4	0.157
>Sequence17690	0.45	0.738
>Sequence17691	0.55	0.163
>Sequence17692	0.5	0.653
>Sequence17693	0.5	0.617
>Sequence17694	0.45	0.291
>Sequence17695	0.35	0.224
>Sequence17696	0.5	0.842
>Sequence17697	0.5	0.589
>Sequence17698	0.45	0.674
>Sequence17699	0.45	0.798
>Sequence17700	0.5	0.289
