Header	RF	SVM
>Sequence17001	0.4	0.348
>Sequence17002	0.2	0.137
>Sequence17003	0.6	0.376
>Sequence17004	0.5	0.778
>Sequence17005	0.55	0.393
>Sequence17006	0.4	0.078
>Sequence17007	0.4	0.286
>Sequence17008	0.55	0.805
>Sequence17009	0.5	0.237
>Sequence17010	0.5	0.34
>Sequence17011	0.3	0.328
>Sequence17012	0.4	0.764
>Sequence17013	0.45	0.2
>Sequence17014	0.45	0.504
>Sequence17015	0.6	0.685
>Sequence17016	0.25	0.666
>Sequence17017	0.45	0.719
>Sequence17018	0.4	0.72
>Sequence17019	0.55	0.281
>Sequence17020	0.45	0.747
>Sequence17021	0.45	0.191
>Sequence17022	0.3	0.062
>Sequence17023	0.4	0.477
>Sequence17024	0.4	0.777
>Sequence17025	0.5	0.355
>Sequence17026	0.45	0.568
>Sequence17027	0.45	0.675
>Sequence17028	0.4	0.85
>Sequence17029	0.4	0.431
>Sequence17030	0.5	0.155
>Sequence17031	0.5	0.289
>Sequence17032	0.15	0.271
>Sequence17033	0.35	0.5
>Sequence17034	0.45	0.772
>Sequence17035	0.45	0.781
>Sequence17036	0.4	0.667
>Sequence17037	0.4	0.747
>Sequence17038	0.2	0.45
>Sequence17039	0.4	0.556
>Sequence17040	0.55	0.743
>Sequence17041	0.45	0.399
>Sequence17042	0.45	0.799
>Sequence17043	0.45	0.258
>Sequence17044	0.4	0.711
>Sequence17045	0.55	0.71
>Sequence17046	0.35	0.772
>Sequence17047	0.45	0.388
>Sequence17048	0.45	0.268
>Sequence17049	0.35	0.199
>Sequence17050	0.5	0.219
>Sequence17051	0.6	0.233
>Sequence17052	0.4	0.795
>Sequence17053	0.45	0.767
>Sequence17054	0.4	0.22
>Sequence17055	0.35	0.263
>Sequence17056	0.3	0.683
>Sequence17057	0.3	0.729
>Sequence17058	0.4	0.412
>Sequence17059	0.45	0.269
>Sequence17060	0.35	0.737
>Sequence17061	0.55	0.689
>Sequence17062	0.4	0.236
>Sequence17063	0.25	0.356
>Sequence17064	0.45	0.795
>Sequence17065	0.45	0.724
>Sequence17066	0.45	0.509
>Sequence17067	0.35	0.497
>Sequence17068	0.4	0.73
>Sequence17069	0.55	0.107
>Sequence17070	0.35	0.075
>Sequence17071	0.4	0.356
>Sequence17072	0.35	0.258
>Sequence17073	0.55	0.296
>Sequence17074	0.35	0.46
>Sequence17075	0.5	0.411
>Sequence17076	0.45	0.751
>Sequence17077	0.5	0.798
>Sequence17078	0.4	0.161
>Sequence17079	0.5	0.459
>Sequence17080	0.4	0.205
>Sequence17081	0.4	0.694
>Sequence17082	0.5	0.376
>Sequence17083	0.55	0.397
>Sequence17084	0.45	0.244
>Sequence17085	0.5	0.394
>Sequence17086	0.35	0.131
>Sequence17087	0.55	0.141
>Sequence17088	0.2	0.38
>Sequence17089	0.35	0.599
>Sequence17090	0.4	0.169
>Sequence17091	0.45	0.345
>Sequence17092	0.4	0.751
>Sequence17093	0.45	0.754
>Sequence17094	0.45	0.58
>Sequence17095	0.5	0.819
>Sequence17096	0.5	0.604
>Sequence17097	0.5	0.768
>Sequence17098	0.3	0.463
>Sequence17099	0.4	0.308
>Sequence17100	0.45	0.759
