Header	RF	SVM
>Sequence18501	0.25	0.699
>Sequence18502	0.55	0.794
>Sequence18503	0.25	0.549
>Sequence18504	0.45	0.75
>Sequence18505	0.45	0.664
>Sequence18506	0.4	0.389
>Sequence18507	0.5	0.643
>Sequence18508	0.4	0.254
>Sequence18509	0.5	0.812
>Sequence18510	0.4	0.628
>Sequence18511	0.4	0.163
>Sequence18512	0.45	0.733
>Sequence18513	0.4	0.526
>Sequence18514	0.5	0.298
>Sequence18515	0.4	0.729
>Sequence18516	0.45	0.798
>Sequence18517	0.5	0.804
>Sequence18518	0.4	0.598
>Sequence18519	0.25	0.358
>Sequence18520	0.5	0.803
>Sequence18521	0.2	0.478
>Sequence18522	0.4	0.578
>Sequence18523	0.35	0.781
>Sequence18524	0.4	0.721
>Sequence18525	0.35	0.421
>Sequence18526	0.45	0.234
>Sequence18527	0.6	0.691
>Sequence18528	0.4	0.45
>Sequence18529	0.5	0.831
>Sequence18530	0.45	0.605
>Sequence18531	0.4	0.512
>Sequence18532	0.35	0.486
>Sequence18533	0.3	0.518
>Sequence18534	0.5	0.597
>Sequence18535	0.5	0.822
>Sequence18536	0.4	0.502
>Sequence18537	0.25	0.111
>Sequence18538	0.5	0.166
>Sequence18539	0.5	0.261
>Sequence18540	0.4	0.171
>Sequence18541	0.45	0.331
>Sequence18542	0.4	0.698
>Sequence18543	0.4	0.82
>Sequence18544	0.4	0.198
>Sequence18545	0.6	0.398
>Sequence18546	0.45	0.154
>Sequence18547	0.55	0.815
>Sequence18548	0.55	0.299
>Sequence18549	0.35	0.077
>Sequence18550	0.35	0.074
>Sequence18551	0.45	0.492
>Sequence18552	0.45	0.747
>Sequence18553	0.45	0.421
>Sequence18554	0.55	0.351
>Sequence18555	0.45	0.738
>Sequence18556	0.45	0.703
>Sequence18557	0.55	0.579
>Sequence18558	0.45	0.467
>Sequence18559	0.5	0.303
>Sequence18560	0.5	0.379
>Sequence18561	0.45	0.778
>Sequence18562	0.35	0.716
>Sequence18563	0.5	0.789
>Sequence18564	0.4	0.491
>Sequence18565	0.4	0.621
>Sequence18566	0.4	0.792
>Sequence18567	0.5	0.686
>Sequence18568	0.45	0.633
>Sequence18569	0.4	0.274
>Sequence18570	0.45	0.235
>Sequence18571	0.6	0.56
>Sequence18572	0.45	0.741
>Sequence18573	0.45	0.303
>Sequence18574	0.45	0.11
>Sequence18575	0.55	0.194
>Sequence18576	0.5	0.361
>Sequence18577	0.4	0.628
>Sequence18578	0.55	0.798
>Sequence18579	0.4	0.615
>Sequence18580	0.65	0.33
>Sequence18581	0.45	0.476
>Sequence18582	0.45	0.766
>Sequence18583	0.45	0.642
>Sequence18584	0.5	0.615
>Sequence18585	0.6	0.411
>Sequence18586	0.4	0.578
>Sequence18587	0.45	0.286
>Sequence18588	0.4	0.668
>Sequence18589	0.35	0.353
>Sequence18590	0.35	0.776
>Sequence18591	0.55	0.866
>Sequence18592	0.5	0.812
>Sequence18593	0.5	0.688
>Sequence18594	0.4	0.575
>Sequence18595	0.45	0.838
>Sequence18596	0.5	0.222
>Sequence18597	0.35	0.175
>Sequence18598	0.5	0.426
>Sequence18599	0.45	0.233
>Sequence18600	0.4	0.701
