Header	RF	SVM
>Sequence22401	0.5	0.809
>Sequence22402	0.4	0.265
>Sequence22403	0.5	0.76
>Sequence22404	0.5	0.676
>Sequence22405	0.55	0.79
>Sequence22406	0.4	0.759
>Sequence22407	0.55	0.317
>Sequence22408	0.55	0.281
>Sequence22409	0.35	0.748
>Sequence22410	0.45	0.296
>Sequence22411	0.5	0.239
>Sequence22412	0.65	0.237
>Sequence22413	0.55	0.243
>Sequence22414	0.4	0.25
>Sequence22415	0.4	0.75
>Sequence22416	0.35	0.792
>Sequence22417	0.4	0.748
>Sequence22418	0.35	0.577
>Sequence22419	0.5	0.732
>Sequence22420	0.55	0.341
>Sequence22421	0.5	0.272
>Sequence22422	0.4	0.469
>Sequence22423	0.45	0.67
>Sequence22424	0.25	0.563
>Sequence22425	0.45	0.509
>Sequence22426	0.45	0.764
>Sequence22427	0.4	0.798
>Sequence22428	0.45	0.74
>Sequence22429	0.4	0.312
>Sequence22430	0.4	0.678
>Sequence22431	0.45	0.741
>Sequence22432	0.5	0.712
>Sequence22433	0.45	0.814
>Sequence22434	0.55	0.713
>Sequence22435	0.6	0.381
>Sequence22436	0.45	0.661
>Sequence22437	0.3	0.177
>Sequence22438	0.45	0.577
>Sequence22439	0.45	0.264
>Sequence22440	0.6	0.769
>Sequence22441	0.45	0.791
>Sequence22442	0.45	0.838
>Sequence22443	0.35	0.363
>Sequence22444	0.3	0.826
>Sequence22445	0.4	0.767
>Sequence22446	0.5	0.576
>Sequence22447	0.4	0.821
>Sequence22448	0.35	0.332
>Sequence22449	0.3	0.516
>Sequence22450	0.45	0.33
>Sequence22451	0.45	0.296
>Sequence22452	0.5	0.364
>Sequence22453	0.4	0.507
>Sequence22454	0.5	0.668
>Sequence22455	0.45	0.728
>Sequence22456	0.5	0.121
>Sequence22457	0.5	0.097
>Sequence22458	0.3	0.258
>Sequence22459	0.5	0.494
>Sequence22460	0.35	0.846
>Sequence22461	0.35	0.342
>Sequence22462	0.45	0.158
>Sequence22463	0.45	0.531
>Sequence22464	0.5	0.192
>Sequence22465	0.35	0.399
>Sequence22466	0.45	0.396
>Sequence22467	0.4	0.606
>Sequence22468	0.3	0.463
>Sequence22469	0.35	0.335
>Sequence22470	0.55	0.806
>Sequence22471	0.45	0.705
>Sequence22472	0.5	0.296
>Sequence22473	0.45	0.737
>Sequence22474	0.45	0.246
>Sequence22475	0.45	0.752
>Sequence22476	0.45	0.715
>Sequence22477	0.45	0.845
>Sequence22478	0.4	0.206
>Sequence22479	0.5	0.336
>Sequence22480	0.4	0.712
>Sequence22481	0.25	0.328
>Sequence22482	0.4	0.748
>Sequence22483	0.5	0.387
>Sequence22484	0.35	0.185
>Sequence22485	0.4	0.729
>Sequence22486	0.45	0.828
>Sequence22487	0.4	0.821
>Sequence22488	0.45	0.784
>Sequence22489	0.5	0.277
>Sequence22490	0.4	0.706
>Sequence22491	0.5	0.484
>Sequence22492	0.4	0.361
>Sequence22493	0.35	0.71
>Sequence22494	0.4	0.241
>Sequence22495	0.4	0.289
>Sequence22496	0.4	0.195
>Sequence22497	0.4	0.273
>Sequence22498	0.4	0.167
>Sequence22499	0.4	0.661
>Sequence22500	0.4	0.054
