Header	RF	SVM
>Sequence12301	0.45	0.656
>Sequence12302	0.5	0.301
>Sequence12303	0.35	0.502
>Sequence12304	0.45	0.693
>Sequence12305	0.35	0.308
>Sequence12306	0.45	0.821
>Sequence12307	0.5	0.219
>Sequence12308	0.4	0.738
>Sequence12309	0.35	0.276
>Sequence12310	0.3	0.622
>Sequence12311	0.5	0.637
>Sequence12312	0.5	0.14
>Sequence12313	0.45	0.686
>Sequence12314	0.25	0.251
>Sequence12315	0.45	0.248
>Sequence12316	0.4	0.692
>Sequence12317	0.35	0.436
>Sequence12318	0.35	0.327
>Sequence12319	0.35	0.333
>Sequence12320	0.4	0.171
>Sequence12321	0.4	0.72
>Sequence12322	0.4	0.634
>Sequence12323	0.5	0.774
>Sequence12324	0.35	0.547
>Sequence12325	0.4	0.492
>Sequence12326	0.4	0.719
>Sequence12327	0.45	0.205
>Sequence12328	0.4	0.206
>Sequence12329	0.55	0.708
>Sequence12330	0.45	0.732
>Sequence12331	0.45	0.379
>Sequence12332	0.35	0.265
>Sequence12333	0.4	0.692
>Sequence12334	0.15	0.309
>Sequence12335	0.45	0.791
>Sequence12336	0.4	0.723
>Sequence12337	0.45	0.277
>Sequence12338	0.4	0.41
>Sequence12339	0.5	0.309
>Sequence12340	0.45	0.744
>Sequence12341	0.3	0.25
>Sequence12342	0.35	0.714
>Sequence12343	0.4	0.752
>Sequence12344	0.6	0.755
>Sequence12345	0.4	0.543
>Sequence12346	0.3	0.679
>Sequence12347	0.3	0.21
>Sequence12348	0.55	0.101
>Sequence12349	0.45	0.812
>Sequence12350	0.4	0.213
>Sequence12351	0.5	0.216
>Sequence12352	0.5	0.697
>Sequence12353	0.5	0.745
>Sequence12354	0.45	0.194
>Sequence12355	0.4	0.618
>Sequence12356	0.4	0.266
>Sequence12357	0.45	0.747
>Sequence12358	0.45	0.223
>Sequence12359	0.4	0.674
>Sequence12360	0.4	0.56
>Sequence12361	0.5	0.566
>Sequence12362	0.35	0.401
>Sequence12363	0.5	0.664
>Sequence12364	0.5	0.076
>Sequence12365	0.45	0.262
>Sequence12366	0.45	0.792
>Sequence12367	0.45	0.8
>Sequence12368	0.5	0.758
>Sequence12369	0.5	0.279
>Sequence12370	0.5	0.418
>Sequence12371	0.5	0.385
>Sequence12372	0.6	0.375
>Sequence12373	0.3	0.41
>Sequence12374	0.45	0.717
>Sequence12375	0.3	0.185
>Sequence12376	0.35	0.791
>Sequence12377	0.45	0.616
>Sequence12378	0.4	0.153
>Sequence12379	0.4	0.314
>Sequence12380	0.45	0.854
>Sequence12381	0.45	0.359
>Sequence12382	0.5	0.141
>Sequence12383	0.45	0.209
>Sequence12384	0.4	0.104
>Sequence12385	0.25	0.277
>Sequence12386	0.5	0.786
>Sequence12387	0.4	0.536
>Sequence12388	0.55	0.266
>Sequence12389	0.55	0.321
>Sequence12390	0.4	0.817
>Sequence12391	0.4	0.78
>Sequence12392	0.55	0.811
>Sequence12393	0.3	0.151
>Sequence12394	0.5	0.208
>Sequence12395	0.5	0.744
>Sequence12396	0.4	0.754
>Sequence12397	0.4	0.196
>Sequence12398	0.6	0.186
>Sequence12399	0.4	0.743
>Sequence12400	0.35	0.438
