Header	RF	SVM
>Sequence12401	0.4	0.698
>Sequence12402	0.5	0.814
>Sequence12403	0.3	0.163
>Sequence12404	0.4	0.709
>Sequence12405	0.55	0.224
>Sequence12406	0.4	0.459
>Sequence12407	0.4	0.744
>Sequence12408	0.45	0.244
>Sequence12409	0.55	0.831
>Sequence12410	0.5	0.797
>Sequence12411	0.45	0.382
>Sequence12412	0.4	0.74
>Sequence12413	0.45	0.697
>Sequence12414	0.45	0.378
>Sequence12415	0.55	0.416
>Sequence12416	0.4	0.354
>Sequence12417	0.45	0.226
>Sequence12418	0.45	0.658
>Sequence12419	0.5	0.718
>Sequence12420	0.5	0.646
>Sequence12421	0.4	0.69
>Sequence12422	0.5	0.157
>Sequence12423	0.35	0.221
>Sequence12424	0.4	0.696
>Sequence12425	0.5	0.414
>Sequence12426	0.5	0.497
>Sequence12427	0.45	0.306
>Sequence12428	0.45	0.273
>Sequence12429	0.4	0.7
>Sequence12430	0.5	0.169
>Sequence12431	0.55	0.393
>Sequence12432	0.45	0.266
>Sequence12433	0.45	0.171
>Sequence12434	0.35	0.706
>Sequence12435	0.45	0.78
>Sequence12436	0.45	0.428
>Sequence12437	0.45	0.094
>Sequence12438	0.4	0.76
>Sequence12439	0.5	0.278
>Sequence12440	0.45	0.231
>Sequence12441	0.4	0.239
>Sequence12442	0.5	0.519
>Sequence12443	0.4	0.745
>Sequence12444	0.4	0.164
>Sequence12445	0.45	0.516
>Sequence12446	0.5	0.294
>Sequence12447	0.5	0.808
>Sequence12448	0.4	0.73
>Sequence12449	0.5	0.673
>Sequence12450	0.45	0.704
>Sequence12451	0.35	0.367
>Sequence12452	0.4	0.777
>Sequence12453	0.4	0.285
>Sequence12454	0.4	0.743
>Sequence12455	0.3	0.395
>Sequence12456	0.4	0.326
>Sequence12457	0.35	0.179
>Sequence12458	0.35	0.314
>Sequence12459	0.45	0.798
>Sequence12460	0.4	0.272
>Sequence12461	0.3	0.237
>Sequence12462	0.45	0.77
>Sequence12463	0.55	0.335
>Sequence12464	0.3	0.515
>Sequence12465	0.55	0.203
>Sequence12466	0.35	0.236
>Sequence12467	0.5	0.859
>Sequence12468	0.45	0.293
>Sequence12469	0.35	0.382
>Sequence12470	0.35	0.168
>Sequence12471	0.45	0.309
>Sequence12472	0.45	0.745
>Sequence12473	0.45	0.261
>Sequence12474	0.6	0.295
>Sequence12475	0.4	0.603
>Sequence12476	0.55	0.255
>Sequence12477	0.35	0.465
>Sequence12478	0.35	0.087
>Sequence12479	0.5	0.554
>Sequence12480	0.55	0.821
>Sequence12481	0.3	0.175
>Sequence12482	0.45	0.709
>Sequence12483	0.45	0.157
>Sequence12484	0.35	0.211
>Sequence12485	0.35	0.72
>Sequence12486	0.45	0.714
>Sequence12487	0.45	0.759
>Sequence12488	0.45	0.155
>Sequence12489	0.35	0.538
>Sequence12490	0.4	0.281
>Sequence12491	0.45	0.294
>Sequence12492	0.35	0.645
>Sequence12493	0.35	0.189
>Sequence12494	0.5	0.176
>Sequence12495	0.4	0.672
>Sequence12496	0.5	0.789
>Sequence12497	0.25	0.336
>Sequence12498	0.5	0.216
>Sequence12499	0.35	0.253
>Sequence12500	0.3	0.195
