Header	RF	SVM
>Sequence18401	0.5	0.727
>Sequence18402	0.4	0.743
>Sequence18403	0.45	0.662
>Sequence18404	0.4	0.526
>Sequence18405	0.5	0.362
>Sequence18406	0.35	0.245
>Sequence18407	0.4	0.308
>Sequence18408	0.4	0.745
>Sequence18409	0.25	0.138
>Sequence18410	0.5	0.341
>Sequence18411	0.5	0.648
>Sequence18412	0.45	0.155
>Sequence18413	0.5	0.375
>Sequence18414	0.45	0.647
>Sequence18415	0.5	0.398
>Sequence18416	0.4	0.691
>Sequence18417	0.45	0.347
>Sequence18418	0.4	0.74
>Sequence18419	0.45	0.416
>Sequence18420	0.6	0.684
>Sequence18421	0.5	0.622
>Sequence18422	0.45	0.619
>Sequence18423	0.4	0.285
>Sequence18424	0.5	0.353
>Sequence18425	0.45	0.189
>Sequence18426	0.4	0.606
>Sequence18427	0.4	0.825
>Sequence18428	0.55	0.347
>Sequence18429	0.45	0.237
>Sequence18430	0.4	0.708
>Sequence18431	0.45	0.726
>Sequence18432	0.4	0.328
>Sequence18433	0.45	0.519
>Sequence18434	0.4	0.781
>Sequence18435	0.45	0.296
>Sequence18436	0.45	0.834
>Sequence18437	0.15	0.51
>Sequence18438	0.45	0.786
>Sequence18439	0.5	0.829
>Sequence18440	0.35	0.795
>Sequence18441	0.6	0.848
>Sequence18442	0.45	0.46
>Sequence18443	0.4	0.692
>Sequence18444	0.45	0.701
>Sequence18445	0.45	0.271
>Sequence18446	0.45	0.599
>Sequence18447	0.3	0.151
>Sequence18448	0.4	0.605
>Sequence18449	0.45	0.818
>Sequence18450	0.35	0.366
>Sequence18451	0.4	0.257
>Sequence18452	0.45	0.781
>Sequence18453	0.35	0.173
>Sequence18454	0.6	0.618
>Sequence18455	0.45	0.819
>Sequence18456	0.35	0.558
>Sequence18457	0.5	0.737
>Sequence18458	0.55	0.224
>Sequence18459	0.35	0.77
>Sequence18460	0.5	0.202
>Sequence18461	0.5	0.723
>Sequence18462	0.4	0.176
>Sequence18463	0.35	0.367
>Sequence18464	0.35	0.519
>Sequence18465	0.4	0.359
>Sequence18466	0.55	0.752
>Sequence18467	0.4	0.499
>Sequence18468	0.5	0.754
>Sequence18469	0.4	0.708
>Sequence18470	0.5	0.562
>Sequence18471	0.4	0.265
>Sequence18472	0.4	0.708
>Sequence18473	0.5	0.166
>Sequence18474	0.35	0.334
>Sequence18475	0.45	0.819
>Sequence18476	0.45	0.442
>Sequence18477	0.4	0.24
>Sequence18478	0.4	0.121
>Sequence18479	0.35	0.782
>Sequence18480	0.45	0.768
>Sequence18481	0.45	0.679
>Sequence18482	0.4	0.233
>Sequence18483	0.5	0.293
>Sequence18484	0.5	0.773
>Sequence18485	0.5	0.668
>Sequence18486	0.45	0.728
>Sequence18487	0.5	0.483
>Sequence18488	0.55	0.62
>Sequence18489	0.45	0.266
>Sequence18490	0.5	0.355
>Sequence18491	0.45	0.813
>Sequence18492	0.35	0.21
>Sequence18493	0.45	0.744
>Sequence18494	0.4	0.265
>Sequence18495	0.5	0.257
>Sequence18496	0.4	0.772
>Sequence18497	0.45	0.511
>Sequence18498	0.55	0.806
>Sequence18499	0.45	0.813
>Sequence18500	0.45	0.197
