Header	RF	SVM
>Sequence15301	0.4	0.751
>Sequence15302	0.35	0.16
>Sequence15303	0.45	0.708
>Sequence15304	0.4	0.71
>Sequence15305	0.5	0.754
>Sequence15306	0.35	0.546
>Sequence15307	0.55	0.731
>Sequence15308	0.5	0.154
>Sequence15309	0.45	0.614
>Sequence15310	0.45	0.367
>Sequence15311	0.4	0.18
>Sequence15312	0.5	0.791
>Sequence15313	0.3	0.137
>Sequence15314	0.45	0.67
>Sequence15315	0.5	0.749
>Sequence15316	0.5	0.725
>Sequence15317	0.35	0.066
>Sequence15318	0.4	0.747
>Sequence15319	0.3	0.332
>Sequence15320	0.45	0.749
>Sequence15321	0.25	0.07
>Sequence15322	0.45	0.202
>Sequence15323	0.55	0.435
>Sequence15324	0.35	0.375
>Sequence15325	0.4	0.256
>Sequence15326	0.45	0.645
>Sequence15327	0.4	0.606
>Sequence15328	0.45	0.626
>Sequence15329	0.5	0.267
>Sequence15330	0.5	0.39
>Sequence15331	0.4	0.687
>Sequence15332	0.45	0.719
>Sequence15333	0.5	0.1
>Sequence15334	0.45	0.321
>Sequence15335	0.4	0.562
>Sequence15336	0.35	0.186
>Sequence15337	0.45	0.61
>Sequence15338	0.5	0.776
>Sequence15339	0.4	0.698
>Sequence15340	0.5	0.258
>Sequence15341	0.45	0.777
>Sequence15342	0.45	0.542
>Sequence15343	0.55	0.169
>Sequence15344	0.55	0.404
>Sequence15345	0.3	0.828
>Sequence15346	0.5	0.301
>Sequence15347	0.35	0.437
>Sequence15348	0.5	0.284
>Sequence15349	0.35	0.246
>Sequence15350	0.5	0.298
>Sequence15351	0.4	0.561
>Sequence15352	0.45	0.778
>Sequence15353	0.5	0.181
>Sequence15354	0.45	0.318
>Sequence15355	0.55	0.711
>Sequence15356	0.15	0.223
>Sequence15357	0.5	0.646
>Sequence15358	0.4	0.424
>Sequence15359	0.55	0.251
>Sequence15360	0.4	0.758
>Sequence15361	0.4	0.755
>Sequence15362	0.4	0.756
>Sequence15363	0.6	0.313
>Sequence15364	0.3	0.059
>Sequence15365	0.3	0.201
>Sequence15366	0.55	0.393
>Sequence15367	0.4	0.264
>Sequence15368	0.3	0.053
>Sequence15369	0.4	0.645
>Sequence15370	0.45	0.241
>Sequence15371	0.45	0.774
>Sequence15372	0.55	0.279
>Sequence15373	0.4	0.14
>Sequence15374	0.35	0.135
>Sequence15375	0.55	0.784
>Sequence15376	0.25	0.343
>Sequence15377	0.45	0.782
>Sequence15378	0.4	0.785
>Sequence15379	0.4	0.152
>Sequence15380	0.35	0.732
>Sequence15381	0.4	0.646
>Sequence15382	0.4	0.698
>Sequence15383	0.5	0.786
>Sequence15384	0.45	0.648
>Sequence15385	0.4	0.821
>Sequence15386	0.5	0.757
>Sequence15387	0.5	0.723
>Sequence15388	0.4	0.327
>Sequence15389	0.4	0.721
>Sequence15390	0.4	0.482
>Sequence15391	0.45	0.817
>Sequence15392	0.45	0.599
>Sequence15393	0.4	0.726
>Sequence15394	0.4	0.199
>Sequence15395	0.6	0.267
>Sequence15396	0.45	0.673
>Sequence15397	0.45	0.77
>Sequence15398	0.5	0.706
>Sequence15399	0.45	0.763
>Sequence15400	0.45	0.765
