Header	RF	SVM
>Sequence19201	0.45	0.301
>Sequence19202	0.55	0.859
>Sequence19203	0.45	0.796
>Sequence19204	0.45	0.746
>Sequence19205	0.55	0.502
>Sequence19206	0.4	0.684
>Sequence19207	0.55	0.819
>Sequence19208	0.4	0.632
>Sequence19209	0.55	0.353
>Sequence19210	0.5	0.659
>Sequence19211	0.45	0.745
>Sequence19212	0.4	0.658
>Sequence19213	0.45	0.757
>Sequence19214	0.6	0.168
>Sequence19215	0.5	0.764
>Sequence19216	0.25	0.364
>Sequence19217	0.4	0.755
>Sequence19218	0.5	0.338
>Sequence19219	0.35	0.344
>Sequence19220	0.25	0.552
>Sequence19221	0.4	0.256
>Sequence19222	0.5	0.859
>Sequence19223	0.45	0.371
>Sequence19224	0.5	0.559
>Sequence19225	0.45	0.649
>Sequence19226	0.5	0.759
>Sequence19227	0.55	0.233
>Sequence19228	0.45	0.254
>Sequence19229	0.45	0.184
>Sequence19230	0.45	0.333
>Sequence19231	0.3	0.215
>Sequence19232	0.45	0.657
>Sequence19233	0.5	0.744
>Sequence19234	0.4	0.798
>Sequence19235	0.4	0.767
>Sequence19236	0.3	0.353
>Sequence19237	0.25	0.077
>Sequence19238	0.3	0.164
>Sequence19239	0.5	0.157
>Sequence19240	0.5	0.82
>Sequence19241	0.45	0.654
>Sequence19242	0.45	0.642
>Sequence19243	0.35	0.665
>Sequence19244	0.45	0.298
>Sequence19245	0.6	0.318
>Sequence19246	0.35	0.198
>Sequence19247	0.25	0.355
>Sequence19248	0.35	0.29
>Sequence19249	0.45	0.188
>Sequence19250	0.4	0.856
>Sequence19251	0.6	0.8
>Sequence19252	0.55	0.264
>Sequence19253	0.25	0.532
>Sequence19254	0.4	0.633
>Sequence19255	0.35	0.746
>Sequence19256	0.45	0.816
>Sequence19257	0.4	0.592
>Sequence19258	0.55	0.77
>Sequence19259	0.25	0.047
>Sequence19260	0.3	0.312
>Sequence19261	0.45	0.127
>Sequence19262	0.3	0.171
>Sequence19263	0.5	0.337
>Sequence19264	0.45	0.455
>Sequence19265	0.45	0.323
>Sequence19266	0.45	0.32
>Sequence19267	0.35	0.093
>Sequence19268	0.45	0.451
>Sequence19269	0.3	0.556
>Sequence19270	0.45	0.543
>Sequence19271	0.45	0.82
>Sequence19272	0.55	0.324
>Sequence19273	0.4	0.627
>Sequence19274	0.45	0.732
>Sequence19275	0.45	0.128
>Sequence19276	0.55	0.201
>Sequence19277	0.3	0.184
>Sequence19278	0.3	0.208
>Sequence19279	0.45	0.189
>Sequence19280	0.4	0.425
>Sequence19281	0.5	0.679
>Sequence19282	0.55	0.804
>Sequence19283	0.5	0.808
>Sequence19284	0.4	0.723
>Sequence19285	0.4	0.389
>Sequence19286	0.4	0.694
>Sequence19287	0.3	0.381
>Sequence19288	0.6	0.823
>Sequence19289	0.45	0.455
>Sequence19290	0.6	0.792
>Sequence19291	0.5	0.738
>Sequence19292	0.35	0.554
>Sequence19293	0.45	0.771
>Sequence19294	0.4	0.746
>Sequence19295	0.45	0.752
>Sequence19296	0.45	0.634
>Sequence19297	0.35	0.544
>Sequence19298	0.45	0.519
>Sequence19299	0.5	0.722
>Sequence19300	0.3	0.437
