Header	RF	SVM
>Sequence7001	0.4	0.65
>Sequence7002	0.45	0.317
>Sequence7003	0.35	0.332
>Sequence7004	0.45	0.746
>Sequence7005	0.5	0.819
>Sequence7006	0.45	0.358
>Sequence7007	0.5	0.244
>Sequence7008	0.55	0.644
>Sequence7009	0.45	0.244
>Sequence7010	0.4	0.73
>Sequence7011	0.5	0.739
>Sequence7012	0.4	0.351
>Sequence7013	0.5	0.606
>Sequence7014	0.5	0.312
>Sequence7015	0.45	0.44
>Sequence7016	0.4	0.335
>Sequence7017	0.4	0.225
>Sequence7018	0.4	0.33
>Sequence7019	0.55	0.694
>Sequence7020	0.5	0.696
>Sequence7021	0.45	0.13
>Sequence7022	0.45	0.346
>Sequence7023	0.6	0.277
>Sequence7024	0.45	0.688
>Sequence7025	0.35	0.293
>Sequence7026	0.4	0.649
>Sequence7027	0.55	0.702
>Sequence7028	0.4	0.425
>Sequence7029	0.5	0.581
>Sequence7030	0.3	0.517
>Sequence7031	0.55	0.188
>Sequence7032	0.35	0.164
>Sequence7033	0.35	0.46
>Sequence7034	0.55	0.805
>Sequence7035	0.3	0.63
>Sequence7036	0.55	0.321
>Sequence7037	0.35	0.252
>Sequence7038	0.4	0.587
>Sequence7039	0.4	0.672
>Sequence7040	0.4	0.257
>Sequence7041	0.5	0.76
>Sequence7042	0.45	0.473
>Sequence7043	0.35	0.52
>Sequence7044	0.35	0.28
>Sequence7045	0.45	0.546
>Sequence7046	0.35	0.251
>Sequence7047	0.45	0.266
>Sequence7048	0.55	0.663
>Sequence7049	0.55	0.199
>Sequence7050	0.45	0.672
>Sequence7051	0.45	0.81
>Sequence7052	0.4	0.646
>Sequence7053	0.5	0.206
>Sequence7054	0.35	0.332
>Sequence7055	0.45	0.775
>Sequence7056	0.45	0.205
>Sequence7057	0.4	0.785
>Sequence7058	0.5	0.428
>Sequence7059	0.2	0.313
>Sequence7060	0.35	0.581
>Sequence7061	0.55	0.657
>Sequence7062	0.5	0.756
>Sequence7063	0.4	0.681
>Sequence7064	0.55	0.784
>Sequence7065	0.55	0.272
>Sequence7066	0.5	0.794
>Sequence7067	0.5	0.336
>Sequence7068	0.45	0.361
>Sequence7069	0.55	0.245
>Sequence7070	0.45	0.268
>Sequence7071	0.5	0.098
>Sequence7072	0.5	0.81
>Sequence7073	0.4	0.359
>Sequence7074	0.5	0.802
>Sequence7075	0.45	0.815
>Sequence7076	0.4	0.582
>Sequence7077	0.45	0.166
>Sequence7078	0.4	0.189
>Sequence7079	0.45	0.778
>Sequence7080	0.45	0.76
>Sequence7081	0.4	0.542
>Sequence7082	0.45	0.308
>Sequence7083	0.45	0.367
>Sequence7084	0.5	0.353
>Sequence7085	0.35	0.12
>Sequence7086	0.4	0.521
>Sequence7087	0.45	0.709
>Sequence7088	0.5	0.378
>Sequence7089	0.4	0.227
>Sequence7090	0.45	0.794
>Sequence7091	0.45	0.463
>Sequence7092	0.3	0.111
>Sequence7093	0.5	0.356
>Sequence7094	0.4	0.798
>Sequence7095	0.25	0.171
>Sequence7096	0.45	0.803
>Sequence7097	0.6	0.383
>Sequence7098	0.55	0.186
>Sequence7099	0.4	0.14
>Sequence7100	0.5	0.197
