Header	RF	SVM
>Sequence20001	0.4	0.27
>Sequence20002	0.4	0.69
>Sequence20003	0.55	0.212
>Sequence20004	0.45	0.455
>Sequence20005	0.45	0.495
>Sequence20006	0.4	0.435
>Sequence20007	0.5	0.802
>Sequence20008	0.45	0.355
>Sequence20009	0.35	0.104
>Sequence20010	0.25	0.137
>Sequence20011	0.45	0.406
>Sequence20012	0.45	0.571
>Sequence20013	0.5	0.611
>Sequence20014	0.5	0.361
>Sequence20015	0.6	0.831
>Sequence20016	0.55	0.609
>Sequence20017	0.5	0.745
>Sequence20018	0.6	0.163
>Sequence20019	0.35	0.378
>Sequence20020	0.3	0.332
>Sequence20021	0.6	0.772
>Sequence20022	0.35	0.656
>Sequence20023	0.3	0.161
>Sequence20024	0.5	0.528
>Sequence20025	0.5	0.789
>Sequence20026	0.5	0.209
>Sequence20027	0.4	0.263
>Sequence20028	0.4	0.811
>Sequence20029	0.45	0.76
>Sequence20030	0.55	0.059
>Sequence20031	0.6	0.672
>Sequence20032	0.4	0.693
>Sequence20033	0.55	0.663
>Sequence20034	0.45	0.714
>Sequence20035	0.4	0.728
>Sequence20036	0.45	0.704
>Sequence20037	0.5	0.732
>Sequence20038	0.55	0.166
>Sequence20039	0.45	0.176
>Sequence20040	0.45	0.488
>Sequence20041	0.45	0.711
>Sequence20042	0.55	0.212
>Sequence20043	0.4	0.518
>Sequence20044	0.3	0.695
>Sequence20045	0.35	0.152
>Sequence20046	0.45	0.61
>Sequence20047	0.6	0.515
>Sequence20048	0.55	0.408
>Sequence20049	0.35	0.549
>Sequence20050	0.4	0.31
>Sequence20051	0.45	0.334
>Sequence20052	0.4	0.688
>Sequence20053	0.45	0.532
>Sequence20054	0.35	0.331
>Sequence20055	0.4	0.69
>Sequence20056	0.45	0.654
>Sequence20057	0.25	0.278
>Sequence20058	0.4	0.14
>Sequence20059	0.3	0.41
>Sequence20060	0.4	0.527
>Sequence20061	0.3	0.315
>Sequence20062	0.4	0.747
>Sequence20063	0.45	0.86
>Sequence20064	0.3	0.392
>Sequence20065	0.45	0.741
>Sequence20066	0.45	0.765
>Sequence20067	0.4	0.756
>Sequence20068	0.55	0.402
>Sequence20069	0.6	0.258
>Sequence20070	0.45	0.803
>Sequence20071	0.5	0.693
>Sequence20072	0.4	0.73
>Sequence20073	0.25	0.261
>Sequence20074	0.4	0.439
>Sequence20075	0.45	0.233
>Sequence20076	0.45	0.313
>Sequence20077	0.4	0.219
>Sequence20078	0.5	0.456
>Sequence20079	0.45	0.471
>Sequence20080	0.5	0.548
>Sequence20081	0.35	0.567
>Sequence20082	0.6	0.453
>Sequence20083	0.3	0.572
>Sequence20084	0.35	0.349
>Sequence20085	0.5	0.336
>Sequence20086	0.4	0.293
>Sequence20087	0.4	0.676
>Sequence20088	0.5	0.236
>Sequence20089	0.55	0.752
>Sequence20090	0.3	0.496
>Sequence20091	0.55	0.323
>Sequence20092	0.4	0.582
>Sequence20093	0.4	0.346
>Sequence20094	0.35	0.686
>Sequence20095	0.5	0.732
>Sequence20096	0.4	0.234
>Sequence20097	0.45	0.734
>Sequence20098	0.45	0.299
>Sequence20099	0.4	0.707
>Sequence20100	0.4	0.404
