Header	RF	SVM
>Sequence8301	0.45	0.686
>Sequence8302	0.4	0.723
>Sequence8303	0.5	0.271
>Sequence8304	0.5	0.358
>Sequence8305	0.45	0.814
>Sequence8306	0.45	0.197
>Sequence8307	0.55	0.383
>Sequence8308	0.4	0.722
>Sequence8309	0.5	0.336
>Sequence8310	0.5	0.767
>Sequence8311	0.6	0.323
>Sequence8312	0.5	0.275
>Sequence8313	0.5	0.828
>Sequence8314	0.4	0.54
>Sequence8315	0.45	0.719
>Sequence8316	0.4	0.329
>Sequence8317	0.45	0.681
>Sequence8318	0.3	0.212
>Sequence8319	0.25	0.252
>Sequence8320	0.5	0.778
>Sequence8321	0.4	0.302
>Sequence8322	0.35	0.061
>Sequence8323	0.35	0.268
>Sequence8324	0.5	0.748
>Sequence8325	0.5	0.287
>Sequence8326	0.35	0.518
>Sequence8327	0.55	0.674
>Sequence8328	0.4	0.756
>Sequence8329	0.4	0.334
>Sequence8330	0.35	0.229
>Sequence8331	0.4	0.189
>Sequence8332	0.4	0.754
>Sequence8333	0.5	0.418
>Sequence8334	0.4	0.639
>Sequence8335	0.5	0.764
>Sequence8336	0.45	0.7
>Sequence8337	0.45	0.611
>Sequence8338	0.5	0.26
>Sequence8339	0.45	0.799
>Sequence8340	0.45	0.609
>Sequence8341	0.4	0.16
>Sequence8342	0.5	0.721
>Sequence8343	0.55	0.355
>Sequence8344	0.45	0.458
>Sequence8345	0.55	0.614
>Sequence8346	0.4	0.359
>Sequence8347	0.4	0.763
>Sequence8348	0.6	0.719
>Sequence8349	0.45	0.771
>Sequence8350	0.45	0.362
>Sequence8351	0.5	0.273
>Sequence8352	0.45	0.742
>Sequence8353	0.3	0.494
>Sequence8354	0.35	0.408
>Sequence8355	0.55	0.498
>Sequence8356	0.5	0.585
>Sequence8357	0.35	0.218
>Sequence8358	0.55	0.243
>Sequence8359	0.55	0.446
>Sequence8360	0.4	0.803
>Sequence8361	0.4	0.769
>Sequence8362	0.35	0.129
>Sequence8363	0.55	0.184
>Sequence8364	0.4	0.784
>Sequence8365	0.45	0.702
>Sequence8366	0.45	0.077
>Sequence8367	0.45	0.222
>Sequence8368	0.4	0.75
>Sequence8369	0.5	0.131
>Sequence8370	0.55	0.789
>Sequence8371	0.45	0.054
>Sequence8372	0.5	0.742
>Sequence8373	0.4	0.715
>Sequence8374	0.5	0.165
>Sequence8375	0.5	0.249
>Sequence8376	0.45	0.263
>Sequence8377	0.6	0.65
>Sequence8378	0.3	0.589
>Sequence8379	0.6	0.401
>Sequence8380	0.35	0.458
>Sequence8381	0.5	0.784
>Sequence8382	0.5	0.248
>Sequence8383	0.35	0.201
>Sequence8384	0.35	0.327
>Sequence8385	0.5	0.276
>Sequence8386	0.4	0.483
>Sequence8387	0.45	0.379
>Sequence8388	0.45	0.554
>Sequence8389	0.45	0.556
>Sequence8390	0.6	0.221
>Sequence8391	0.4	0.692
>Sequence8392	0.5	0.723
>Sequence8393	0.55	0.768
>Sequence8394	0.45	0.37
>Sequence8395	0.4	0.58
>Sequence8396	0.55	0.252
>Sequence8397	0.6	0.839
>Sequence8398	0.35	0.838
>Sequence8399	0.4	0.734
>Sequence8400	0.3	0.679
